cluster	numt
Ectobiidae_cluster19	TRUE
Ectobiidae_cluster2	TRUE
Ectobiidae_cluster20	TRUE
Ectobiidae_cluster21	TRUE
Ectobiidae_cluster22	TRUE
Ectobiidae_cluster23	TRUE
Ectobiidae_cluster24	TRUE
Ectobiidae_cluster25	TRUE
Ectobiidae_cluster26	TRUE
Ectobiidae_cluster27	TRUE
Ectobiidae_cluster3	TRUE
Ectobiidae_cluster4	TRUE
Ectobiidae_cluster5	TRUE
Ectobiidae_cluster6	TRUE
Ectobiidae_cluster7	TRUE
Ectobiidae_cluster8	TRUE
Ectobiidae_cluster9	TRUE
unclassified.Blattodea_cluster1	TRUE
unclassified.Blattodea_cluster2	TRUE
unclassified.Blattodea_cluster3	TRUE
unclassified.Blattodea_cluster4	TRUE
unclassified.Blattodea_cluster5	TRUE
unclassified.Blattodea_cluster6	TRUE
unclassified.Blattodea_cluster7	TRUE
unclassified.Blattodea_cluster8	TRUE
Canidae_cluster1	FALSE
Canidae_cluster2	FALSE
Felidae_cluster1	FALSE
Felidae_cluster2	FALSE
Mustelidae_cluster1	FALSE
Mustelidae_cluster2	FALSE
Ursidae_cluster1	FALSE
Salamandridae_cluster1	FALSE
Salamandridae_cluster2	FALSE
Salamandridae_cluster3	FALSE
Rhodomelaceae_cluster1	FALSE
Scolopacidae_cluster1	FALSE
Chordeumatidae_cluster1	FALSE
Craspedosomatidae_cluster1	FALSE
Chromadorea_XX_cluster1	FALSE
Clupeidae_cluster1	FALSE
Aderidae_cluster1	FALSE
Aderidae_cluster2	FALSE
Aderidae_cluster3	FALSE
Aderidae_cluster4	FALSE
Agyrtidae_cluster1	FALSE
Anobiidae_cluster1	FALSE
Anobiidae_cluster10	FALSE
Anobiidae_cluster11	FALSE
Anobiidae_cluster12	FALSE
Anobiidae_cluster13	FALSE
Anobiidae_cluster14	FALSE
Anobiidae_cluster15	FALSE
Anobiidae_cluster16	FALSE
Anobiidae_cluster17	FALSE
Anobiidae_cluster2	FALSE
Anobiidae_cluster3	FALSE
Anobiidae_cluster4	FALSE
Anobiidae_cluster5	FALSE
Anobiidae_cluster6	FALSE
Anobiidae_cluster7	FALSE
Anobiidae_cluster8	FALSE
Anobiidae_cluster9	FALSE
Anthicidae_cluster1	FALSE
