"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Ephemeroptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
"Odonata"	19	84	0.9	"max"	0.1	FALSE	-1	-1	20	1	3	0	0.05	0
"Odonata"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	20	1	3	0	0.05	0
"Odonata"	21	84	0.9	"max"	0.5	FALSE	-1	-1	20	1	3	0	0.05	0
"Odonata"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	20	1	3	0	0.05	0
"Odonata"	23	84	0.9	"max"	0.8	FALSE	-1	-1	20	1	3	0	0.05	0
"Odonata"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	20	1	3	0	0.05	0
"Megaloptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	1	0	1	0	0	0
"Megaloptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	1	0	1	0	0	0
"Megaloptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	1	0	1	0	0	0
"Megaloptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	1	0	1	0	0	0
"Megaloptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	1	0	1	0	0	0
"Megaloptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	1	0	1	0	0	0
"Poduromorpha"	19	84	0.9	"max"	0.1	FALSE	-1	-1	86	3	40	19	0.0348837209302326	0.475
"Poduromorpha"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	86	6	40	17	0.0697674418604651	0.425
"Poduromorpha"	21	84	0.9	"max"	0.5	FALSE	-1	-1	86	4	40	14	0.0465116279069767	0.35
"Poduromorpha"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	86	7	40	14	0.0813953488372093	0.35
"Poduromorpha"	23	84	0.9	"max"	0.8	FALSE	-1	-1	86	7	40	14	0.0813953488372093	0.35
"Poduromorpha"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	86	9	40	14	0.104651162790698	0.35
"Strepsiptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	7	0	0	0	0	NA
"Siphonaptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	3	0	0	0	0	NA
"Zygentoma"	19	84	0.9	"max"	0.1	FALSE	-1	-1	1	0	1	1	0	1
"Zygentoma"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	1	0	1	1	0	1
"Zygentoma"	21	84	0.9	"max"	0.5	FALSE	-1	-1	1	0	1	0	0	0
"Zygentoma"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	1	0	1	0	0	0
"Zygentoma"	23	84	0.9	"max"	0.8	FALSE	-1	-1	1	0	1	0	0	0
"Zygentoma"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	1	0	1	0	0	0
"Neelipleona"	19	84	0.9	"max"	0.1	FALSE	-1	-1	9	0	7	4	0	0.571428571428571
"Neelipleona"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	9	0	7	3	0	0.428571428571429
"Neelipleona"	21	84	0.9	"max"	0.5	FALSE	-1	-1	9	0	7	3	0	0.428571428571429
"Neelipleona"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	9	0	7	3	0	0.428571428571429
"Neelipleona"	23	84	0.9	"max"	0.8	FALSE	-1	-1	9	0	7	3	0	0.428571428571429
"Neelipleona"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	9	0	7	3	0	0.428571428571429
"Zoraptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Diplura"	19	84	0.9	"max"	0.1	FALSE	-1	-1	3	0	2	2	0	1
"Diplura"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	3	0	2	1	0	0.5
"Diplura"	21	84	0.9	"max"	0.5	FALSE	-1	-1	3	0	2	0	0	0
"Diplura"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	3	0	2	0	0	0
"Diplura"	23	84	0.9	"max"	0.8	FALSE	-1	-1	3	0	2	0	0	0
"Diplura"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	3	0	2	0	0	0
"Archaeognatha"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Hexapoda"	19	84	0.9	"max"	0.1	FALSE	-1	-1	18770	341	2091	1042	0.0181672882258924	0.498326159732186
"Hexapoda"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	18770	431	2091	799	0.0229621736814065	0.382113821138211
"Hexapoda"	21	84	0.9	"max"	0.5	FALSE	-1	-1	18770	597	2091	703	0.031806073521577	0.336202773792444
"Hexapoda"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	18770	713	2091	581	0.0379861481086841	0.277857484457197
"Hexapoda"	23	84	0.9	"max"	0.8	FALSE	-1	-1	18770	688	2091	637	0.0366542354821524	0.304638928742229
"Hexapoda"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	18770	797	2091	548	0.0424613745338306	0.26207556193209
