"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Diptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	8073	157	991	425	0.0194475411866716	0.428859737638749
"Diptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	8073	200	991	319	0.0247739378174161	0.321897073662967
"Diptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	8073	287	991	303	0.0355506007679921	0.305751765893037
"Diptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	8073	350	991	254	0.0433543911804781	0.256306760847629
"Diptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	8073	325	991	280	0.0402576489533011	0.282542885973764
"Diptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	8073	395	991	242	0.0489285271893968	0.244197780020182
"Blattodea"	19	84	0.9	"max"	0.1	FALSE	-1	-1	5	2	2	2	0.4	1
"Blattodea"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	5	2	2	1	0.4	0.5
"Blattodea"	21	84	0.9	"max"	0.5	FALSE	-1	-1	5	2	2	1	0.4	0.5
"Blattodea"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	5	2	2	0	0.4	0
"Blattodea"	23	84	0.9	"max"	0.8	FALSE	-1	-1	5	2	2	1	0.4	0.5
"Blattodea"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	5	2	2	0	0.4	0
"Hymenoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	5680	63	491	352	0.0110915492957746	0.716904276985743
"Hymenoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	5680	86	491	296	0.0151408450704225	0.602851323828921
"Hymenoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	5680	142	491	252	0.025	0.513238289205703
"Hymenoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	5680	166	491	214	0.0292253521126761	0.435845213849287
"Hymenoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	5680	169	491	228	0.0297535211267606	0.464358452138493
"Hymenoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	5680	185	491	200	0.0325704225352113	0.407331975560081
"Orthoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	27	4	13	3	0.148148148148148	0.230769230769231
"Orthoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	27	5	13	2	0.185185185185185	0.153846153846154
"Orthoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	27	5	13	3	0.185185185185185	0.230769230769231
"Orthoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	27	5	13	2	0.185185185185185	0.153846153846154
"Orthoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	27	5	13	2	0.185185185185185	0.153846153846154
"Orthoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	27	6	13	2	0.222222222222222	0.153846153846154
"Coleoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	1698	36	233	110	0.0212014134275618	0.472103004291845
"Coleoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	1698	39	233	71	0.0229681978798587	0.304721030042918
"Coleoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	1698	48	233	46	0.0282685512367491	0.197424892703863
"Coleoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	1698	55	233	30	0.0323910482921084	0.128755364806867
"Coleoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	1698	52	233	40	0.0306242638398115	0.171673819742489
"Coleoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	1698	56	233	28	0.032979976442874	0.120171673819742
"Entomobryomorpha"	19	84	0.9	"max"	0.1	FALSE	-1	-1	193	18	82	41	0.0932642487046632	0.5
"Entomobryomorpha"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	193	27	82	30	0.139896373056995	0.365853658536585
"Entomobryomorpha"	21	84	0.9	"max"	0.5	FALSE	-1	-1	193	22	82	27	0.113989637305699	0.329268292682927
"Entomobryomorpha"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	193	32	82	19	0.16580310880829	0.231707317073171
"Entomobryomorpha"	23	84	0.9	"max"	0.8	FALSE	-1	-1	193	29	82	20	0.150259067357513	0.24390243902439
"Entomobryomorpha"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	193	35	82	17	0.181347150259067	0.207317073170732
"Hemiptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	878	26	116	44	0.0296127562642369	0.379310344827586
"Hemiptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	878	28	116	21	0.0318906605922551	0.181034482758621
"Hemiptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	878	32	116	18	0.0364464692482916	0.155172413793103
"Hemiptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	878	35	116	16	0.0398633257403189	0.137931034482759
"Hemiptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	878	35	116	17	0.0398633257403189	0.146551724137931
"Hemiptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	878	39	116	15	0.0444191343963554	0.129310344827586
"Lepidoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	1587	15	47	15	0.00945179584120983	0.319148936170213
"Lepidoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	1587	17	47	14	0.0107120352867045	0.297872340425532
"Lepidoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	1587	33	47	13	0.0207939508506616	0.276595744680851
"Lepidoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	1587	38	47	12	0.0239445494643982	0.25531914893617
"Lepidoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	1587	41	47	11	0.0258349086326402	0.234042553191489
"Lepidoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	1587	46	47	10	0.0289855072463768	0.212765957446809
"Dermaptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	5	0	0	0	0	NA
"Dermaptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	5	1	0	0	0.2	NA
"Dermaptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	5	1	0	0	0.2	NA
"Plecoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	38	6	9	2	0.157894736842105	0.222222222222222
"Plecoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	38	6	9	2	0.157894736842105	0.222222222222222
"Psocodea"	19	84	0.9	"max"	0.1	FALSE	-1	-1	67	1	15	7	0.0149253731343284	0.466666666666667
"Psocodea"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	21	84	0.9	"max"	0.5	FALSE	-1	-1	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	23	84	0.9	"max"	0.8	FALSE	-1	-1	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	67	2	15	7	0.0298507462686567	0.466666666666667
"Symphypleona"	19	84	0.9	"max"	0.1	FALSE	-1	-1	70	4	24	11	0.0571428571428571	0.458333333333333
"Symphypleona"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	70	5	24	10	0.0714285714285714	0.416666666666667
"Symphypleona"	21	84	0.9	"max"	0.5	FALSE	-1	-1	70	6	24	10	0.0857142857142857	0.416666666666667
"Symphypleona"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	70	7	24	6	0.1	0.25
"Symphypleona"	23	84	0.9	"max"	0.8	FALSE	-1	-1	70	6	24	8	0.0857142857142857	0.333333333333333
"Symphypleona"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	70	7	24	6	0.1	0.25
"Trichoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Trichoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Trichoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Trichoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Trichoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Trichoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	157	2	5	0	0.0127388535031847	0
"Mecoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	5	1	0	0	0.2	NA
"Mecoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	5	1	0	0	0.2	NA
"Mecoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	5	1	0	0	0.2	NA
"Mecoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	5	1	0	0	0.2	NA
"Mecoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	5	1	0	0	0.2	NA
"Mecoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	5	1	0	0	0.2	NA
"Raphidioptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	3	0	0	0	0	NA
"Thysanoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	57	0	3	2	0	0.666666666666667
"Psocoptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	0	0	0	0	NA	NA
"Neuroptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	58	1	4	1	0.0172413793103448	0.25
"Neuroptera"	20	84	0.9	"mean"	0.1	FALSE	-1	-1	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	21	84	0.9	"max"	0.5	FALSE	-1	-1	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	22	84	0.9	"mean"	0.5	FALSE	-1	-1	58	2	4	0	0.0344827586206897	0
"Neuroptera"	23	84	0.9	"max"	0.8	FALSE	-1	-1	58	3	4	1	0.0517241379310345	0.25
"Neuroptera"	24	84	0.9	"mean"	0.8	FALSE	-1	-1	58	3	4	0	0.0517241379310345	0
"Ephemeroptera"	19	84	0.9	"max"	0.1	FALSE	-1	-1	39	1	2	0	0.0256410256410256	0
