"taxon"	"run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"duplicate_bin_records"	"remaining_dups"	"remaining_dup_records"	"false_pos"	"false_neg"	"finbol_clusters"	"removed_finbol_clusters"	"spp_in_known"	"found_spp_in_known"	"clusters_in_known"	"spurious"	"remaining_spurious"	"false_pos_finbol"	"false_neg_spurious"	"false_pos_comb"	"false_neg_comb"
"Coleoptera"	18	"TRUE"	"dadn"	1.5	2663	452	1675	14	184	401	80	210	0.0083582089552238	0.434782608695652	738	2	620	253	404	70	51	0.002710027100271	0.728571428571429	0.0066307501036054	0.515748031496063
"Coleoptera"	19	"TRUE"	"wdadn"	0.1	2663	639	1675	38	184	401	47	162	0.0226865671641791	0.255434782608696	738	6	620	253	404	70	43	0.008130081300813	0.614285714285714	0.018234562784915	0.354330708661417
"Coleoptera"	20	"TRUE"	"wdadn"	0.3	2663	590	1675	26	184	401	55	176	0.0155223880597015	0.298913043478261	738	5	620	253	404	70	44	0.0067750677506775	0.628571428571429	0.0128470783257356	0.389763779527559
"Coleoptera"	21	"TRUE"	"wdadn"	0.5	2663	549	1675	21	184	401	64	186	0.0125373134328358	0.347826086956522	738	4	620	253	404	70	47	0.005420054200542	0.671428571428571	0.0103605470368835	0.437007874015748
"Coleoptera"	22	"TRUE"	"wdadn"	0.7	2663	516	1675	17	184	401	71	196	0.0101492537313433	0.385869565217391	738	4	620	253	404	70	51	0.005420054200542	0.728571428571429	0.0087028595109821	0.480314960629921
"Coleoptera"	23	"TRUE"	"wdadn"	0.9	2663	467	1675	12	184	401	78	209	0.0071641791044776	0.423913043478261	738	2	620	253	404	70	52	0.002710027100271	0.742857142857143	0.0058019063406547	0.511811023622047
"Coleoptera"	24	"TRUE"	"wdadn"	1.1	2663	435	1675	11	184	401	85	221	0.0065671641791044	0.46195652173913	738	2	620	253	404	70	55	0.002710027100271	0.785714285714286	0.0053874844591794	0.551181102362205
"Coleoptera"	25	"FALSE"	"dadn"	2.7	2663	361	1675	12	184	401	106	236	0.0071641791044776	0.576086956521739	738	3	620	253	404	70	60	0.0040650406504065	0.857142857142857	0.0062163282221301	0.653543307086614
"Coleoptera"	26	"FALSE"	"dadn"	3	2663	315	1675	6	184	401	114	259	0.0035820895522388	0.619565217391304	738	2	620	253	404	70	61	0.002710027100271	0.871428571428571	0.0033153750518027	0.688976377952756
"Coleoptera"	27	"FALSE"	"dadn"	3.5	2663	275	1675	5	184	401	124	286	0.0029850746268656	0.673913043478261	738	2	620	253	404	70	63	0.002710027100271	0.9	0.0029009531703273	0.736220472440945
"Coleoptera"	28	"FALSE"	"wdadn"	1.5	2663	449	1675	15	184	401	92	195	0.008955223880597	0.5	738	3	620	253	404	70	57	0.0040650406504065	0.814285714285714	0.0074595938665561	0.586614173228346
"Coleoptera"	29	"FALSE"	"wdadn"	1.7	2663	402	1675	9	184	401	97	217	0.0053731343283582	0.527173913043478	738	2	620	253	404	70	58	0.002710027100271	0.828571428571429	0.0045586406962287	0.610236220472441
"Coleoptera"	30	"FALSE"	"wdadn"	2	2663	347	1675	6	184	401	107	249	0.0035820895522388	0.581521739130435	738	1	620	253	404	70	60	0.0013550135501355	0.857142857142857	0.0029009531703273	0.65748031496063
"Coleoptera"	31	"FALSE"	"wdadn"	2.5	2663	281	1675	2	184	401	127	283	0.0011940298507462	0.690217391304348	738	1	620	253	404	70	62	0.0013550135501355	0.885714285714286	0.001243265644426	0.744094488188976
"Coleoptera"	32	"FALSE"	"wdadn"	3	2663	245	1675	2	184	401	138	299	0.0011940298507462	0.75	738	1	620	253	404	70	64	0.0013550135501355	0.914285714285714	0.001243265644426	0.795275590551181
"Coleoptera"	33	"FALSE"	"wdadn"	3.5	2663	210	1675	2	184	401	145	314	0.0011940298507462	0.78804347826087	738	1	620	253	404	70	66	0.0013550135501355	0.942857142857143	0.001243265644426	0.830708661417323
"Coleoptera"	34	"FALSE"	"wdadn"	4	2663	180	1675	2	184	401	153	327	0.0011940298507462	0.831521739130435	738	1	620	253	404	70	66	0.0013550135501355	0.942857142857143	0.001243265644426	0.862204724409449
"Coleoptera"	35	"FALSE"	"dadn"	4	2663	237	1675	2	184	401	137	305	0.0011940298507462	0.744565217391304	738	1	620	253	404	70	65	0.0013550135501355	0.928571428571429	0.001243265644426	0.795275590551181
"Coleoptera"	36	"FALSE"	"dadn"	4.5	2663	215	1675	2	184	401	147	316	0.0011940298507462	0.798913043478261	738	1	620	253	404	70	65	0.0013550135501355	0.928571428571429	0.001243265644426	0.834645669291339
"Coleoptera"	37	"FALSE"	"dadn"	5	2663	188	1675	2	184	401	151	325	0.0011940298507462	0.820652173913043	738	1	620	253	404	70	65	0.0013550135501355	0.928571428571429	0.001243265644426	0.850393700787402
"Coleoptera"	38	"FALSE"	"dadn"	6	2663	146	1675	1	184	401	159	339	0.0005970149253731	0.864130434782609	738	0	620	253	404	70	66	0	0.942857142857143	0.0004144218814753	0.885826771653543
"Coleoptera"	39	"TRUE"	"dadn"	1.8	2663	415	1675	12	184	401	85	222	0.0071641791044776	0.46195652173913	738	2	620	253	404	70	54	0.002710027100271	0.771428571428571	0.0058019063406547	0.547244094488189
"Coleoptera"	40	"TRUE"	"dadn"	2.1	2663	364	1675	9	184	401	99	243	0.0053731343283582	0.53804347826087	738	2	620	253	404	70	59	0.002710027100271	0.842857142857143	0.0045586406962287	0.622047244094488
"Coleoptera"	41	"TRUE"	"dadn"	2.4	2663	325	1675	8	184	401	107	256	0.004776119402985	0.581521739130435	738	2	620	253	404	70	60	0.002710027100271	0.857142857142857	0.0041442188147534	0.65748031496063
"Coleoptera"	42	"TRUE"	"dadn"	2.7	2663	285	1675	7	184	401	113	268	0.0041791044776119	0.614130434782609	738	2	620	253	404	70	66	0.002710027100271	0.942857142857143	0.003729796933278	0.704724409448819
"Coleoptera"	43	"TRUE"	"wdadn"	1.2	2663	414	1675	11	184	401	89	229	0.0065671641791044	0.483695652173913	738	2	620	253	404	70	58	0.002710027100271	0.828571428571429	0.0053874844591794	0.578740157480315
"Coleoptera"	44	"TRUE"	"wdadn"	1.3	2663	392	1675	10	184	401	93	235	0.0059701492537313	0.505434782608696	738	1	620	253	404	70	59	0.0013550135501355	0.842857142857143	0.0045586406962287	0.598425196850394
"Coleoptera"	45	"TRUE"	"wdadn"	1.5	2663	348	1675	7	184	401	102	248	0.0041791044776119	0.554347826086957	738	1	620	253	404	70	63	0.0013550135501355	0.9	0.0033153750518027	0.649606299212598
"Coleoptera"	46	"TRUE"	"wdadn"	1.7	2663	317	1675	5	184	401	106	260	0.0029850746268656	0.576086956521739	738	1	620	253	404	70	64	0.0013550135501355	0.914285714285714	0.002486531288852	0.669291338582677
"Psocodea"	1	"FALSE"	"dadn"	1	117	38	65	2	10	14	5	6	0.0307692307692308	0.5	42	0	35	21	69	7	5	0	0.714285714285714	0.0186915887850467	0.588235294117647
"Psocodea"	2	"FALSE"	"dadn"	1.2	117	35	65	2	10	14	8	9	0.0307692307692308	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0186915887850467	0.823529411764706
"Psocodea"	3	"FALSE"	"dadn"	1.5	117	31	65	2	10	14	9	10	0.0307692307692308	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0.0186915887850467	0.882352941176471
"Psocodea"	4	"FALSE"	"dadn"	1.8	117	28	65	1	10	14	10	11	0.0153846153846154	1	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.941176470588235
"Psocodea"	5	"FALSE"	"dadn"	2.1	117	26	65	1	10	14	10	11	0.0153846153846154	1	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.941176470588235
"Psocodea"	6	"FALSE"	"dadn"	2.4	117	24	65	0	10	14	10	11	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	7	"FALSE"	"wdadn"	0.8	117	30	65	1	10	14	8	10	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	8	"FALSE"	"wdadn"	0.9	117	30	65	1	10	14	8	9	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	9	"FALSE"	"wdadn"	1	117	28	65	1	10	14	8	9	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	10	"FALSE"	"wdadn"	1.1	117	27	65	1	10	14	8	10	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	11	"FALSE"	"wdadn"	1.2	117	26	65	1	10	14	9	11	0.0153846153846154	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.882352941176471
"Psocodea"	12	"FALSE"	"wdadn"	1.3	117	26	65	1	10	14	9	11	0.0153846153846154	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.882352941176471
"Psocodea"	13	"TRUE"	"dadn"	0.4	117	23	65	2	10	14	8	8	0.0307692307692308	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0186915887850467	0.823529411764706
"Psocodea"	14	"TRUE"	"dadn"	0.6	117	23	65	2	10	14	8	8	0.0307692307692308	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0186915887850467	0.823529411764706
"Psocodea"	15	"TRUE"	"dadn"	0.8	117	22	65	1	10	14	8	8	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	16	"TRUE"	"dadn"	1	117	20	65	1	10	14	9	10	0.0153846153846154	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.882352941176471
"Psocodea"	17	"TRUE"	"dadn"	1.2	117	19	65	1	10	14	9	10	0.0153846153846154	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.882352941176471
"Psocodea"	18	"TRUE"	"dadn"	1.5	117	14	65	1	10	14	9	11	0.0153846153846154	0.9	42	0	35	21	69	7	7	0	1	0.0093457943925233	0.941176470588235
"Psocodea"	19	"TRUE"	"wdadn"	0.1	117	23	65	2	10	14	8	8	0.0307692307692308	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0186915887850467	0.823529411764706
"Psocodea"	20	"TRUE"	"wdadn"	0.3	117	20	65	1	10	14	8	8	0.0153846153846154	0.8	42	0	35	21	69	7	6	0	0.857142857142857	0.0093457943925233	0.823529411764706
"Psocodea"	21	"TRUE"	"wdadn"	0.5	117	17	65	0	10	14	9	10	0	0.9	42	0	35	21	69	7	6	0	0.857142857142857	0	0.882352941176471
"Psocodea"	22	"TRUE"	"wdadn"	0.7	117	15	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	23	"TRUE"	"wdadn"	0.9	117	12	65	0	10	14	10	13	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	24	"TRUE"	"wdadn"	1.1	117	8	65	0	10	14	10	14	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	25	"FALSE"	"dadn"	2.7	117	21	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	26	"FALSE"	"dadn"	3	117	20	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	27	"FALSE"	"dadn"	3.5	117	16	65	0	10	14	10	13	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	28	"FALSE"	"wdadn"	1.5	117	21	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	29	"FALSE"	"wdadn"	1.7	117	20	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	30	"FALSE"	"wdadn"	2	117	18	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	31	"FALSE"	"wdadn"	2.5	117	13	65	0	10	14	10	13	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	32	"FALSE"	"wdadn"	3	117	7	65	0	10	14	10	14	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	33	"FALSE"	"wdadn"	3.5	117	6	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	34	"FALSE"	"wdadn"	4	117	3	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	35	"FALSE"	"dadn"	4	117	16	65	0	10	14	10	12	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	36	"FALSE"	"dadn"	4.5	117	11	65	0	10	14	10	14	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	37	"FALSE"	"dadn"	5	117	7	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	38	"FALSE"	"dadn"	6	117	3	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	39	"TRUE"	"dadn"	1.8	117	10	65	0	10	14	10	13	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	40	"TRUE"	"dadn"	2.1	117	8	65	0	10	14	10	13	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	41	"TRUE"	"dadn"	2.4	117	8	65	0	10	14	10	13	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	42	"TRUE"	"dadn"	2.7	117	7	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	43	"TRUE"	"wdadn"	1.2	117	8	65	0	10	14	10	14	0	1	42	0	35	21	69	7	6	0	0.857142857142857	0	0.941176470588235
"Psocodea"	44	"TRUE"	"wdadn"	1.3	117	6	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	45	"TRUE"	"wdadn"	1.5	117	4	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Psocodea"	46	"TRUE"	"wdadn"	1.7	117	4	65	0	10	14	10	14	0	1	42	0	35	21	69	7	7	0	1	0	1
"Lepidoptera"	1	"FALSE"	"dadn"	1	1755	759	1534	577	36	61	3	3	0.376140808344198	0.0833333333333333	1203	431	670	333	414	69	34	0.358270989193682	0.492753623188406	0.368286445012788	0.352380952380952
"Lepidoptera"	2	"FALSE"	"dadn"	1.2	1755	635	1534	460	36	61	5	6	0.29986962190352	0.138888888888889	1203	338	670	333	414	69	38	0.2809642560266	0.550724637681159	0.29156010230179	0.40952380952381
"Lepidoptera"	3	"FALSE"	"dadn"	1.5	1755	462	1534	293	36	61	7	8	0.191003911342894	0.194444444444444	1203	206	670	333	414	69	46	0.171238570241064	0.666666666666667	0.182316404822799	0.504761904761905
"Lepidoptera"	4	"FALSE"	"dadn"	1.8	1755	331	1534	173	36	61	8	9	0.11277705345502	0.222222222222222	1203	120	670	333	414	69	57	0.0997506234413965	0.826086956521739	0.107051516258677	0.619047619047619
"Lepidoptera"	5	"FALSE"	"dadn"	2.1	1755	240	1534	95	36	61	9	10	0.0619295958279009	0.25	1203	62	670	333	414	69	59	0.0515378221113882	0.855072463768116	0.0573620752648886	0.647619047619048
"Lepidoptera"	6	"FALSE"	"dadn"	2.4	1755	192	1534	60	36	61	11	13	0.0391134289439374	0.305555555555556	1203	38	670	333	414	69	60	0.0315876974231089	0.869565217391304	0.0358056265984655	0.676190476190476
"Lepidoptera"	7	"FALSE"	"wdadn"	0.8	1755	484	1534	321	36	61	6	7	0.209256844850065	0.166666666666667	1203	229	670	333	414	69	51	0.190357439733998	0.739130434782609	0.200949945195469	0.542857142857143
"Lepidoptera"	8	"FALSE"	"wdadn"	0.9	1755	408	1534	252	36	61	6	7	0.164276401564537	0.166666666666667	1203	176	670	333	414	69	53	0.146300914380715	0.768115942028985	0.156375593715747	0.561904761904762
"Lepidoptera"	9	"FALSE"	"wdadn"	1	1755	342	1534	192	36	61	8	10	0.1251629726206	0.222222222222222	1203	134	670	333	414	69	55	0.111388196176226	0.797101449275362	0.119108512970406	0.6
"Lepidoptera"	10	"FALSE"	"wdadn"	1.1	1755	288	1534	143	36	61	9	12	0.0932203389830508	0.25	1203	98	670	333	414	69	57	0.0814630091438071	0.826086956521739	0.0880526123492875	0.628571428571429
"Lepidoptera"	11	"FALSE"	"wdadn"	1.2	1755	251	1534	110	36	61	9	12	0.0717079530638853	0.25	1203	69	670	333	414	69	59	0.057356608478803	0.855072463768116	0.0654000730727073	0.647619047619048
"Lepidoptera"	12	"FALSE"	"wdadn"	1.3	1755	222	1534	88	36	61	10	13	0.0573663624511082	0.277777777777778	1203	53	670	333	414	69	60	0.0440565253532835	0.869565217391304	0.051516258677384	0.666666666666667
"Lepidoptera"	13	"TRUE"	"dadn"	0.4	1755	196	1534	48	36	61	10	17	0.0312907431551499	0.277777777777778	1203	25	670	333	414	69	60	0.0207813798836243	0.869565217391304	0.0266715381804896	0.666666666666667
"Lepidoptera"	14	"TRUE"	"dadn"	0.6	1755	188	1534	40	36	61	10	17	0.0260756192959583	0.277777777777778	1203	23	670	333	414	69	61	0.0191188694929343	0.884057971014493	0.0230179028132992	0.676190476190476
"Lepidoptera"	15	"TRUE"	"dadn"	0.8	1755	181	1534	34	36	61	11	18	0.0221642764015645	0.305555555555556	1203	18	670	333	414	69	61	0.0149625935162095	0.884057971014493	0.0189989039093898	0.685714285714286
"Lepidoptera"	16	"TRUE"	"dadn"	1	1755	167	1534	26	36	61	12	19	0.0169491525423729	0.333333333333333	1203	13	670	333	414	69	62	0.0108063175394846	0.898550724637681	0.0142491779320424	0.704761904761905
"Lepidoptera"	17	"TRUE"	"dadn"	1.2	1755	161	1534	21	36	61	12	20	0.0136897001303781	0.333333333333333	1203	9	670	333	414	69	63	0.0074812967581047	0.91304347826087	0.0109609061015711	0.714285714285714
"Lepidoptera"	18	"TRUE"	"dadn"	1.5	1755	146	1534	12	36	61	15	24	0.0078226857887874	0.416666666666667	1203	4	670	333	414	69	64	0.0033250207813798	0.927536231884058	0.0058458165875045	0.752380952380952
"Lepidoptera"	19	"TRUE"	"wdadn"	0.1	1755	205	1534	57	36	61	10	17	0.0371577574967405	0.277777777777778	1203	30	670	333	414	69	60	0.0249376558603491	0.869565217391304	0.0317866276945561	0.666666666666667
"Lepidoptera"	20	"TRUE"	"wdadn"	0.3	1755	185	1534	41	36	61	11	19	0.0267275097783572	0.305555555555556	1203	23	670	333	414	69	61	0.0191188694929343	0.884057971014493	0.0233832663500183	0.685714285714286
"Lepidoptera"	21	"TRUE"	"wdadn"	0.5	1755	165	1534	28	36	61	13	21	0.0182529335071708	0.361111111111111	1203	16	670	333	414	69	61	0.0133000831255195	0.884057971014493	0.0160759956156376	0.704761904761905
"Lepidoptera"	22	"TRUE"	"wdadn"	0.7	1755	149	1534	16	36	61	13	21	0.0104302477183833	0.361111111111111	1203	7	670	333	414	69	63	0.0058187863674148	0.91304347826087	0.0084033613445378	0.723809523809524
"Lepidoptera"	23	"TRUE"	"wdadn"	0.9	1755	134	1534	8	36	61	14	23	0.0052151238591916	0.388888888888889	1203	1	670	333	414	69	63	0.0008312551953449	0.91304347826087	0.0032882718304713	0.733333333333333
"Lepidoptera"	24	"TRUE"	"wdadn"	1.1	1755	124	1534	6	36	61	16	27	0.0039113428943937	0.444444444444444	1203	0	670	333	414	69	63	0	0.91304347826087	0.0021921812203142	0.752380952380952
"Lepidoptera"	25	"FALSE"	"dadn"	2.7	1755	162	1534	38	36	61	11	13	0.0247718383311604	0.305555555555556	1203	20	670	333	414	69	61	0.0166251039068994	0.884057971014493	0.0211910851297041	0.685714285714286
"Lepidoptera"	26	"FALSE"	"dadn"	3	1755	143	1534	26	36	61	14	16	0.0169491525423729	0.388888888888889	1203	13	670	333	414	69	62	0.0108063175394846	0.898550724637681	0.0142491779320424	0.723809523809524
"Lepidoptera"	27	"FALSE"	"dadn"	3.5	1755	122	1534	19	36	61	17	21	0.0123859191655802	0.472222222222222	1203	11	670	333	414	69	65	0.0091438071487946	0.942028985507246	0.0109609061015711	0.780952380952381
"Lepidoptera"	28	"FALSE"	"wdadn"	1.5	1755	185	1534	59	36	61	14	17	0.0384615384615385	0.388888888888889	1203	33	670	333	414	69	62	0.027431421446384	0.898550724637681	0.0336134453781513	0.723809523809524
"Lepidoptera"	29	"FALSE"	"wdadn"	1.7	1755	156	1534	38	36	61	15	18	0.0247718383311604	0.416666666666667	1203	21	670	333	414	69	62	0.0174563591022444	0.898550724637681	0.0215564486664231	0.733333333333333
"Lepidoptera"	30	"FALSE"	"wdadn"	2	1755	135	1534	27	36	61	15	21	0.0176010430247718	0.416666666666667	1203	14	670	333	414	69	63	0.0116375727348296	0.91304347826087	0.0149799050054805	0.742857142857143
"Lepidoptera"	31	"FALSE"	"wdadn"	2.5	1755	100	1534	11	36	61	18	25	0.0071707953063885	0.5	1203	5	670	333	414	69	65	0.0041562759767248	0.942028985507246	0.0058458165875045	0.79047619047619
"Lepidoptera"	32	"FALSE"	"wdadn"	3	1755	78	1534	6	36	61	23	35	0.0039113428943937	0.638888888888889	1203	1	670	333	414	69	67	0.0008312551953449	0.971014492753623	0.0025575447570332	0.857142857142857
"Lepidoptera"	33	"FALSE"	"wdadn"	3.5	1755	63	1534	6	36	61	26	41	0.0039113428943937	0.722222222222222	1203	1	670	333	414	69	67	0.0008312551953449	0.971014492753623	0.0025575447570332	0.885714285714286
"Lepidoptera"	34	"FALSE"	"wdadn"	4	1755	57	1534	5	36	61	27	45	0.0032594524119947	0.75	1203	0	670	333	414	69	67	0	0.971014492753623	0.0018268176835951	0.895238095238095
"Lepidoptera"	35	"FALSE"	"dadn"	4	1755	103	1534	13	36	61	20	25	0.0084745762711864	0.555555555555556	1203	5	670	333	414	69	66	0.0041562759767248	0.956521739130435	0.0065765436609426	0.819047619047619
"Lepidoptera"	36	"FALSE"	"dadn"	4.5	1755	87	1534	9	36	61	21	31	0.0058670143415906	0.583333333333333	1203	3	670	333	414	69	66	0.0024937655860349	0.956521739130435	0.0043843624406284	0.828571428571429
"Lepidoptera"	37	"FALSE"	"dadn"	5	1755	75	1534	5	36	61	23	33	0.0032594524119947	0.638888888888889	1203	0	670	333	414	69	67	0	0.971014492753623	0.0018268176835951	0.857142857142857
"Lepidoptera"	38	"FALSE"	"dadn"	6	1755	59	1534	4	36	61	24	38	0.0026075619295958	0.666666666666667	1203	0	670	333	414	69	67	0	0.971014492753623	0.0014614541468761	0.866666666666667
"Lepidoptera"	39	"TRUE"	"dadn"	1.8	1755	137	1534	9	36	61	16	25	0.0058670143415906	0.444444444444444	1203	2	670	333	414	69	64	0.0016625103906899	0.927536231884058	0.0040189989039093	0.761904761904762
"Lepidoptera"	40	"TRUE"	"dadn"	2.1	1755	126	1534	7	36	61	16	25	0.0045632333767927	0.444444444444444	1203	1	670	333	414	69	64	0.0008312551953449	0.927536231884058	0.0029229082937522	0.761904761904762
"Lepidoptera"	41	"TRUE"	"dadn"	2.4	1755	114	1534	6	36	61	16	26	0.0039113428943937	0.444444444444444	1203	0	670	333	414	69	65	0	0.942028985507246	0.0021921812203142	0.771428571428571
"Lepidoptera"	42	"TRUE"	"dadn"	2.7	1755	103	1534	5	36	61	16	26	0.0032594524119947	0.444444444444444	1203	0	670	333	414	69	65	0	0.942028985507246	0.0018268176835951	0.771428571428571
"Lepidoptera"	43	"TRUE"	"wdadn"	1.2	1755	119	1534	6	36	61	16	27	0.0039113428943937	0.444444444444444	1203	0	670	333	414	69	63	0	0.91304347826087	0.0021921812203142	0.752380952380952
"Lepidoptera"	44	"TRUE"	"wdadn"	1.3	1755	114	1534	6	36	61	16	27	0.0039113428943937	0.444444444444444	1203	0	670	333	414	69	64	0	0.927536231884058	0.0021921812203142	0.761904761904762
"Lepidoptera"	45	"TRUE"	"wdadn"	1.5	1755	106	1534	5	36	61	18	29	0.0032594524119947	0.5	1203	0	670	333	414	69	64	0	0.927536231884058	0.0018268176835951	0.780952380952381
"Lepidoptera"	46	"TRUE"	"wdadn"	1.7	1755	95	1534	5	36	61	19	30	0.0032594524119947	0.527777777777778	1203	0	670	333	414	69	65	0	0.942028985507246	0.0018268176835951	0.8
"Strepsiptera"	1	"FALSE"	"dadn"	1	9	5	7	4	0	0	0	0	0.571428571428571	NA	0	0	2	3	3	0	0	NA	NA	0.571428571428571	NA
"Strepsiptera"	2	"FALSE"	"dadn"	1.2	9	4	7	3	0	0	0	0	0.428571428571429	NA	0	0	2	3	3	0	0	NA	NA	0.428571428571429	NA
"Strepsiptera"	3	"FALSE"	"dadn"	1.5	9	3	7	3	0	0	0	0	0.428571428571429	NA	0	0	2	3	3	0	0	NA	NA	0.428571428571429	NA
"Strepsiptera"	4	"FALSE"	"dadn"	1.8	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	5	"FALSE"	"dadn"	2.1	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	6	"FALSE"	"dadn"	2.4	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	7	"FALSE"	"wdadn"	0.8	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	8	"FALSE"	"wdadn"	0.9	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	9	"FALSE"	"wdadn"	1	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	10	"FALSE"	"wdadn"	1.1	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	11	"FALSE"	"wdadn"	1.2	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	12	"FALSE"	"wdadn"	1.3	9	2	7	2	0	0	0	0	0.285714285714286	NA	0	0	2	3	3	0	0	NA	NA	0.285714285714286	NA
"Strepsiptera"	13	"TRUE"	"dadn"	0.4	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	14	"TRUE"	"dadn"	0.6	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	15	"TRUE"	"dadn"	0.8	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	16	"TRUE"	"dadn"	1	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	17	"TRUE"	"dadn"	1.2	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	18	"TRUE"	"dadn"	1.5	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
"Strepsiptera"	19	"TRUE"	"wdadn"	0.1	9	0	7	0	0	0	0	0	0	NA	0	0	2	3	3	0	0	NA	NA	0	NA
