"taxon"	"run"	"ee_run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"duplicate_bin_records"	"remaining_dups"	"remaining_dup_records"	"false_pos"	"false_neg"	"finbol_clusters"	"removed_finbol_clusters"	"spp_in_known"	"found_spp_in_known"	"clusters_in_known"	"spurious"	"remaining_spurious"	"false_pos_finbol"	"false_neg_spurious"	"false_pos_comb"	"false_neg_comb"
"Entomobryomorpha"	9	21	"False"	"wdadn"	4	787	478	187	25	72	303	18	80	0.133689839572193	0.25	0	0	5	3	28	14	7	NA	0.5	0.133689839572193	0.290697674418605
"Entomobryomorpha"	10	22	"False"	"wdadn"	4	787	477	187	25	72	303	19	80	0.133689839572193	0.263888888888889	0	0	5	3	28	14	7	NA	0.5	0.133689839572193	0.302325581395349
"Entomobryomorpha"	11	23	"False"	"wdadn"	4	787	494	187	25	72	303	16	74	0.133689839572193	0.222222222222222	0	0	5	3	28	14	6	NA	0.428571428571429	0.133689839572193	0.255813953488372
"Entomobryomorpha"	12	24	"False"	"wdadn"	4	787	492	187	25	72	303	17	75	0.133689839572193	0.236111111111111	0	0	5	3	28	14	6	NA	0.428571428571429	0.133689839572193	0.267441860465116
"Hemiptera"	1	13	"False"	"wdadn"	4	1869	409	844	23	100	131	21	23	0.0272511848341232	0.21	204	0	213	86	138	30	18	0	0.6	0.0219465648854962	0.3
"Hemiptera"	2	14	"False"	"wdadn"	4	1869	403	844	25	100	131	22	23	0.0296208530805687	0.22	204	0	213	86	138	30	18	0	0.6	0.0238549618320611	0.307692307692308
"Hemiptera"	3	15	"False"	"wdadn"	4	1869	422	844	24	100	131	22	23	0.028436018957346	0.22	204	0	213	86	138	30	17	0	0.566666666666667	0.0229007633587786	0.3
"Hemiptera"	4	16	"False"	"wdadn"	4	1869	423	844	25	100	131	21	22	0.0296208530805687	0.21	204	0	213	86	138	30	17	0	0.566666666666667	0.0238549618320611	0.292307692307692
"Hemiptera"	5	17	"False"	"wdadn"	4	1869	423	844	24	100	131	22	23	0.028436018957346	0.22	204	0	213	86	138	30	17	0	0.566666666666667	0.0229007633587786	0.3
"Hemiptera"	6	18	"False"	"wdadn"	4	1869	425	844	25	100	131	21	22	0.0296208530805687	0.21	204	0	213	86	138	30	17	0	0.566666666666667	0.0238549618320611	0.292307692307692
"Hemiptera"	7	19	"False"	"wdadn"	4	1869	457	844	27	100	131	13	13	0.0319905213270142	0.13	204	0	213	86	138	30	16	0	0.533333333333333	0.025763358778626	0.223076923076923
"Hemiptera"	8	20	"False"	"wdadn"	4	1869	454	844	27	100	131	13	13	0.0319905213270142	0.13	204	0	213	86	138	30	16	0	0.533333333333333	0.025763358778626	0.223076923076923
"Hemiptera"	9	21	"False"	"wdadn"	4	1869	412	844	23	100	131	20	22	0.0272511848341232	0.2	204	0	213	86	138	30	18	0	0.6	0.0219465648854962	0.292307692307692
"Hemiptera"	10	22	"False"	"wdadn"	4	1869	405	844	25	100	131	22	23	0.0296208530805687	0.22	204	0	213	86	138	30	18	0	0.6	0.0238549618320611	0.307692307692308
"Hemiptera"	11	23	"False"	"wdadn"	4	1869	450	844	27	100	131	14	14	0.0319905213270142	0.14	204	0	213	86	138	30	16	0	0.533333333333333	0.025763358778626	0.230769230769231
"Hemiptera"	12	24	"False"	"wdadn"	4	1869	447	844	27	100	131	14	14	0.0319905213270142	0.14	204	0	213	86	138	30	16	0	0.533333333333333	0.025763358778626	0.230769230769231
"Plecoptera"	1	13	"False"	"wdadn"	4	61	23	38	4	9	15	2	2	0.105263157894737	0.222222222222222	20	0	16	14	22	2	2	0	1	0.0689655172413793	0.363636363636364
"Plecoptera"	2	14	"False"	"wdadn"	4	61	23	38	4	9	15	2	2	0.105263157894737	0.222222222222222	20	0	16	14	22	2	2	0	1	0.0689655172413793	0.363636363636364
"Plecoptera"	3	15	"False"	"wdadn"	4	61	24	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	4	16	"False"	"wdadn"	4	61	24	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	5	17	"False"	"wdadn"	4	61	24	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	6	18	"False"	"wdadn"	4	61	24	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	7	19	"False"	"wdadn"	4	61	25	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	8	20	"False"	"wdadn"	4	61	25	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	9	21	"False"	"wdadn"	4	61	23	38	4	9	15	2	2	0.105263157894737	0.222222222222222	20	0	16	14	22	2	2	0	1	0.0689655172413793	0.363636363636364
"Plecoptera"	10	22	"False"	"wdadn"	4	61	23	38	4	9	15	2	2	0.105263157894737	0.222222222222222	20	0	16	14	22	2	2	0	1	0.0689655172413793	0.363636363636364
"Plecoptera"	11	23	"False"	"wdadn"	4	61	25	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Plecoptera"	12	24	"False"	"wdadn"	4	61	25	38	6	9	15	2	2	0.157894736842105	0.222222222222222	20	0	16	14	22	2	1	0	0.5	0.103448275862069	0.272727272727273
"Ephemeroptera"	1	13	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	2	14	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	3	15	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	4	16	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	5	17	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	6	18	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	7	19	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	8	20	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	9	21	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	10	22	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	11	23	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Ephemeroptera"	12	24	"False"	"wdadn"	4	46	2	39	1	1	1	0	0	0.0256410256410256	0	14	0	28	12	18	3	3	0	1	0.0188679245283019	0.75
"Poduromorpha"	1	13	"False"	"wdadn"	4	373	183	83	1	36	115	19	29	0.0120481927710843	0.527777777777778	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.527777777777778
"Poduromorpha"	2	14	"False"	"wdadn"	4	373	177	83	1	36	115	20	30	0.0120481927710843	0.555555555555556	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.555555555555556
"Poduromorpha"	3	15	"False"	"wdadn"	4	373	186	83	1	36	115	18	30	0.0120481927710843	0.5	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.5
"Poduromorpha"	4	16	"False"	"wdadn"	4	373	180	83	1	36	115	18	31	0.0120481927710843	0.5	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.5
"Poduromorpha"	5	17	"False"	"wdadn"	4	373	186	83	1	36	115	18	30	0.0120481927710843	0.5	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.5
"Poduromorpha"	6	18	"False"	"wdadn"	4	373	180	83	1	36	115	18	31	0.0120481927710843	0.5	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.5
"Poduromorpha"	7	19	"False"	"wdadn"	4	373	197	83	3	36	115	16	23	0.036144578313253	0.444444444444444	0	0	1	1	1	0	0	NA	NA	0.036144578313253	0.444444444444444
"Poduromorpha"	8	20	"False"	"wdadn"	4	373	191	83	3	36	115	16	23	0.036144578313253	0.444444444444444	0	0	1	1	1	0	0	NA	NA	0.036144578313253	0.444444444444444
"Poduromorpha"	9	21	"False"	"wdadn"	4	373	185	83	1	36	115	19	28	0.0120481927710843	0.527777777777778	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.527777777777778
"Poduromorpha"	10	22	"False"	"wdadn"	4	373	179	83	1	36	115	20	29	0.0120481927710843	0.555555555555556	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.555555555555556
"Poduromorpha"	11	23	"False"	"wdadn"	4	373	194	83	1	36	115	16	24	0.0120481927710843	0.444444444444444	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.444444444444444
"Poduromorpha"	12	24	"False"	"wdadn"	4	373	188	83	1	36	115	16	24	0.0120481927710843	0.444444444444444	0	0	1	1	1	0	0	NA	NA	0.0120481927710843	0.444444444444444
"Megaloptera"	1	13	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	2	14	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	3	15	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	4	16	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	5	17	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	6	18	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	7	19	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	8	20	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	9	21	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	10	22	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	11	23	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Megaloptera"	12	24	"False"	"wdadn"	4	3	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0
"Neuroptera"	1	13	"False"	"wdadn"	4	99	14	58	2	1	1	0	0	0.0344827586206897	0	28	0	7	2	4	2	1	0	0.5	0.0232558139534884	0.333333333333333
"Neuroptera"	2	14	"False"	"wdadn"	4	99	15	58	2	1	1	0	0	0.0344827586206897	0	28	0	7	2	4	2	0	0	0	0.0232558139534884	0
"Neuroptera"	3	15	"False"	"wdadn"	4	99	16	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	4	16	"False"	"wdadn"	4	99	15	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	5	17	"False"	"wdadn"	4	99	16	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	6	18	"False"	"wdadn"	4	99	15	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	7	19	"False"	"wdadn"	4	99	17	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	8	20	"False"	"wdadn"	4	99	16	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	9	21	"False"	"wdadn"	4	99	14	58	2	1	1	0	0	0.0344827586206897	0	28	0	7	2	4	2	1	0	0.5	0.0232558139534884	0.333333333333333
"Neuroptera"	10	22	"False"	"wdadn"	4	99	15	58	2	1	1	0	0	0.0344827586206897	0	28	0	7	2	4	2	0	0	0	0.0232558139534884	0
"Neuroptera"	11	23	"False"	"wdadn"	4	99	16	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Neuroptera"	12	24	"False"	"wdadn"	4	99	15	58	2	1	1	1	1	0.0344827586206897	1	28	0	7	2	4	2	0	0	0	0.0232558139534884	0.333333333333333
"Siphonaptera"	1	13	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	2	14	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	3	15	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	4	16	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	5	17	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	6	18	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	7	19	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	8	20	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	9	21	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	10	22	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	11	23	"False"	"wdadn"	4	6	1	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Siphonaptera"	12	24	"False"	"wdadn"	4	6	0	3	0	0	0	0	0	0	NA	1	0	3	1	1	0	0	0	NA	0	NA
"Blattodea"	1	13	"False"	"wdadn"	4	36	29	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	2	14	"False"	"wdadn"	4	36	29	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	3	15	"False"	"wdadn"	4	36	30	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	4	16	"False"	"wdadn"	4	36	30	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	5	17	"False"	"wdadn"	4	36	30	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	6	18	"False"	"wdadn"	4	36	30	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	7	19	"False"	"wdadn"	4	36	32	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	8	20	"False"	"wdadn"	4	36	32	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	9	21	"False"	"wdadn"	4	36	29	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	10	22	"False"	"wdadn"	4	36	29	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	11	23	"False"	"wdadn"	4	36	32	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Blattodea"	12	24	"False"	"wdadn"	4	36	32	5	2	2	18	0	0	0.4	0	0	0	0	0	0	0	0	NA	NA	0.4	0
"Zygentoma"	1	13	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	2	14	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	3	15	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	4	16	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	5	17	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	6	18	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	7	19	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	8	20	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	9	21	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	10	22	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	11	23	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Zygentoma"	12	24	"False"	"wdadn"	4	6	4	1	0	1	5	1	1	0	1	0	0	3	1	6	0	0	NA	NA	0	1
"Orthoptera"	1	13	"False"	"wdadn"	4	1019	909	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	2	14	"False"	"wdadn"	4	1019	910	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	3	15	"False"	"wdadn"	4	1019	907	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	53	NA	0.0700132100396301	0.269230769230769	0.0716145833333333
"Orthoptera"	4	16	"False"	"wdadn"	4	1019	906	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	54	NA	0.071334214002642	0.269230769230769	0.0729166666666667
"Orthoptera"	5	17	"False"	"wdadn"	4	1019	908	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	53	NA	0.0700132100396301	0.269230769230769	0.0716145833333333
"Orthoptera"	6	18	"False"	"wdadn"	4	1019	907	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	54	NA	0.071334214002642	0.269230769230769	0.0729166666666667
"Orthoptera"	7	19	"False"	"wdadn"	4	1019	914	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	8	20	"False"	"wdadn"	4	1019	914	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	9	21	"False"	"wdadn"	4	1019	909	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	10	22	"False"	"wdadn"	4	1019	910	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	11	23	"False"	"wdadn"	4	1019	912	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Orthoptera"	12	24	"False"	"wdadn"	4	1019	912	26	7	11	45	2	2	0.269230769230769	0.181818181818182	0	0	39	20	817	757	52	NA	0.0686922060766182	0.269230769230769	0.0703125
"Dermaptera"	1	13	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	2	14	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	3	15	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	4	16	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	5	17	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	6	18	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	7	19	"False"	"wdadn"	4	9	2	5	1	0	0	0	0	0.2	NA	0	0	4	3	6	1	0	NA	0	0.2	NA
"Dermaptera"	8	20	"False"	"wdadn"	4	9	2	5	1	0	0	0	0	0.2	NA	0	0	4	3	6	1	0	NA	0	0.2	NA
"Dermaptera"	9	21	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	10	22	"False"	"wdadn"	4	9	1	5	0	0	0	0	0	0	NA	0	0	4	3	6	1	1	NA	1	0	NA
"Dermaptera"	11	23	"False"	"wdadn"	4	9	2	5	1	0	0	0	0	0.2	NA	0	0	4	3	6	1	0	NA	0	0.2	NA
"Dermaptera"	12	24	"False"	"wdadn"	4	9	2	5	1	0	0	0	0	0.2	NA	0	0	4	3	6	1	0	NA	0	0.2	NA
"Psocoptera"	1	13	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	2	14	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	3	15	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	4	16	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	5	17	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	6	18	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	7	19	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	8	20	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	9	21	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	10	22	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	11	23	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Psocoptera"	12	24	"False"	"wdadn"	4	32	1	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	1	13	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	2	14	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	3	15	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	4	16	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	5	17	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	6	18	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	7	19	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	8	20	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	9	21	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	10	22	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	11	23	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Archaeognatha"	12	24	"False"	"wdadn"	4	8	7	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	NA	NA	NA	NA
"Neelipleona"	1	13	"False"	"wdadn"	4	19	3	9	0	6	9	5	6	0	0.833333333333333	0	0	2	1	15	12	10	NA	0.833333333333333	0	0.833333333333333
"Neelipleona"	2	14	"False"	"wdadn"	4	19	3	9	0	6	9	5	6	0	0.833333333333333	0	0	2	1	15	12	10	NA	0.833333333333333	0	0.833333333333333
"Neelipleona"	3	15	"False"	"wdadn"	4	19	4	9	0	6	9	4	5	0	0.666666666666667	0	0	2	1	15	12	9	NA	0.75	0	0.722222222222222
"Neelipleona"	4	16	"False"	"wdadn"	4	19	4	9	0	6	9	4	5	0	0.666666666666667	0	0	2	1	15	12	9	NA	0.75	0	0.722222222222222
"Neelipleona"	5	17	"False"	"wdadn"	4	19	4	9	0	6	9	4	5	0	0.666666666666667	0	0	2	1	15	12	9	NA	0.75	0	0.722222222222222
"Neelipleona"	6	18	"False"	"wdadn"	4	19	4	9	0	6	9	4	5	0	0.666666666666667	0	0	2	1	15	12	9	NA	0.75	0	0.722222222222222
"Neelipleona"	7	19	"False"	"wdadn"	4	19	6	9	0	6	9	3	4	0	0.5	0	0	2	1	15	12	8	NA	0.666666666666667	0	0.611111111111111
