taxon	run	min_match	min_overlap	read_ratio_type	max_read_ratio	require_corr	clusters	removed_clusters	unique_bins	removed_uniques	duplicate_bins	duplicate_bin_records	remaining_dups	remaining_dup_records	false_pos	false_neg	finbol_clusters	removed_finbol_clusters	spp_in_known	found_spp_in_known	clusters_in_known	spurious	remaining_spurious	false_pos_finbol	false_neg_spurious	false_pos_comb	false_neg_comb	count_type
Coleoptera	24	84	0.9	mean	0.8	False	2663	698	1675	51	184	401	20	135	0.0304477611940299	0.108695652173913	738	5	620	253	404	70	40	0.0067750677506775	0.571428571428571	0.0232076253626191	0.236220472440945	raw
Coleoptera	25	84	0.9	max	0.1	True	2663	543	1675	30	184	401	65	193	0.017910447761194	0.353260869565217	738	1	620	253	404	70	46	0.0013550135501355	0.657142857142857	0.0128470783257356	0.437007874015748	raw
Coleoptera	26	84	0.9	mean	0.1	True	2663	554	1675	30	184	401	62	189	0.017910447761194	0.33695652173913	738	1	620	253	404	70	46	0.0013550135501355	0.657142857142857	0.0128470783257356	0.425196850393701	raw
Coleoptera	27	84	0.9	max	0.5	True	2663	611	1675	43	184	401	47	166	0.0256716417910448	0.255434782608696	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0190634065478657	0.362204724409449	raw
Coleoptera	28	84	0.9	mean	0.5	True	2663	613	1675	43	184	401	45	164	0.0256716417910448	0.244565217391304	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0190634065478657	0.354330708661417	raw
Coleoptera	29	84	0.9	max	0.8	True	2663	623	1675	44	184	401	45	161	0.0262686567164179	0.244565217391304	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0194778284293411	0.354330708661417	raw
Coleoptera	30	84	0.9	mean	0.8	True	2663	626	1675	44	184	401	43	159	0.0262686567164179	0.233695652173913	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0194778284293411	0.346456692913386	raw
Coleoptera	31	84	0.9	max	1.0	True	2663	628	1675	45	184	401	44	159	0.026865671641791	0.239130434782609	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0198922503108164	0.350393700787402	raw
Coleoptera	32	84	0.9	mean	1.0	True	2663	631	1675	46	184	401	43	158	0.0274626865671642	0.233695652173913	738	3	620	253	404	70	45	0.0040650406504065	0.642857142857143	0.0203066721922918	0.346456692913386	raw
Coleoptera	33	84	0.99	max	0.1	True	2663	525	1675	27	184	401	70	201	0.0161194029850746	0.380434782608696	738	1	620	253	404	70	47	0.0013550135501355	0.671428571428571	0.0116038126813096	0.460629921259843	raw
Coleoptera	34	84	0.95	max	0.05	True	2663	477	1675	21	184	401	88	225	0.0125373134328358	0.478260869565217	738	0	620	253	404	70	47	0.0	0.671428571428571	0.0087028595109821	0.531496062992126	raw
Coleoptera	35	84	0.9	max	0.1	True	2663	543	1675	30	184	401	65	193	0.017910447761194	0.353260869565217	738	1	620	253	404	70	46	0.0013550135501355	0.657142857142857	0.0128470783257356	0.437007874015748	raw
Coleoptera	36	84	0.9	max	0.05	True	2663	485	1675	24	184	401	84	221	0.0143283582089552	0.456521739130435	738	0	620	253	404	70	47	0.0	0.671428571428571	0.0099461251554082	0.515748031496063	raw
Coleoptera	37	90	0.95	max	0.1	True	2663	464	1675	21	184	401	71	200	0.0125373134328358	0.385869565217391	738	1	620	253	404	70	49	0.0013550135501355	0.7	0.0091172813924575	0.47244094488189	raw
Coleoptera	38	95	0.95	max	0.1	True	2663	120	1675	9	184	401	134	322	0.0053731343283582	0.728260869565217	738	1	620	253	404	70	67	0.0013550135501355	0.957142857142857	0.0041442188147534	0.791338582677165	raw
Coleoptera	39	84	0.99	mean	0.1	True	2663	536	1675	27	184	401	67	197	0.0161194029850746	0.364130434782609	738	1	620	253	404	70	47	0.0013550135501355	0.671428571428571	0.0116038126813096	0.448818897637795	raw
Coleoptera	40	84	0.95	mean	0.05	True	2663	494	1675	22	184	401	84	220	0.013134328358209	0.456521739130435	738	0	620	253	404	70	46	0.0	0.657142857142857	0.0091172813924575	0.511811023622047	raw
Coleoptera	41	84	0.9	mean	0.1	True	2663	554	1675	30	184	401	62	189	0.017910447761194	0.33695652173913	738	1	620	253	404	70	46	0.0013550135501355	0.657142857142857	0.0128470783257356	0.425196850393701	raw
Coleoptera	42	84	0.9	mean	0.05	True	2663	502	1675	25	184	401	80	216	0.0149253731343284	0.434782608695652	738	0	620	253	404	70	46	0.0	0.657142857142857	0.0103605470368835	0.496062992125984	raw
Coleoptera	43	90	0.95	mean	0.1	True	2663	475	1675	21	184	401	68	196	0.0125373134328358	0.369565217391304	738	1	620	253	404	70	49	0.0013550135501355	0.7	0.0091172813924575	0.460629921259843	raw
Coleoptera	44	95	0.95	mean	0.1	True	2663	126	1675	9	184	401	132	320	0.0053731343283582	0.717391304347826	738	1	620	253	404	70	67	0.0013550135501355	0.957142857142857	0.0041442188147534	0.783464566929134	raw
Psocodea	1	84	0.9	max	1.0	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	2	84	0.9	mean	1.0	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	3	84	0.95	max	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	4	84	0.95	max	0.1	False	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	5	84	0.95	max	0.8	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	6	84	0.95	max	0.8	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	7	84	0.95	mean	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	8	84	0.95	mean	0.1	False	117	24	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	9	84	0.95	mean	0.8	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	10	84	0.95	mean	0.8	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	11	84	0.95	max	1.0	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	12	84	0.95	mean	1.0	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	13	84	0.95	max	1.0	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	14	84	0.95	mean	1.0	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	15	84	0.95	max	0.5	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	16	84	0.95	mean	0.5	True	117	22	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	17	84	0.95	max	0.5	False	117	24	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	18	84	0.95	mean	0.5	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	19	84	0.9	max	0.1	False	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	20	84	0.9	mean	0.1	False	117	24	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	21	84	0.9	max	0.5	False	117	24	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	22	84	0.9	mean	0.5	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	23	84	0.9	max	0.8	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	24	84	0.9	mean	0.8	False	117	25	65	2	10	14	7	7	0.0307692307692308	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0186915887850467	0.764705882352941	raw
Psocodea	25	84	0.9	max	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	26	84	0.9	mean	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	27	84	0.9	max	0.5	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	28	84	0.9	mean	0.5	True	117	22	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	29	84	0.9	max	0.8	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	30	84	0.9	mean	0.8	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	31	84	0.9	max	1.0	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	32	84	0.9	mean	1.0	True	117	23	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	33	84	0.99	max	0.1	True	117	20	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	34	84	0.95	max	0.05	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	35	84	0.9	max	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	36	84	0.9	max	0.05	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	37	90	0.95	max	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	38	95	0.95	max	0.1	True	117	6	65	0	10	14	9	12	0.0	0.9	42	0	35	21	69	7	7	0.0	1.0	0.0	0.941176470588235	raw
Psocodea	39	84	0.99	mean	0.1	True	117	20	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	40	84	0.95	mean	0.05	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	41	84	0.9	mean	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	42	84	0.9	mean	0.05	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	43	90	0.95	mean	0.1	True	117	21	65	1	10	14	7	7	0.0153846153846154	0.7	42	0	35	21	69	7	6	0.0	0.857142857142857	0.0093457943925233	0.764705882352941	raw
Psocodea	44	95	0.95	mean	0.1	True	117	6	65	0	10	14	9	12	0.0	0.9	42	0	35	21	69	7	7	0.0	1.0	0.0	0.941176470588235	raw
Lepidoptera	1	84	0.9	max	1.0	False	1755	196	1534	44	36	61	7	15	0.0286831812255541	0.194444444444444	1203	21	670	333	414	69	61	0.0174563591022444	0.884057971014493	0.0237486298867373	0.647619047619048	raw
Lepidoptera	2	84	0.9	mean	1.0	False	1755	203	1534	50	36	61	7	15	0.0325945241199478	0.194444444444444	1203	25	670	333	414	69	61	0.0207813798836243	0.884057971014493	0.0274022652539277	0.647619047619048	raw
Lepidoptera	3	84	0.95	max	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	4	84	0.95	max	0.1	False	1755	155	1534	12	36	61	9	17	0.0078226857887874	0.25	1203	5	670	333	414	69	63	0.0041562759767248	0.91304347826087	0.0062111801242236	0.685714285714286	raw
Lepidoptera	5	84	0.95	max	0.8	True	1755	170	1534	39	36	61	14	23	0.0254237288135593	0.388888888888889	1203	20	670	333	414	69	64	0.0166251039068994	0.927536231884058	0.0215564486664231	0.742857142857143	raw
Lepidoptera	6	84	0.95	max	0.8	False	1755	194	1534	42	36	61	7	15	0.0273794002607562	0.194444444444444	1203	19	670	333	414	69	61	0.0157938487115544	0.884057971014493	0.0222871757398612	0.647619047619048	raw
Lepidoptera	7	84	0.95	mean	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	8	84	0.95	mean	0.1	False	1755	164	1534	14	36	61	9	17	0.0091264667535854	0.25	1203	5	670	333	414	69	63	0.0041562759767248	0.91304347826087	0.0069419071976616	0.685714285714286	raw
Lepidoptera	9	84	0.95	mean	0.8	True	1755	173	1534	42	36	61	14	23	0.0273794002607562	0.388888888888889	1203	23	670	333	414	69	64	0.0191188694929343	0.927536231884058	0.0237486298867373	0.742857142857143	raw
Lepidoptera	10	84	0.95	mean	0.8	False	1755	200	1534	47	36	61	7	15	0.030638852672751	0.194444444444444	1203	23	670	333	414	69	61	0.0191188694929343	0.884057971014493	0.0255754475703325	0.647619047619048	raw
Lepidoptera	11	84	0.95	max	1.0	False	1755	196	1534	44	36	61	7	15	0.0286831812255541	0.194444444444444	1203	21	670	333	414	69	61	0.0174563591022444	0.884057971014493	0.0237486298867373	0.647619047619048	raw
Lepidoptera	12	84	0.95	mean	1.0	False	1755	203	1534	50	36	61	7	15	0.0325945241199478	0.194444444444444	1203	25	670	333	414	69	61	0.0207813798836243	0.884057971014493	0.0274022652539277	0.647619047619048	raw
Lepidoptera	13	84	0.95	max	1.0	True	1755	172	1534	41	36	61	14	23	0.0267275097783572	0.388888888888889	1203	22	670	333	414	69	64	0.0182876142975894	0.927536231884058	0.0230179028132992	0.742857142857143	raw
Lepidoptera	14	84	0.95	mean	1.0	True	1755	175	1534	44	36	61	14	23	0.0286831812255541	0.388888888888889	1203	24	670	333	414	69	64	0.0199501246882793	0.927536231884058	0.0248447204968944	0.742857142857143	raw
Lepidoptera	15	84	0.95	max	0.5	True	1755	162	1534	32	36	61	15	24	0.0208604954367666	0.416666666666667	1203	18	670	333	414	69	64	0.0149625935162095	0.927536231884058	0.0182681768359518	0.752380952380952	raw
Lepidoptera	16	84	0.95	mean	0.5	True	1755	164	1534	34	36	61	15	24	0.0221642764015645	0.416666666666667	1203	18	670	333	414	69	64	0.0149625935162095	0.927536231884058	0.0189989039093898	0.752380952380952	raw
Lepidoptera	17	84	0.95	max	0.5	False	1755	185	1534	34	36	61	8	16	0.0221642764015645	0.222222222222222	1203	17	670	333	414	69	61	0.0141313383208645	0.884057971014493	0.0186335403726708	0.657142857142857	raw
Lepidoptera	18	84	0.95	mean	0.5	False	1755	190	1534	38	36	61	8	16	0.0247718383311604	0.222222222222222	1203	17	670	333	414	69	61	0.0141313383208645	0.884057971014493	0.0200949945195469	0.657142857142857	raw
Lepidoptera	19	84	0.9	max	0.1	False	1755	155	1534	12	36	61	9	17	0.0078226857887874	0.25	1203	5	670	333	414	69	63	0.0041562759767248	0.91304347826087	0.0062111801242236	0.685714285714286	raw
Lepidoptera	20	84	0.9	mean	0.1	False	1755	164	1534	14	36	61	9	17	0.0091264667535854	0.25	1203	5	670	333	414	69	63	0.0041562759767248	0.91304347826087	0.0069419071976616	0.685714285714286	raw
Lepidoptera	21	84	0.9	max	0.5	False	1755	185	1534	34	36	61	8	16	0.0221642764015645	0.222222222222222	1203	17	670	333	414	69	61	0.0141313383208645	0.884057971014493	0.0186335403726708	0.657142857142857	raw
Lepidoptera	22	84	0.9	mean	0.5	False	1755	190	1534	38	36	61	8	16	0.0247718383311604	0.222222222222222	1203	17	670	333	414	69	61	0.0141313383208645	0.884057971014493	0.0200949945195469	0.657142857142857	raw
Lepidoptera	23	84	0.9	max	0.8	False	1755	194	1534	42	36	61	7	15	0.0273794002607562	0.194444444444444	1203	19	670	333	414	69	61	0.0157938487115544	0.884057971014493	0.0222871757398612	0.647619047619048	raw
Lepidoptera	24	84	0.9	mean	0.8	False	1755	200	1534	47	36	61	7	15	0.030638852672751	0.194444444444444	1203	23	670	333	414	69	61	0.0191188694929343	0.884057971014493	0.0255754475703325	0.647619047619048	raw
Lepidoptera	25	84	0.9	max	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	26	84	0.9	mean	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	27	84	0.9	max	0.5	True	1755	162	1534	32	36	61	15	24	0.0208604954367666	0.416666666666667	1203	18	670	333	414	69	64	0.0149625935162095	0.927536231884058	0.0182681768359518	0.752380952380952	raw
Lepidoptera	28	84	0.9	mean	0.5	True	1755	164	1534	34	36	61	15	24	0.0221642764015645	0.416666666666667	1203	18	670	333	414	69	64	0.0149625935162095	0.927536231884058	0.0189989039093898	0.752380952380952	raw
Lepidoptera	29	84	0.9	max	0.8	True	1755	170	1534	39	36	61	14	23	0.0254237288135593	0.388888888888889	1203	20	670	333	414	69	64	0.0166251039068994	0.927536231884058	0.0215564486664231	0.742857142857143	raw
Lepidoptera	30	84	0.9	mean	0.8	True	1755	173	1534	42	36	61	14	23	0.0273794002607562	0.388888888888889	1203	23	670	333	414	69	64	0.0191188694929343	0.927536231884058	0.0237486298867373	0.742857142857143	raw
Lepidoptera	31	84	0.9	max	1.0	True	1755	172	1534	41	36	61	14	23	0.0267275097783572	0.388888888888889	1203	22	670	333	414	69	64	0.0182876142975894	0.927536231884058	0.0230179028132992	0.742857142857143	raw
Lepidoptera	32	84	0.9	mean	1.0	True	1755	175	1534	44	36	61	14	23	0.0286831812255541	0.388888888888889	1203	24	670	333	414	69	64	0.0199501246882793	0.927536231884058	0.0248447204968944	0.742857142857143	raw
Lepidoptera	33	84	0.99	max	0.1	True	1755	139	1534	11	36	61	16	25	0.0071707953063885	0.444444444444444	1203	5	670	333	414	69	66	0.0041562759767248	0.956521739130435	0.0058458165875045	0.780952380952381	raw
Lepidoptera	34	84	0.95	max	0.05	True	1755	132	1534	10	36	61	18	28	0.0065189048239895	0.5	1203	4	670	333	414	69	67	0.0033250207813798	0.971014492753623	0.0051150895140665	0.80952380952381	raw
Lepidoptera	35	84	0.9	max	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	36	84	0.9	max	0.05	True	1755	132	1534	10	36	61	18	28	0.0065189048239895	0.5	1203	4	670	333	414	69	67	0.0033250207813798	0.971014492753623	0.0051150895140665	0.80952380952381	raw
Lepidoptera	37	90	0.95	max	0.1	True	1755	133	1534	9	36	61	16	26	0.0058670143415906	0.444444444444444	1203	4	670	333	414	69	66	0.0033250207813798	0.956521739130435	0.0047497259773474	0.780952380952381	raw
Lepidoptera	38	95	0.95	max	0.1	True	1755	64	1534	6	36	61	23	42	0.0039113428943937	0.638888888888889	1203	2	670	333	414	69	68	0.0016625103906899	0.985507246376812	0.0029229082937522	0.866666666666667	raw
Lepidoptera	39	84	0.99	mean	0.1	True	1755	139	1534	11	36	61	16	25	0.0071707953063885	0.444444444444444	1203	5	670	333	414	69	66	0.0041562759767248	0.956521739130435	0.0058458165875045	0.780952380952381	raw
Lepidoptera	40	84	0.95	mean	0.05	True	1755	134	1534	10	36	61	17	27	0.0065189048239895	0.472222222222222	1203	4	670	333	414	69	66	0.0033250207813798	0.956521739130435	0.0051150895140665	0.79047619047619	raw
Lepidoptera	41	84	0.9	mean	0.1	True	1755	140	1534	12	36	61	16	25	0.0078226857887874	0.444444444444444	1203	6	670	333	414	69	66	0.0049875311720698	0.956521739130435	0.0065765436609426	0.780952380952381	raw
Lepidoptera	42	84	0.9	mean	0.05	True	1755	134	1534	10	36	61	17	27	0.0065189048239895	0.472222222222222	1203	4	670	333	414	69	66	0.0033250207813798	0.956521739130435	0.0051150895140665	0.79047619047619	raw
Lepidoptera	43	90	0.95	mean	0.1	True	1755	133	1534	9	36	61	16	26	0.0058670143415906	0.444444444444444	1203	4	670	333	414	69	66	0.0033250207813798	0.956521739130435	0.0047497259773474	0.780952380952381	raw
Lepidoptera	44	95	0.95	mean	0.1	True	1755	64	1534	6	36	61	23	42	0.0039113428943937	0.638888888888889	1203	2	670	333	414	69	68	0.0016625103906899	0.985507246376812	0.0029229082937522	0.866666666666667	raw
Strepsiptera	1	84	0.9	max	1.0	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	2	84	0.9	mean	1.0	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	3	84	0.95	max	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	4	84	0.95	max	0.1	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	5	84	0.95	max	0.8	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	6	84	0.95	max	0.8	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	7	84	0.95	mean	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	8	84	0.95	mean	0.1	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	9	84	0.95	mean	0.8	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	10	84	0.95	mean	0.8	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	11	84	0.95	max	1.0	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	12	84	0.95	mean	1.0	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	13	84	0.95	max	1.0	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	14	84	0.95	mean	1.0	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	15	84	0.95	max	0.5	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	16	84	0.95	mean	0.5	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	17	84	0.95	max	0.5	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	18	84	0.95	mean	0.5	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	19	84	0.9	max	0.1	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	20	84	0.9	mean	0.1	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	21	84	0.9	max	0.5	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	22	84	0.9	mean	0.5	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	23	84	0.9	max	0.8	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	24	84	0.9	mean	0.8	False	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	25	84	0.9	max	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	26	84	0.9	mean	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	27	84	0.9	max	0.5	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	28	84	0.9	mean	0.5	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	29	84	0.9	max	0.8	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	30	84	0.9	mean	0.8	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	31	84	0.9	max	1.0	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	32	84	0.9	mean	1.0	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	33	84	0.99	max	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	34	84	0.95	max	0.05	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	35	84	0.9	max	0.1	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
Strepsiptera	36	84	0.9	max	0.05	True	9	0	7	0	0	0	0	0	0.0		0	0	2	3	3	0	0			0.0		raw
