"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Symphypleona"	11	84	0.95	"max"	1	FALSE	239	100	70	6	24	8	0.0857142857142857	0.333333333333333
"Symphypleona"	12	84	0.95	"mean"	1	FALSE	239	109	70	8	24	7	0.114285714285714	0.291666666666667
"Trichoptera"	11	84	0.95	"max"	1	FALSE	470	36	157	2	5	0	0.0127388535031847	0
"Trichoptera"	12	84	0.95	"mean"	1	FALSE	470	38	157	3	5	0	0.0191082802547771	0
"Mecoptera"	11	84	0.95	"max"	1	FALSE	10	4	5	1	0	0	0.2	NA
"Mecoptera"	12	84	0.95	"mean"	1	FALSE	10	4	5	1	0	0	0.2	NA
"Raphidioptera"	11	84	0.95	"max"	1	FALSE	5	0	3	0	0	0	0	NA
"Raphidioptera"	12	84	0.95	"mean"	1	FALSE	5	0	3	0	0	0	0	NA
"Thysanoptera"	11	84	0.95	"max"	1	FALSE	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	12	84	0.95	"mean"	1	FALSE	80	1	57	0	3	2	0	0.666666666666667
"Psocoptera"	11	84	0.95	"max"	1	FALSE	26	1	0	0	0	0	NA	NA
"Psocoptera"	12	84	0.95	"mean"	1	FALSE	26	1	0	0	0	0	NA	NA
"Neuroptera"	11	84	0.95	"max"	1	FALSE	159	22	58	3	4	1	0.0517241379310345	0.25
"Neuroptera"	12	84	0.95	"mean"	1	FALSE	159	23	58	3	4	0	0.0517241379310345	0
"Ephemeroptera"	11	84	0.95	"max"	1	FALSE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	12	84	0.95	"mean"	1	FALSE	51	3	39	1	2	0	0.0256410256410256	0
"Odonata"	11	84	0.95	"max"	1	FALSE	136	17	20	1	3	0	0.05	0
"Odonata"	12	84	0.95	"mean"	1	FALSE	136	17	20	1	3	0	0.05	0
"Megaloptera"	11	84	0.95	"max"	1	FALSE	4	2	1	0	1	0	0	0
"Megaloptera"	12	84	0.95	"mean"	1	FALSE	4	2	1	0	1	0	0	0
"Poduromorpha"	11	84	0.95	"max"	1	FALSE	432	222	86	6	40	14	0.0697674418604651	0.35
"Poduromorpha"	12	84	0.95	"mean"	1	FALSE	432	236	86	7	40	14	0.0813953488372093	0.35
"Strepsiptera"	11	84	0.95	"max"	1	FALSE	8	0	7	0	0	0	0	NA
"Strepsiptera"	12	84	0.95	"mean"	1	FALSE	8	0	7	0	0	0	0	NA
"Siphonaptera"	11	84	0.95	"max"	1	FALSE	13	1	3	0	0	0	0	NA
"Siphonaptera"	12	84	0.95	"mean"	1	FALSE	13	1	3	0	0	0	0	NA
"Zygentoma"	11	84	0.95	"max"	1	FALSE	14	10	1	0	1	0	0	0
"Zygentoma"	12	84	0.95	"mean"	1	FALSE	14	10	1	0	1	0	0	0
"Neelipleona"	11	84	0.95	"max"	1	FALSE	22	8	9	0	7	3	0	0.428571428571429
"Neelipleona"	12	84	0.95	"mean"	1	FALSE	22	8	9	0	7	3	0	0.428571428571429
"Zoraptera"	11	84	0.95	"max"	1	FALSE	7	0	0	0	0	0	NA	NA
"Zoraptera"	12	84	0.95	"mean"	1	FALSE	7	0	0	0	0	0	NA	NA
"Phthiraptera"	11	84	0.95	"max"	1	FALSE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	12	84	0.95	"mean"	1	FALSE	3	0	0	0	0	0	NA	NA
"Diplura"	11	84	0.95	"max"	1	FALSE	12	9	3	0	2	0	0	0
"Diplura"	12	84	0.95	"mean"	1	FALSE	12	9	3	0	2	0	0	0
"Archaeognatha"	11	84	0.95	"max"	1	FALSE	11	10	0	0	0	0	NA	NA
"Archaeognatha"	12	84	0.95	"mean"	1	FALSE	11	10	0	0	0	0	NA	NA
"Phasmatodea"	11	84	0.95	"max"	1	FALSE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	12	84	0.95	"mean"	1	FALSE	1	0	0	0	0	0	NA	NA
"Mantodea"	11	84	0.95	"max"	1	FALSE	1	0	0	0	0	0	NA	NA
"Mantodea"	12	84	0.95	"mean"	1	FALSE	1	0	0	0	0	0	NA	NA
"Hexapoda"	11	84	0.95	"max"	1	FALSE	47045	12219	18770	710	2091	631	0.0378263185935003	0.301769488283118
"Hexapoda"	12	84	0.95	"mean"	1	FALSE	47045	12733	18770	801	2091	577	0.0426744805540757	0.275944524151124
