"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Symphypleona"	13	84	0.95	"max"	1	TRUE	-1	-1	70	6	24	11	0.0857142857142857	0.458333333333333
"Symphypleona"	14	84	0.95	"mean"	1	TRUE	-1	-1	70	7	24	11	0.1	0.458333333333333
"Trichoptera"	13	84	0.95	"max"	1	TRUE	-1	-1	157	3	5	0	0.0191082802547771	0
"Trichoptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	157	3	5	0	0.0191082802547771	0
"Mecoptera"	13	84	0.95	"max"	1	TRUE	-1	-1	5	0	0	0	0	NA
"Mecoptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	5	0	0	0	0	NA
"Raphidioptera"	13	84	0.95	"max"	1	TRUE	-1	-1	3	0	0	0	0	NA
"Raphidioptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	3	0	0	0	0	NA
"Thysanoptera"	13	84	0.95	"max"	1	TRUE	-1	-1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	57	0	3	2	0	0.666666666666667
"Psocoptera"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Psocoptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Neuroptera"	13	84	0.95	"max"	1	TRUE	-1	-1	58	3	4	1	0.0517241379310345	0.25
"Neuroptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	58	3	4	1	0.0517241379310345	0.25
"Ephemeroptera"	13	84	0.95	"max"	1	TRUE	-1	-1	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	39	1	2	0	0.0256410256410256	0
"Odonata"	13	84	0.95	"max"	1	TRUE	-1	-1	20	1	3	1	0.05	0.333333333333333
"Odonata"	14	84	0.95	"mean"	1	TRUE	-1	-1	20	1	3	1	0.05	0.333333333333333
"Megaloptera"	13	84	0.95	"max"	1	TRUE	-1	-1	1	0	1	0	0	0
"Megaloptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	1	0	1	0	0	0
"Poduromorpha"	13	84	0.95	"max"	1	TRUE	-1	-1	86	6	40	19	0.0697674418604651	0.475
"Poduromorpha"	14	84	0.95	"mean"	1	TRUE	-1	-1	86	7	40	19	0.0813953488372093	0.475
"Strepsiptera"	13	84	0.95	"max"	1	TRUE	-1	-1	7	0	0	0	0	NA
"Strepsiptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	7	0	0	0	0	NA
"Siphonaptera"	13	84	0.95	"max"	1	TRUE	-1	-1	3	0	0	0	0	NA
"Siphonaptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	3	0	0	0	0	NA
"Zygentoma"	13	84	0.95	"max"	1	TRUE	-1	-1	1	0	1	0	0	0
"Zygentoma"	14	84	0.95	"mean"	1	TRUE	-1	-1	1	0	1	0	0	0
"Neelipleona"	13	84	0.95	"max"	1	TRUE	-1	-1	9	0	7	5	0	0.714285714285714
"Neelipleona"	14	84	0.95	"mean"	1	TRUE	-1	-1	9	0	7	5	0	0.714285714285714
"Zoraptera"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Zoraptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Phthiraptera"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Diplura"	13	84	0.95	"max"	1	TRUE	-1	-1	3	0	2	1	0	0.5
"Diplura"	14	84	0.95	"mean"	1	TRUE	-1	-1	3	0	2	1	0	0.5
"Archaeognatha"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Archaeognatha"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Phasmatodea"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	13	84	0.95	"max"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Mantodea"	14	84	0.95	"mean"	1	TRUE	-1	-1	0	0	0	0	NA	NA
"Hexapoda"	13	84	0.95	"max"	1	TRUE	-1	-1	18770	662	2091	810	0.0352690463505594	0.387374461979914
"Hexapoda"	14	84	0.95	"mean"	1	TRUE	-1	-1	18770	686	2091	804	0.0365476824720298	0.384505021520803
