"taxon"	"run"	"min_match"	"min_overlap"	"read_ratio_type"	"max_read_ratio"	"require_corr"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Thysanoptera"	37	90	0.95	"max"	0.1	TRUE	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	38	95	0.95	"max"	0.1	TRUE	80	1	57	0	3	2	0	0.666666666666667
"Psocoptera"	33	84	0.99	"max"	0.1	TRUE	26	0	0	0	0	0	NA	NA
"Psocoptera"	34	84	0.95	"max"	0.05	TRUE	26	0	0	0	0	0	NA	NA
"Psocoptera"	35	84	0.9	"max"	0.1	TRUE	26	0	0	0	0	0	NA	NA
"Psocoptera"	36	84	0.9	"max"	0.05	TRUE	26	0	0	0	0	0	NA	NA
"Psocoptera"	37	90	0.95	"max"	0.1	TRUE	26	0	0	0	0	0	NA	NA
"Psocoptera"	38	95	0.95	"max"	0.1	TRUE	26	0	0	0	0	0	NA	NA
"Neuroptera"	33	84	0.99	"max"	0.1	TRUE	159	14	58	1	4	2	0.0172413793103448	0.5
"Neuroptera"	34	84	0.95	"max"	0.05	TRUE	159	15	58	1	4	1	0.0172413793103448	0.25
"Neuroptera"	35	84	0.9	"max"	0.1	TRUE	159	16	58	1	4	1	0.0172413793103448	0.25
"Neuroptera"	36	84	0.9	"max"	0.05	TRUE	159	16	58	1	4	1	0.0172413793103448	0.25
"Neuroptera"	37	90	0.95	"max"	0.1	TRUE	159	12	58	0	4	1	0	0.25
"Neuroptera"	38	95	0.95	"max"	0.1	TRUE	159	7	58	0	4	1	0	0.25
"Ephemeroptera"	33	84	0.99	"max"	0.1	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	34	84	0.95	"max"	0.05	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	35	84	0.9	"max"	0.1	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	36	84	0.9	"max"	0.05	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	37	90	0.95	"max"	0.1	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	38	95	0.95	"max"	0.1	TRUE	51	3	39	1	2	0	0.0256410256410256	0
"Odonata"	33	84	0.99	"max"	0.1	TRUE	136	16	20	1	3	1	0.05	0.333333333333333
"Odonata"	34	84	0.95	"max"	0.05	TRUE	136	14	20	0	3	1	0	0.333333333333333
"Odonata"	35	84	0.9	"max"	0.1	TRUE	136	16	20	1	3	1	0.05	0.333333333333333
"Odonata"	36	84	0.9	"max"	0.05	TRUE	136	14	20	0	3	1	0	0.333333333333333
"Odonata"	37	90	0.95	"max"	0.1	TRUE	136	10	20	1	3	1	0.05	0.333333333333333
"Odonata"	38	95	0.95	"max"	0.1	TRUE	136	2	20	0	3	3	0	1
"Megaloptera"	33	84	0.99	"max"	0.1	TRUE	4	2	1	0	1	0	0	0
"Megaloptera"	34	84	0.95	"max"	0.05	TRUE	4	2	1	0	1	0	0	0
"Megaloptera"	35	84	0.9	"max"	0.1	TRUE	4	2	1	0	1	0	0	0
"Megaloptera"	36	84	0.9	"max"	0.05	TRUE	4	2	1	0	1	0	0	0
"Megaloptera"	37	90	0.95	"max"	0.1	TRUE	4	1	1	0	1	1	0	1
"Megaloptera"	38	95	0.95	"max"	0.1	TRUE	4	1	1	0	1	1	0	1
"Poduromorpha"	33	84	0.99	"max"	0.1	TRUE	432	160	86	4	40	23	0.0465116279069767	0.575
"Poduromorpha"	34	84	0.95	"max"	0.05	TRUE	432	152	86	4	40	24	0.0465116279069767	0.6
"Poduromorpha"	35	84	0.9	"max"	0.1	TRUE	432	162	86	5	40	23	0.0581395348837209	0.575
"Poduromorpha"	36	84	0.9	"max"	0.05	TRUE	432	153	86	5	40	24	0.0581395348837209	0.6
"Poduromorpha"	37	90	0.95	"max"	0.1	TRUE	432	156	86	4	40	24	0.0465116279069767	0.6
"Poduromorpha"	38	95	0.95	"max"	0.1	TRUE	432	47	86	1	40	37	0.0116279069767442	0.925
"Strepsiptera"	33	84	0.99	"max"	0.1	TRUE	8	0	7	0	0	0	0	NA
"Strepsiptera"	34	84	0.95	"max"	0.05	TRUE	8	0	7	0	0	0	0	NA
"Strepsiptera"	35	84	0.9	"max"	0.1	TRUE	8	0	7	0	0	0	0	NA
"Strepsiptera"	36	84	0.9	"max"	0.05	TRUE	8	0	7	0	0	0	0	NA
"Strepsiptera"	37	90	0.95	"max"	0.1	TRUE	8	0	7	0	0	0	0	NA
"Strepsiptera"	38	95	0.95	"max"	0.1	TRUE	8	0	7	0	0	0	0	NA
"Siphonaptera"	33	84	0.99	"max"	0.1	TRUE	13	0	3	0	0	0	0	NA
"Siphonaptera"	34	84	0.95	"max"	0.05	TRUE	13	0	3	0	0	0	0	NA
"Siphonaptera"	35	84	0.9	"max"	0.1	TRUE	13	0	3	0	0	0	0	NA
"Siphonaptera"	36	84	0.9	"max"	0.05	TRUE	13	0	3	0	0	0	0	NA
"Siphonaptera"	37	90	0.95	"max"	0.1	TRUE	13	0	3	0	0	0	0	NA
"Siphonaptera"	38	95	0.95	"max"	0.1	TRUE	13	0	3	0	0	0	0	NA
"Zygentoma"	33	84	0.99	"max"	0.1	TRUE	14	9	1	0	1	1	0	1
"Zygentoma"	34	84	0.95	"max"	0.05	TRUE	14	7	1	0	1	1	0	1
"Zygentoma"	35	84	0.9	"max"	0.1	TRUE	14	9	1	0	1	1	0	1
"Zygentoma"	36	84	0.9	"max"	0.05	TRUE	14	7	1	0	1	1	0	1
"Zygentoma"	37	90	0.95	"max"	0.1	TRUE	14	9	1	0	1	1	0	1
"Zygentoma"	38	95	0.95	"max"	0.1	TRUE	14	3	1	0	1	1	0	1
"Neelipleona"	33	84	0.99	"max"	0.1	TRUE	22	4	9	0	7	5	0	0.714285714285714
"Neelipleona"	34	84	0.95	"max"	0.05	TRUE	22	3	9	0	7	5	0	0.714285714285714
"Neelipleona"	35	84	0.9	"max"	0.1	TRUE	22	4	9	0	7	5	0	0.714285714285714
"Neelipleona"	36	84	0.9	"max"	0.05	TRUE	22	3	9	0	7	5	0	0.714285714285714
"Neelipleona"	37	90	0.95	"max"	0.1	TRUE	22	4	9	0	7	5	0	0.714285714285714
"Neelipleona"	38	95	0.95	"max"	0.1	TRUE	22	1	9	0	7	6	0	0.857142857142857
"Zoraptera"	33	84	0.99	"max"	0.1	TRUE	7	0	0	0	0	0	NA	NA
"Zoraptera"	34	84	0.95	"max"	0.05	TRUE	7	0	0	0	0	0	NA	NA
"Zoraptera"	35	84	0.9	"max"	0.1	TRUE	7	0	0	0	0	0	NA	NA
"Zoraptera"	36	84	0.9	"max"	0.05	TRUE	7	0	0	0	0	0	NA	NA
"Zoraptera"	37	90	0.95	"max"	0.1	TRUE	7	0	0	0	0	0	NA	NA
"Zoraptera"	38	95	0.95	"max"	0.1	TRUE	7	0	0	0	0	0	NA	NA
"Phthiraptera"	33	84	0.99	"max"	0.1	TRUE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	34	84	0.95	"max"	0.05	TRUE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	35	84	0.9	"max"	0.1	TRUE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	36	84	0.9	"max"	0.05	TRUE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	37	90	0.95	"max"	0.1	TRUE	3	0	0	0	0	0	NA	NA
"Phthiraptera"	38	95	0.95	"max"	0.1	TRUE	3	0	0	0	0	0	NA	NA
"Diplura"	33	84	0.99	"max"	0.1	TRUE	12	5	3	0	2	2	0	1
"Diplura"	34	84	0.95	"max"	0.05	TRUE	12	4	3	0	2	2	0	1
"Diplura"	35	84	0.9	"max"	0.1	TRUE	12	5	3	0	2	2	0	1
"Diplura"	36	84	0.9	"max"	0.05	TRUE	12	4	3	0	2	2	0	1
"Diplura"	37	90	0.95	"max"	0.1	TRUE	12	5	3	0	2	2	0	1
"Diplura"	38	95	0.95	"max"	0.1	TRUE	12	0	3	0	2	2	0	1
"Archaeognatha"	33	84	0.99	"max"	0.1	TRUE	11	10	0	0	0	0	NA	NA
"Archaeognatha"	34	84	0.95	"max"	0.05	TRUE	11	10	0	0	0	0	NA	NA
"Archaeognatha"	35	84	0.9	"max"	0.1	TRUE	11	10	0	0	0	0	NA	NA
"Archaeognatha"	36	84	0.9	"max"	0.05	TRUE	11	10	0	0	0	0	NA	NA
"Archaeognatha"	37	90	0.95	"max"	0.1	TRUE	11	8	0	0	0	0	NA	NA
"Archaeognatha"	38	95	0.95	"max"	0.1	TRUE	11	2	0	0	0	0	NA	NA
"Phasmatodea"	33	84	0.99	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	34	84	0.95	"max"	0.05	TRUE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	35	84	0.9	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	36	84	0.9	"max"	0.05	TRUE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	37	90	0.95	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Phasmatodea"	38	95	0.95	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	33	84	0.99	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	34	84	0.95	"max"	0.05	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	35	84	0.9	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	36	84	0.9	"max"	0.05	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	37	90	0.95	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Mantodea"	38	95	0.95	"max"	0.1	TRUE	1	0	0	0	0	0	NA	NA
"Hexapoda"	33	84	0.99	"max"	0.1	TRUE	47045	8363	18770	346	2091	1010	0.0184336707511987	0.483022477283596
"Hexapoda"	34	84	0.95	"max"	0.05	TRUE	47045	7491	18770	277	2091	1103	0.0147575919019712	0.527498804399809
"Hexapoda"	35	84	0.9	"max"	0.1	TRUE	47045	8678	18770	381	2091	979	0.0202983484283431	0.468197034911526
"Hexapoda"	36	84	0.9	"max"	0.05	TRUE	47045	7591	18770	290	2091	1096	0.0154501864677677	0.52415112386418
"Hexapoda"	37	90	0.95	"max"	0.1	TRUE	47045	7903	18770	297	2091	1030	0.0158231220031966	0.492587278813965
"Hexapoda"	38	95	0.95	"max"	0.1	TRUE	47045	3130	18770	107	2091	1486	0.00570058604155567	0.710664753706361
