"taxon"	"run"	"echo_run"	"require_overlap"	"dist_type"	"dist_threshold"	"clusters"	"removed_clusters"	"unique_bins"	"removed_uniques"	"duplicate_bins"	"remaining_dups"	"false_pos"	"false_neg"
"Orthoptera"	18	19	TRUE	"dadn"	1.8	1431	623	27	7	13	3	0.259259259259259	0.230769230769231
"Orthoptera"	19	20	TRUE	"wdadn"	1.1	1431	633	27	7	13	2	0.259259259259259	0.153846153846154
"Orthoptera"	20	20	TRUE	"dadn"	1.8	1431	633	27	7	13	2	0.259259259259259	0.153846153846154
"Coleoptera"	13	3	TRUE	"wdadn"	1.1	3107	733	1698	34	233	53	0.0200235571260306	0.227467811158798
"Coleoptera"	14	3	TRUE	"dadn"	1.8	3107	729	1698	34	233	51	0.0200235571260306	0.218884120171674
"Coleoptera"	15	4	TRUE	"wdadn"	1.1	3107	713	1698	38	233	70	0.022379269729093	0.300429184549356
"Coleoptera"	16	4	TRUE	"dadn"	1.8	3107	714	1698	38	233	63	0.022379269729093	0.270386266094421
"Coleoptera"	17	19	TRUE	"wdadn"	1.1	3107	714	1698	39	233	70	0.0229681978798587	0.300429184549356
"Coleoptera"	18	19	TRUE	"dadn"	1.8	3107	715	1698	39	233	63	0.0229681978798587	0.270386266094421
"Coleoptera"	19	20	TRUE	"wdadn"	1.1	3107	761	1698	41	233	48	0.0241460541813899	0.206008583690987
"Coleoptera"	20	20	TRUE	"dadn"	1.8	3107	763	1698	41	233	45	0.0241460541813899	0.1931330472103
"Entomobryomorpha"	13	3	TRUE	"wdadn"	1.1	976	554	193	23	82	30	0.119170984455959	0.365853658536585
"Entomobryomorpha"	14	3	TRUE	"dadn"	1.8	976	553	193	24	82	30	0.124352331606218	0.365853658536585
"Entomobryomorpha"	15	4	TRUE	"wdadn"	1.1	976	535	193	20	82	34	0.103626943005181	0.414634146341463
"Entomobryomorpha"	16	4	TRUE	"dadn"	1.8	976	539	193	19	82	35	0.0984455958549223	0.426829268292683
"Entomobryomorpha"	17	19	TRUE	"wdadn"	1.1	976	536	193	20	82	34	0.103626943005181	0.414634146341463
"Entomobryomorpha"	18	19	TRUE	"dadn"	1.8	976	540	193	19	82	35	0.0984455958549223	0.426829268292683
"Entomobryomorpha"	19	20	TRUE	"wdadn"	1.1	976	583	193	27	82	25	0.139896373056995	0.304878048780488
"Entomobryomorpha"	20	20	TRUE	"dadn"	1.8	976	583	193	27	82	26	0.139896373056995	0.317073170731707
"Hemiptera"	13	3	TRUE	"wdadn"	1.1	2142	495	878	28	116	25	0.0318906605922551	0.21551724137931
"Hemiptera"	14	3	TRUE	"dadn"	1.8	2142	495	878	28	116	24	0.0318906605922551	0.206896551724138
"Hemiptera"	15	4	TRUE	"wdadn"	1.1	2142	497	878	27	116	29	0.030751708428246	0.25
"Hemiptera"	16	4	TRUE	"dadn"	1.8	2142	501	878	27	116	29	0.030751708428246	0.25
"Hemiptera"	17	19	TRUE	"wdadn"	1.1	2142	500	878	27	116	28	0.030751708428246	0.241379310344828
"Hemiptera"	18	19	TRUE	"dadn"	1.8	2142	504	878	27	116	28	0.030751708428246	0.241379310344828
"Hemiptera"	19	20	TRUE	"wdadn"	1.1	2142	542	878	29	116	17	0.0330296127562642	0.146551724137931
"Hemiptera"	20	20	TRUE	"dadn"	1.8	2142	544	878	29	116	17	0.0330296127562642	0.146551724137931
"Lepidoptera"	13	3	TRUE	"wdadn"	1.1	1968	208	1587	16	47	13	0.0100819155639572	0.276595744680851
"Lepidoptera"	14	3	TRUE	"dadn"	1.8	1968	213	1587	19	47	12	0.0119722747321991	0.25531914893617
"Lepidoptera"	15	4	TRUE	"wdadn"	1.1	1968	212	1587	17	47	11	0.0107120352867045	0.234042553191489
"Lepidoptera"	16	4	TRUE	"dadn"	1.8	1968	216	1587	19	47	11	0.0119722747321991	0.234042553191489
"Lepidoptera"	17	19	TRUE	"wdadn"	1.1	1968	212	1587	17	47	11	0.0107120352867045	0.234042553191489
"Lepidoptera"	18	19	TRUE	"dadn"	1.8	1968	216	1587	19	47	11	0.0119722747321991	0.234042553191489
"Lepidoptera"	19	20	TRUE	"wdadn"	1.1	1968	216	1587	18	47	11	0.0113421550094518	0.234042553191489
"Lepidoptera"	20	20	TRUE	"dadn"	1.8	1968	217	1587	19	47	11	0.0119722747321991	0.234042553191489
"Dermaptera"	13	3	TRUE	"wdadn"	1.1	9	2	5	1	0	0	0.2	NA
"Dermaptera"	14	3	TRUE	"dadn"	1.8	9	2	5	1	0	0	0.2	NA
"Dermaptera"	15	4	TRUE	"wdadn"	1.1	9	1	5	0	0	0	0	NA
"Dermaptera"	16	4	TRUE	"dadn"	1.8	9	1	5	0	0	0	0	NA
"Dermaptera"	17	19	TRUE	"wdadn"	1.1	9	1	5	0	0	0	0	NA
"Dermaptera"	18	19	TRUE	"dadn"	1.8	9	1	5	0	0	0	0	NA
"Dermaptera"	19	20	TRUE	"wdadn"	1.1	9	2	5	1	0	0	0.2	NA
"Dermaptera"	20	20	TRUE	"dadn"	1.8	9	2	5	1	0	0	0.2	NA
"Plecoptera"	13	3	TRUE	"wdadn"	1.1	64	23	38	4	9	3	0.105263157894737	0.333333333333333
"Plecoptera"	14	3	TRUE	"dadn"	1.8	64	23	38	4	9	3	0.105263157894737	0.333333333333333
"Plecoptera"	15	4	TRUE	"wdadn"	1.1	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	16	4	TRUE	"dadn"	1.8	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	17	19	TRUE	"wdadn"	1.1	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	18	19	TRUE	"dadn"	1.8	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	19	20	TRUE	"wdadn"	1.1	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Plecoptera"	20	20	TRUE	"dadn"	1.8	64	26	38	6	9	3	0.157894736842105	0.333333333333333
"Psocodea"	13	3	TRUE	"wdadn"	1.1	131	29	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	14	3	TRUE	"dadn"	1.8	131	29	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	15	4	TRUE	"wdadn"	1.1	131	27	67	1	15	7	0.0149253731343284	0.466666666666667
"Psocodea"	16	4	TRUE	"dadn"	1.8	131	27	67	1	15	7	0.0149253731343284	0.466666666666667
"Psocodea"	17	19	TRUE	"wdadn"	1.1	131	27	67	1	15	7	0.0149253731343284	0.466666666666667
"Psocodea"	18	19	TRUE	"dadn"	1.8	131	27	67	1	15	7	0.0149253731343284	0.466666666666667
"Psocodea"	19	20	TRUE	"wdadn"	1.1	131	30	67	2	15	7	0.0298507462686567	0.466666666666667
"Psocodea"	20	20	TRUE	"dadn"	1.8	131	30	67	2	15	7	0.0298507462686567	0.466666666666667
"Symphypleona"	13	3	TRUE	"wdadn"	1.1	239	90	70	4	24	12	0.0571428571428571	0.5
"Symphypleona"	14	3	TRUE	"dadn"	1.8	239	90	70	4	24	11	0.0571428571428571	0.458333333333333
"Symphypleona"	15	4	TRUE	"wdadn"	1.1	239	91	70	5	24	9	0.0714285714285714	0.375
"Symphypleona"	16	4	TRUE	"dadn"	1.8	239	92	70	5	24	9	0.0714285714285714	0.375
"Symphypleona"	17	19	TRUE	"wdadn"	1.1	239	93	70	5	24	9	0.0714285714285714	0.375
"Symphypleona"	18	19	TRUE	"dadn"	1.8	239	94	70	5	24	9	0.0714285714285714	0.375
"Symphypleona"	19	20	TRUE	"wdadn"	1.1	239	96	70	5	24	9	0.0714285714285714	0.375
"Symphypleona"	20	20	TRUE	"dadn"	1.8	239	97	70	5	24	9	0.0714285714285714	0.375
"Trichoptera"	13	3	TRUE	"wdadn"	1.1	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	14	3	TRUE	"dadn"	1.8	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	15	4	TRUE	"wdadn"	1.1	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	16	4	TRUE	"dadn"	1.8	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	17	19	TRUE	"wdadn"	1.1	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	18	19	TRUE	"dadn"	1.8	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	19	20	TRUE	"wdadn"	1.1	470	35	157	4	5	0	0.0254777070063694	0
"Trichoptera"	20	20	TRUE	"dadn"	1.8	470	35	157	4	5	0	0.0254777070063694	0
"Mecoptera"	13	3	TRUE	"wdadn"	1.1	10	3	5	0	0	0	0	NA
"Mecoptera"	14	3	TRUE	"dadn"	1.8	10	3	5	0	0	0	0	NA
"Mecoptera"	15	4	TRUE	"wdadn"	1.1	10	4	5	1	0	0	0.2	NA
"Mecoptera"	16	4	TRUE	"dadn"	1.8	10	4	5	1	0	0	0.2	NA
"Mecoptera"	17	19	TRUE	"wdadn"	1.1	10	4	5	1	0	0	0.2	NA
"Mecoptera"	18	19	TRUE	"dadn"	1.8	10	4	5	1	0	0	0.2	NA
"Mecoptera"	19	20	TRUE	"wdadn"	1.1	10	4	5	1	0	0	0.2	NA
"Mecoptera"	20	20	TRUE	"dadn"	1.8	10	4	5	1	0	0	0.2	NA
"Raphidioptera"	13	3	TRUE	"wdadn"	1.1	5	0	3	0	0	0	0	NA
"Raphidioptera"	14	3	TRUE	"dadn"	1.8	5	0	3	0	0	0	0	NA
"Raphidioptera"	15	4	TRUE	"wdadn"	1.1	5	0	3	0	0	0	0	NA
"Raphidioptera"	16	4	TRUE	"dadn"	1.8	5	0	3	0	0	0	0	NA
"Raphidioptera"	17	19	TRUE	"wdadn"	1.1	5	0	3	0	0	0	0	NA
"Raphidioptera"	18	19	TRUE	"dadn"	1.8	5	0	3	0	0	0	0	NA
"Raphidioptera"	19	20	TRUE	"wdadn"	1.1	5	0	3	0	0	0	0	NA
"Raphidioptera"	20	20	TRUE	"dadn"	1.8	5	0	3	0	0	0	0	NA
"Thysanoptera"	13	3	TRUE	"wdadn"	1.1	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	14	3	TRUE	"dadn"	1.8	80	2	57	1	3	2	0.0175438596491228	0.666666666666667
"Thysanoptera"	15	4	TRUE	"wdadn"	1.1	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	16	4	TRUE	"dadn"	1.8	80	2	57	1	3	2	0.0175438596491228	0.666666666666667
"Thysanoptera"	17	19	TRUE	"wdadn"	1.1	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	18	19	TRUE	"dadn"	1.8	80	2	57	1	3	2	0.0175438596491228	0.666666666666667
"Thysanoptera"	19	20	TRUE	"wdadn"	1.1	80	1	57	0	3	2	0	0.666666666666667
"Thysanoptera"	20	20	TRUE	"dadn"	1.8	80	2	57	1	3	2	0.0175438596491228	0.666666666666667
"Psocoptera"	13	3	TRUE	"wdadn"	1.1	26	0	0	0	0	0	NA	NA
"Psocoptera"	14	3	TRUE	"dadn"	1.8	26	1	0	0	0	0	NA	NA
"Psocoptera"	15	4	TRUE	"wdadn"	1.1	26	1	0	0	0	0	NA	NA
"Psocoptera"	16	4	TRUE	"dadn"	1.8	26	1	0	0	0	0	NA	NA
"Psocoptera"	17	19	TRUE	"wdadn"	1.1	26	1	0	0	0	0	NA	NA
"Psocoptera"	18	19	TRUE	"dadn"	1.8	26	1	0	0	0	0	NA	NA
"Psocoptera"	19	20	TRUE	"wdadn"	1.1	26	1	0	0	0	0	NA	NA
"Psocoptera"	20	20	TRUE	"dadn"	1.8	26	1	0	0	0	0	NA	NA
"Neuroptera"	13	3	TRUE	"wdadn"	1.1	159	19	58	2	4	0	0.0344827586206897	0
"Neuroptera"	14	3	TRUE	"dadn"	1.8	159	20	58	2	4	0	0.0344827586206897	0
"Neuroptera"	15	4	TRUE	"wdadn"	1.1	159	20	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	16	4	TRUE	"dadn"	1.8	159	20	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	17	19	TRUE	"wdadn"	1.1	159	20	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	18	19	TRUE	"dadn"	1.8	159	20	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	19	20	TRUE	"wdadn"	1.1	159	21	58	2	4	1	0.0344827586206897	0.25
"Neuroptera"	20	20	TRUE	"dadn"	1.8	159	21	58	2	4	1	0.0344827586206897	0.25
"Ephemeroptera"	13	3	TRUE	"wdadn"	1.1	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	14	3	TRUE	"dadn"	1.8	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	15	4	TRUE	"wdadn"	1.1	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	16	4	TRUE	"dadn"	1.8	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	17	19	TRUE	"wdadn"	1.1	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	18	19	TRUE	"dadn"	1.8	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	19	20	TRUE	"wdadn"	1.1	51	3	39	1	2	0	0.0256410256410256	0
"Ephemeroptera"	20	20	TRUE	"dadn"	1.8	51	3	39	1	2	0	0.0256410256410256	0
"Odonata"	13	3	TRUE	"wdadn"	1.1	136	16	20	1	3	1	0.05	0.333333333333333
"Odonata"	14	3	TRUE	"dadn"	1.8	136	16	20	1	3	1	0.05	0.333333333333333
"Odonata"	15	4	TRUE	"wdadn"	1.1	136	17	20	1	3	0	0.05	0
"Odonata"	16	4	TRUE	"dadn"	1.8	136	17	20	1	3	0	0.05	0
"Odonata"	17	19	TRUE	"wdadn"	1.1	136	17	20	1	3	0	0.05	0
"Odonata"	18	19	TRUE	"dadn"	1.8	136	17	20	1	3	0	0.05	0
"Odonata"	19	20	TRUE	"wdadn"	1.1	136	17	20	1	3	0	0.05	0
"Odonata"	20	20	TRUE	"dadn"	1.8	136	17	20	1	3	0	0.05	0
"Megaloptera"	13	3	TRUE	"wdadn"	1.1	4	2	1	0	1	0	0	0
"Megaloptera"	14	3	TRUE	"dadn"	1.8	4	2	1	0	1	0	0	0
"Megaloptera"	15	4	TRUE	"wdadn"	1.1	4	2	1	0	1	0	0	0
"Megaloptera"	16	4	TRUE	"dadn"	1.8	4	2	1	0	1	0	0	0
"Megaloptera"	17	19	TRUE	"wdadn"	1.1	4	2	1	0	1	0	0	0
"Megaloptera"	18	19	TRUE	"dadn"	1.8	4	2	1	0	1	0	0	0
"Megaloptera"	19	20	TRUE	"wdadn"	1.1	4	2	1	0	1	0	0	0
"Megaloptera"	20	20	TRUE	"dadn"	1.8	4	2	1	0	1	0	0	0
"Poduromorpha"	13	3	TRUE	"wdadn"	1.1	432	200	86	4	40	20	0.0465116279069767	0.5
"Poduromorpha"	14	3	TRUE	"dadn"	1.8	432	196	86	4	40	21	0.0465116279069767	0.525
"Poduromorpha"	15	4	TRUE	"wdadn"	1.1	432	201	86	4	40	19	0.0465116279069767	0.475
"Poduromorpha"	16	4	TRUE	"dadn"	1.8	432	199	86	4	40	19	0.0465116279069767	0.475
"Poduromorpha"	17	19	TRUE	"wdadn"	1.1	432	201	86	4	40	19	0.0465116279069767	0.475
"Poduromorpha"	18	19	TRUE	"dadn"	1.8	432	199	86	4	40	19	0.0465116279069767	0.475
"Poduromorpha"	19	20	TRUE	"wdadn"	1.1	432	214	86	6	40	17	0.0697674418604651	0.425
"Poduromorpha"	20	20	TRUE	"dadn"	1.8	432	212	86	6	40	17	0.0697674418604651	0.425
"Strepsiptera"	13	3	TRUE	"wdadn"	1.1	8	0	7	0	0	0	0	NA
"Strepsiptera"	14	3	TRUE	"dadn"	1.8	8	0	7	0	0	0	0	NA
"Strepsiptera"	15	4	TRUE	"wdadn"	1.1	8	0	7	0	0	0	0	NA
"Strepsiptera"	16	4	TRUE	"dadn"	1.8	8	0	7	0	0	0	0	NA
"Strepsiptera"	17	19	TRUE	"wdadn"	1.1	8	0	7	0	0	0	0	NA
"Strepsiptera"	18	19	TRUE	"dadn"	1.8	8	0	7	0	0	0	0	NA
"Strepsiptera"	19	20	TRUE	"wdadn"	1.1	8	0	7	0	0	0	0	NA
"Strepsiptera"	20	20	TRUE	"dadn"	1.8	8	0	7	0	0	0	0	NA
"Siphonaptera"	13	3	TRUE	"wdadn"	1.1	13	1	3	0	0	0	0	NA
"Siphonaptera"	14	3	TRUE	"dadn"	1.8	13	0	3	0	0	0	0	NA
"Siphonaptera"	15	4	TRUE	"wdadn"	1.1	13	1	3	0	0	0	0	NA
"Siphonaptera"	16	4	TRUE	"dadn"	1.8	13	0	3	0	0	0	0	NA
"Siphonaptera"	17	19	TRUE	"wdadn"	1.1	13	1	3	0	0	0	0	NA
"Siphonaptera"	18	19	TRUE	"dadn"	1.8	13	0	3	0	0	0	0	NA
"Siphonaptera"	19	20	TRUE	"wdadn"	1.1	13	1	3	0	0	0	0	NA
"Siphonaptera"	20	20	TRUE	"dadn"	1.8	13	0	3	0	0	0	0	NA
"Zygentoma"	13	3	TRUE	"wdadn"	1.1	14	9	1	0	1	1	0	1
"Zygentoma"	14	3	TRUE	"dadn"	1.8	14	9	1	0	1	1	0	1
"Zygentoma"	15	4	TRUE	"wdadn"	1.1	14	9	1	0	1	1	0	1
"Zygentoma"	16	4	TRUE	"dadn"	1.8	14	9	1	0	1	1	0	1
"Zygentoma"	17	19	TRUE	"wdadn"	1.1	14	9	1	0	1	1	0	1
"Zygentoma"	18	19	TRUE	"dadn"	1.8	14	9	1	0	1	1	0	1
"Zygentoma"	19	20	TRUE	"wdadn"	1.1	14	9	1	0	1	1	0	1
"Zygentoma"	20	20	TRUE	"dadn"	1.8	14	9	1	0	1	1	0	1
"Neelipleona"	13	3	TRUE	"wdadn"	1.1	22	4	9	0	7	5	0	0.714285714285714
"Neelipleona"	14	3	TRUE	"dadn"	1.8	22	4	9	0	7	5	0	0.714285714285714
"Neelipleona"	15	4	TRUE	"wdadn"	1.1	22	5	9	0	7	4	0	0.571428571428571
"Neelipleona"	16	4	TRUE	"dadn"	1.8	22	5	9	0	7	4	0	0.571428571428571
"Neelipleona"	17	19	TRUE	"wdadn"	1.1	22	5	9	0	7	4	0	0.571428571428571
"Neelipleona"	18	19	TRUE	"dadn"	1.8	22	5	9	0	7	4	0	0.571428571428571
"Neelipleona"	19	20	TRUE	"wdadn"	1.1	22	6	9	0	7	3	0	0.428571428571429
"Neelipleona"	20	20	TRUE	"dadn"	1.8	22	6	9	0	7	3	0	0.428571428571429
"Zoraptera"	13	3	TRUE	"wdadn"	1.1	7	0	0	0	0	0	NA	NA
"Zoraptera"	14	3	TRUE	"dadn"	1.8	7	0	0	0	0	0	NA	NA
"Zoraptera"	15	4	TRUE	"wdadn"	1.1	7	0	0	0	0	0	NA	NA
"Zoraptera"	16	4	TRUE	"dadn"	1.8	7	0	0	0	0	0	NA	NA
"Zoraptera"	17	19	TRUE	"wdadn"	1.1	7	0	0	0	0	0	NA	NA
"Zoraptera"	18	19	TRUE	"dadn"	1.8	7	0	0	0	0	0	NA	NA
"Zoraptera"	19	20	TRUE	"wdadn"	1.1	7	0	0	0	0	0	NA	NA
"Zoraptera"	20	20	TRUE	"dadn"	1.8	7	0	0	0	0	0	NA	NA
"Phthiraptera"	13	3	TRUE	"wdadn"	1.1	3	0	0	0	0	0	NA	NA
"Phthiraptera"	14	3	TRUE	"dadn"	1.8	3	0	0	0	0	0	NA	NA
"Phthiraptera"	15	4	TRUE	"wdadn"	1.1	3	0	0	0	0	0	NA	NA
"Phthiraptera"	16	4	TRUE	"dadn"	1.8	3	0	0	0	0	0	NA	NA
"Phthiraptera"	17	19	TRUE	"wdadn"	1.1	3	0	0	0	0	0	NA	NA
"Phthiraptera"	18	19	TRUE	"dadn"	1.8	3	0	0	0	0	0	NA	NA
"Phthiraptera"	19	20	TRUE	"wdadn"	1.1	3	0	0	0	0	0	NA	NA
"Phthiraptera"	20	20	TRUE	"dadn"	1.8	3	0	0	0	0	0	NA	NA
"Diplura"	13	3	TRUE	"wdadn"	1.1	12	5	3	0	2	2	0	1
"Diplura"	14	3	TRUE	"dadn"	1.8	12	5	3	0	2	2	0	1
"Diplura"	15	4	TRUE	"wdadn"	1.1	12	6	3	0	2	2	0	1
"Diplura"	16	4	TRUE	"dadn"	1.8	12	6	3	0	2	2	0	1
"Diplura"	17	19	TRUE	"wdadn"	1.1	12	6	3	0	2	2	0	1
"Diplura"	18	19	TRUE	"dadn"	1.8	12	6	3	0	2	2	0	1
"Diplura"	19	20	TRUE	"wdadn"	1.1	12	8	3	0	2	1	0	0.5
"Diplura"	20	20	TRUE	"dadn"	1.8	12	8	3	0	2	1	0	0.5
"Archaeognatha"	13	3	TRUE	"wdadn"	1.1	11	10	0	0	0	0	NA	NA
"Archaeognatha"	14	3	TRUE	"dadn"	1.8	11	10	0	0	0	0	NA	NA
"Archaeognatha"	15	4	TRUE	"wdadn"	1.1	11	10	0	0	0	0	NA	NA
"Archaeognatha"	16	4	TRUE	"dadn"	1.8	11	10	0	0	0	0	NA	NA
"Archaeognatha"	17	19	TRUE	"wdadn"	1.1	11	10	0	0	0	0	NA	NA
"Archaeognatha"	18	19	TRUE	"dadn"	1.8	11	10	0	0	0	0	NA	NA
"Archaeognatha"	19	20	TRUE	"wdadn"	1.1	11	10	0	0	0	0	NA	NA
"Archaeognatha"	20	20	TRUE	"dadn"	1.8	11	10	0	0	0	0	NA	NA
"Phasmatodea"	13	3	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Phasmatodea"	14	3	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Phasmatodea"	15	4	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Phasmatodea"	16	4	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Phasmatodea"	17	19	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Phasmatodea"	18	19	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Phasmatodea"	19	20	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Phasmatodea"	20	20	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Mantodea"	13	3	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Mantodea"	14	3	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Mantodea"	15	4	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Mantodea"	16	4	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Mantodea"	17	19	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Mantodea"	18	19	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Mantodea"	19	20	TRUE	"wdadn"	1.1	1	0	0	0	0	0	NA	NA
"Mantodea"	20	20	TRUE	"dadn"	1.8	1	0	0	0	0	0	NA	NA
"Hexapoda"	13	3	TRUE	"wdadn"	1.1	47045	11143	18770	484	2091	724	0.0257858284496537	0.34624581539933
"Hexapoda"	14	3	TRUE	"dadn"	1.8	47045	11294	18770	519	2091	709	0.0276505061267981	0.339072214251554
"Hexapoda"	15	4	TRUE	"wdadn"	1.1	47045	10960	18770	478	2091	771	0.0254661694192861	0.368723098995696
"Hexapoda"	16	4	TRUE	"dadn"	1.8	47045	11146	18770	508	2091	752	0.0270644645711241	0.359636537541846
"Hexapoda"	17	19	TRUE	"wdadn"	1.1	47045	10987	18770	480	2091	765	0.0255727224294086	0.365853658536585
"Hexapoda"	18	19	TRUE	"dadn"	1.8	47045	11173	18770	510	2091	746	0.0271710175812467	0.356767097082736
"Hexapoda"	19	20	TRUE	"wdadn"	1.1	47045	11594	18770	533	2091	662	0.0283963771976558	0.316594930655189
"Hexapoda"	20	20	TRUE	"dadn"	1.8	47045	11759	18770	562	2091	649	0.0299413958444326	0.31037780966045
