ASV	cluster	rep_asv
d73ab85dcac26097d0fa2770d701fef1	Cicadellidae_cluster151	eca6641e3d8bc6155800aa712ffd1cf3
edc20caa7889dbcfca064aad691f60a1	Chloropidae_cluster14	be025a0b98ab01f9697fc7d6e8b2ced1
832835b85d4b43757344c7add33a4166	Hydrophilidae_cluster1	c4500eb69ebd9cc7752877ec2225c82f
c240a30a54a9bfe4b0ecaac8015673a9	Mycetophilidae_cluster593	f4780c67197f438450d9ad81c840ac40
e48ef939762e3062312fbf941f447a8e	Chironomidae_cluster875	8dc1687093f151135e65a1e159feba3d
be19cbb7c79cadfe2f7b307f7167a851	Simuliidae_cluster16	be19cbb7c79cadfe2f7b307f7167a851
edb66b5bb6a895ae6bd378e5d17a2fe1	Chironomidae_cluster42	edb66b5bb6a895ae6bd378e5d17a2fe1
970f14d5a59e05f4e94e8f0d8789e3db	Chrysomelidae_cluster145	970f14d5a59e05f4e94e8f0d8789e3db
7cfac0fe9c5d851eee24ac80d0c9eb59	Muscidae_cluster202	7cfac0fe9c5d851eee24ac80d0c9eb59
ef82bfdeb036f0d91060a8cc4ffc55c7	Clusiidae_cluster5	ef82bfdeb036f0d91060a8cc4ffc55c7
0fe6dfe2c5329f5d94412b5166cff3c7	Phoridae_cluster299	ed5cedc8118407b1d9239ab044144b48
c7bc1568a23fc8dbbfc8a39ef21e139c	Curculionidae_cluster10	b0cc2f479610649ec9f9264e26665fc8
96b227a2538d6addb9633c3ffb50b6e1	Linyphiidae_cluster8	96b227a2538d6addb9633c3ffb50b6e1
28e73f1e772845594524d6dbc63b3039	Latridiidae_cluster5	caf246532a87c3bbb8ef2513e9e1f1ce
9ad41941c2b8a08acaf368c5f7b32157	Mycetophilidae_cluster388	89dafeb2ab100d7c31bbd64972545c61
ccc60650dbbee54a1b7a9f577d3bfbb6	Gelechiidae_cluster62	2694d687d1c3a39bd2c7cce302af9158
60ffa3a0d1dd83dfe09a3195fca1df22	Dolichopodidae_cluster123	60ffa3a0d1dd83dfe09a3195fca1df22
8cb2ceefcb2335c6d5d9208fc7159548	Ephydridae_cluster21	48d3e897405e093bf3b9d3dc92ce3cbb
801eefc67ffee3b088c9a46f9f0191cf	Psychodidae_cluster32	0badc20cee1f0cfe21639d6210eb2946
2a0df9a08a010ab5ee50be9cc86d8459	Heleomyzidae_cluster18	05b91c71d6acbea9d2b427b7735459c9
ebfcf80207d400c95d3d9e759fbcfc87	Tenthredinidae_cluster55	6eb32550ba3c3f7dae5c2352b9577df5
1af73c0b84a9a0111799d94f9f0fecba	Staphylinidae_cluster59	1af73c0b84a9a0111799d94f9f0fecba
1626afe91133642fbbcf327c7a33ee88	Noctuidae_cluster79	dc0ca3c3ce7538020beb1797d56c0077
a0888146bd63e4a38419a5e11a9d03ea	Ichneumonidae_cluster712	a0888146bd63e4a38419a5e11a9d03ea
0234a6e82f8cfb674cb6c6a65121fe04	Ameronothridae_cluster1	0234a6e82f8cfb674cb6c6a65121fe04
7b57dd25bff64d6fa45575dd945a8e5a	Incurvariidae_cluster13	7b57dd25bff64d6fa45575dd945a8e5a
dfa746581f9274507a9e4e75e5e96521	Asilidae_cluster3	dfa746581f9274507a9e4e75e5e96521
827892396a7232f3a764ec3afdc74a1a	Leiodidae_cluster21	827892396a7232f3a764ec3afdc74a1a
3b663ca9f5eb8a5113da178d4192b5b6	Pisauridae_cluster2	7e40ba6646c5431ad5c7e7b499ce379e
be3a7d07b3d0d7c8ea645e67733adf31	Staphylinidae_cluster350	be3a7d07b3d0d7c8ea645e67733adf31
9d78f215c116457be84c086329be6ab3	Ichneumonidae_cluster79	9d78f215c116457be84c086329be6ab3
7ea52b1211b1c246a14be6bf946e5665	Tephritidae_cluster4	7ea52b1211b1c246a14be6bf946e5665
9afc215e85622334e24ea9c2f1c6f026	Melyridae_cluster1	d1c8091cbf803e06bd00db0540237f95
71a7415004a19be3b703b7d1cc553e90	Chironomidae_cluster529	3f96daa559cb1d99e7d7f68b90f4a38a
902edcf75e55787c364dfc8dabb7148e	Gelechiidae_cluster17	902edcf75e55787c364dfc8dabb7148e
9e64ab1eeec0e7e6497d62a0a9d7a50c	Vespidae_cluster16	9e64ab1eeec0e7e6497d62a0a9d7a50c
582795425fd5bd0ec58c17720cae67c1	Ichneumonidae_cluster1897	d37533ef6acccfd30a14d7b2ba7dad3b
580f5f6461e08b1136cd338a81f36094	Chironomidae_cluster974	a3b8c3185d94387ffcf15f0c0f3aa6c6
a6b5a5150597930a84dc67377ed85054	Nolidae_cluster5	a6b5a5150597930a84dc67377ed85054
ad8c50108bfac153fde4fbe26178b548	Tachinidae_cluster69	ad8c50108bfac153fde4fbe26178b548
1286d47f9ab05ca5711cba524ac9d5da	Calliphoridae_cluster2	7f9734df0c9c8fab30511a2e225c1175
c3f08b1787a880d1302987e730faefd2	Capniidae_cluster2	9f12ead02e91e027bec81e9c63864e8f
67b176ee112c280e02288799975b4a86	Thomisidae_cluster4	89347d3c039cb4d7fadea1d7ddf1fddc
45a247daf935522645ceac8b01cb7be5	Siphlonuridae_cluster1	45a247daf935522645ceac8b01cb7be5
4f9b5569436438147bf743accc7c242c	Tipulidae_cluster19	4f9b5569436438147bf743accc7c242c
86b63b50ef9de1987f9ff35a93b663b4	Nemouridae_cluster10	86b63b50ef9de1987f9ff35a93b663b4
191fd57d4c2fa0ae3b78321bd7df20d4	Tenthredinidae_cluster9	a720c0927807b1e6bfb80323b78aee48
12c74e7cbe3c44d0613ab7362281f265	Ichneumonidae_cluster1323	12c74e7cbe3c44d0613ab7362281f265
fcf8708ff98ccce7b3faa429f2b54cde	Muscidae_cluster21	fcf8708ff98ccce7b3faa429f2b54cde
954e8a25e92ca4fe7698364ae942dce2	Chironomidae_cluster622	1e9c6df60031a0d36d5385dc164d40e9
f9a3efe5272045ce9b69dc0ca3974a0d	Curculionidae_cluster31	f9a3efe5272045ce9b69dc0ca3974a0d
73c01294ea57eed756a15bdbce031a92	Linyphiidae_cluster38	73c01294ea57eed756a15bdbce031a92
860b8fc64d43ca4c62ac10055809423d	Ichneumonidae_cluster2312	860b8fc64d43ca4c62ac10055809423d
b6ad65a946488c29d6c7ffd8536b3382	Fanniidae_cluster41	352d73b470b07ad41198650524508c9a
01ae138f53c264bcbd6b014c0713918f	Curculionidae_cluster4	12c854af64bf88e4687ea584df88f8f5
6b7bed029c6dbf3a40fd242acaaf2c2e	Hemerobiidae_cluster18	6b7bed029c6dbf3a40fd242acaaf2c2e
3f9659523dbe9ae0c024e2af5a08cd09	Pteromalidae_cluster88	3f9659523dbe9ae0c024e2af5a08cd09
d2b8ed051fdb0202048d5e58ebfb124d	Chironomidae_cluster379	d2b8ed051fdb0202048d5e58ebfb124d
80f139923f255cf700b391bc0dcd2dc0	Ichneumonidae_cluster119	80f139923f255cf700b391bc0dcd2dc0
234d004661b0c863b3143666bfbd968e	Blastobasidae_cluster1	234d004661b0c863b3143666bfbd968e
3530d5dc9c5e6cdc251a67be697a7ee6	Staphylinidae_cluster408	3530d5dc9c5e6cdc251a67be697a7ee6
6209c4a210bbd4fb0414156d1d43818a	Phalacridae_cluster5	5b96668c19d18ee63b5d7a9199d5c36d
4e560edbad992f02c4dc0022e71e5494	Oecophoridae_cluster14	429daeab0e909458b6493af9dddb8143
2bea64e28305d4ad4a8457ee082d25aa	Miridae_cluster91	2bea64e28305d4ad4a8457ee082d25aa
be32f8b9bafefc423a520408928435b6	Chrysomelidae_cluster12	a6e6ab591dcb9230982f5d7987cc5c2d
284fed79c7d3634a2cb61531e6b8ecd1	Chironomidae_cluster407	44e63e6535d0c7ec698a827d17819c25
eebf200c04f5b646f42f9b4f83565249	Scraptiidae_cluster1	41752b2a280fe46fba23e99b59b02ea5
19bc5e1d427b23123fea9cbb7f36a171	Cantharidae_cluster5	19bc5e1d427b23123fea9cbb7f36a171
f110737ce6beac9fde7da83fee091505	Muscidae_cluster24	d0357eb75126e3fcd17a425e3a3b149c
a26c33a0d59256d260316e8259e5952a	Agromyzidae_cluster19	a26c33a0d59256d260316e8259e5952a
7bd467b0356e96dd29d688cf8a11f305	Tenthredinidae_cluster114	6d76889c8c97bdfd2b0d2d6b6bd1693b
5fa96b5ffe17cfdc066983e17b9129c2	Staphylinidae_cluster51	197eedaafd887a062b7d32d51e693e8d
e2451ea4bd1067a65288a646b46998f5	Crabronidae_cluster43	4bf0301e9c38541f9c9a2cc6c4a6745a
ff24e4f29abb348b6eeb796e8e5cf0f3	Scirtidae_cluster4	a74b6dfe271ce7532d7f1021642ad923
330a9c122a1b0278a8b9857fab2ad11f	Megachilidae_cluster17	330a9c122a1b0278a8b9857fab2ad11f
3d35aff971b079321d6ecea91c73c56a	Limoniidae_cluster108	3d35aff971b079321d6ecea91c73c56a
a0c30dba4e8beea4d6bc51afc998b416	Staphylinidae_cluster301	2d3ac01c072d4f3e382d51d496e6a33c
e9250d67407737593d85fb09e12281cb	Lypusidae_cluster5	8b4fc32ab7e8d53ab2577c7ef8d19265
bfc6fe9aba878a7852dc2cc46d81a563	Staphylinidae_cluster164	17485ec680d1b0cc51297b6cfc2d5228
b27ce42287ce1d1eeb578ba9ac26dfd1	Muscidae_cluster42	b27ce42287ce1d1eeb578ba9ac26dfd1
6699e74728ffd9a6680d5c8b7a547f59	Tortricidae_cluster190	6699e74728ffd9a6680d5c8b7a547f59
9be0f01b0e71a3eb6f2bd88e6daa9777	Tipulidae_cluster13	557b9fc344de8f680962910bc4daca70
d42edc54767e9216246c3234f362e81e	Simuliidae_cluster15	d42edc54767e9216246c3234f362e81e
2b6873c410f93269260307f451116959	Agromyzidae_cluster11	9ce6cf821e0d56f9d63343175d235e51
cd7e74abc54c75765466e17830b59156	Tipulidae_cluster27	cd7e74abc54c75765466e17830b59156
7f0ce49f27cc5c48367f06b2906f1525	Tortricidae_cluster241	7f0ce49f27cc5c48367f06b2906f1525
543418c41eb3cfc801a6cfa93877bfad	Sepsidae_cluster8	0cb8b2675c0de84b916a55d055f043c9
fc8adc51d2fc9b12a8e38885814eaf3c	Formicidae_cluster6	027a5cf1d7f0a3a4be02600a16728a53
9940dba70491715361c9f2b375edbfe7	Syrphidae_cluster5	9940dba70491715361c9f2b375edbfe7
8fef9c4f3ccc88d02565e5d872c2c0ff	Miridae_cluster55	8fef9c4f3ccc88d02565e5d872c2c0ff
6c57e491aa8166c37091c0979c2d25c8	Chloropidae_cluster21	3733607dc1f4543402c4e02ce711ac05
0f9c4e072a59a051f6d20ea3cde80882	Chironomidae_cluster804	c69a306363869b24f43ea6a62fc67e81
87b8bff2d9a5506e8cfd7166ab89dcc5	Chrysomelidae_cluster176	87b8bff2d9a5506e8cfd7166ab89dcc5
28d547015cbe8ea8aa5cab31d5befd1d	Limoniidae_cluster21	30c9b55c4499094324f7ac6f725b9d4e
799ecd3f56522bf26d93c741eb999885	Cecidomyiidae_cluster776	799ecd3f56522bf26d93c741eb999885
d045ab5d473fdc0dd2c4045a19fa78fd	Syrphidae_cluster8	57fdbd7825d2da1fe1c1212131b8f526
9c7813ceabb848632d32698cb4a774d9	Megalopodidae_cluster1	9c7813ceabb848632d32698cb4a774d9
8e80820ccaf49af471f1d6c2cfb59097	Staphylinidae_cluster226	8e80820ccaf49af471f1d6c2cfb59097
53ab40af204c648f89c0c5d2ef6c419d	Agromyzidae_cluster159	53ab40af204c648f89c0c5d2ef6c419d
55ead66cf00b18fa15be5f9a6dc2b2d4	Tephritidae_cluster20	55ead66cf00b18fa15be5f9a6dc2b2d4
616d64767fa0bfd8806b5b17b4c84deb	Gelechiidae_cluster36	616d64767fa0bfd8806b5b17b4c84deb
be166ebb065cb255db9b7ac10498be83	Lycosidae_cluster19	138300f6e5f5b49b769ffe3ca2a711b6
55caf1bfe649283623e45122e82d80b6	Coccinellidae_cluster23	58b4e41590813d38602d5d6f4cd4877a
8304dc1b8e838470d733e4ff46aa5c07	Muscidae_cluster47	8304dc1b8e838470d733e4ff46aa5c07
833f3245310a9cd7260c8ca4f7f29d5a	Syrphidae_cluster124	833f3245310a9cd7260c8ca4f7f29d5a
2d7e24bd29b83dd5b59ded198bb5ed93	Agromyzidae_cluster49	2d7e24bd29b83dd5b59ded198bb5ed93
b25177d5f3bf8df161957bbb8e77da9b	Elateridae_cluster20	b25177d5f3bf8df161957bbb8e77da9b
91c9d5dc75060c6eb0c2dd9b66cf5963	Limoniidae_cluster22	91c9d5dc75060c6eb0c2dd9b66cf5963
31cca6740d358f01b25fc3b106b33f44	Ichneumonidae_cluster282	31cca6740d358f01b25fc3b106b33f44
b0d2a7770bd06d3affcc4db14c3c06b1	Geometridae_cluster148	310191c96ed61aa91f3374355193cdea
13b5b8b133cc76187eca861f2e76fa2e	Caeciliusidae_cluster6	9f472c153fe4fe3364f81ed1c0282f73
2af705109cd7d43d7042714cf0c5f85e	Geometridae_cluster155	2af705109cd7d43d7042714cf0c5f85e
5e85ad1197e9b832a7024a0fa50738cd	Geometridae_cluster186	5e85ad1197e9b832a7024a0fa50738cd
e26d1e0f7c723dd24c2d8eddaf5312df	Phoridae_cluster83	03c5a384b24ba30de94716e2849b5e5d
891f13b30c83b37c461e23b14d801450	Tachinidae_cluster100	891f13b30c83b37c461e23b14d801450
97534518c9b1795538096158ccd17505	Microphysidae_cluster1	97534518c9b1795538096158ccd17505
0581801b6572105a7267cfa21afaf2e2	Muscidae_cluster45	0581801b6572105a7267cfa21afaf2e2
3340450bddcaaf7c1cee05c5c1e0eabf	Staphylinidae_cluster146	18397aaeb20dbc2987de8b4158d3a072
ffe88576613fd887c2bd8ec69b82ac72	Clusiidae_cluster2	17a70bdcd44493cce6c2c0524cfd0903
2b682749ebf62530e391c95fe2b3d45b	Syrphidae_cluster43	1450c797f6d3203689bfa6fb51e3d262
5e0e0bc7693b6dafc90593df2fec7ee0	Curculionidae_cluster23	6ca43f6e3938454e27ac12a61391d18a
b267279d9180e9d507c3a670e19baba3	Ichneumonidae_cluster164	99c60cd5ddf0fa15ece5d29def841381
2afc33d4a70df18ef8ac34c9b541141e	Syrphidae_cluster28	2afc33d4a70df18ef8ac34c9b541141e
576c021583605535067ace2c96847ba9	Staphylinidae_cluster156	576c021583605535067ace2c96847ba9
a5794bc04b33fc17f32b629e78fe37a1	Ichneumonidae_cluster132	2cbbd69f0d53ce4ec317ecfcc29d8796
5bad7abb6cf2c6d9814e2acd8e8512bd	Chironomidae_cluster17	b28356b884325c766c392ed32fe8025b
57d6e201f76bde8e38bcc34844897c0c	Tenthredinidae_cluster286	57d6e201f76bde8e38bcc34844897c0c
b18cb1b01c4741e628aa4beba785e392	Chironomidae_cluster1100	7763403fc3ab943d2be1188aac9631c7
0d568a83b3d0ad1510c7df2b340cc5ac	Sciaridae_cluster166	0d568a83b3d0ad1510c7df2b340cc5ac
2c6079998abf77191aa68602ec0c8a22	Geometridae_cluster142	2c6079998abf77191aa68602ec0c8a22
7846849616c0f4fe0b055bf7c83eadd0	Ichneumonidae_cluster1279	c471c8fb6b92196a02b4ad1cf0ea3579
6da36a257de3d7a6fba1c75d54bcabf3	Chironomidae_cluster698	969a8af32dc19dad521728322ec0b58f
bcf668ae58f7aca888c6c3904773ad7a	Dolichopodidae_cluster11	bb07099e3f51a1e1e027490073cd2371
6d9f1ab67a403995a9b3223fd96f1305	Nepticulidae_cluster45	6d9f1ab67a403995a9b3223fd96f1305
651446518b0322dbc50629c955f53808	Pipunculidae_cluster1	f9ac92ae66f024a4e70e1c4fc8eda0a5
5b9bdb07faa39fea6d2b3dae014dc55e	Staphylinidae_cluster318	5b9bdb07faa39fea6d2b3dae014dc55e
23c0c47989402e7650395cfcc1a58a82	Sciaridae_cluster126	1e15bc6bd78155417073f5eb5718a61d
cda14b5422b485150d081892103da136	Salticidae_cluster1	bcaf5b11de4126ecd7a0187717b849a4
05362e952a1a6360e4ac7e3333ce5965	Geometridae_cluster28	cf4233c6b13527cdacacbbdafa9b7b23
cce50b5f9cb17b9cc619f7c26245c80f	Carabidae_cluster56	cce50b5f9cb17b9cc619f7c26245c80f
824542c1c36a01ca091dc09b24167a47	Ichneumonidae_cluster245	824542c1c36a01ca091dc09b24167a47
f77184d941f1ceb9dafad946e259653e	Argyresthiidae_cluster1	acb9569d7d04d21aec35e4c97d379de7
a65895f643c7df2b7279262efb67e2f8	Stenopsocidae_cluster3	2a01adffad35d6285ed1f76a895bd86a
17528e8084d91c08209bec168b7d81ad	Gracillariidae_cluster8	17528e8084d91c08209bec168b7d81ad
0b47db22206bb1a9a49c6fc36cc517b0	Tortricidae_cluster108	d62d432aaca066505363512ac6ce8ecf
3f88fbb863ad9a0b4672bf78b9f2934e	Tachinidae_cluster155	92a66b1bf8ce9917a76ab5f0d80af36b
89943eed8367e4d0e3afe474374807db	Glyphipterigidae_cluster6	5a47c4e1a70d61ae7ed9588c801d4c08
d8b34f69b58135502399ab0ff475c8ba	Nepticulidae_cluster65	d8b34f69b58135502399ab0ff475c8ba
82522310900db510de32d6d958e5429a	Ichneumonidae_cluster1960	82522310900db510de32d6d958e5429a
0df8faecb2d70d4e2dd2dfb87ee2f3c0	Miridae_cluster135	0df8faecb2d70d4e2dd2dfb87ee2f3c0
29f7991fce9b8c3ca8aa507f748df5f4	Gelechiidae_cluster60	29f7991fce9b8c3ca8aa507f748df5f4
220dcb3982c511aeb5bf3a194d3ed805	Gelechiidae_cluster39	140380e6779a4001b97eb66327b7abd7
817a8ad07224345a1024eb11a0963a3c	Chironomidae_cluster271	817a8ad07224345a1024eb11a0963a3c
699948710515868ed9bbe58dc69806b3	Anthomyiidae_cluster16	699948710515868ed9bbe58dc69806b3
328f0a6e92a7d2d0765a1e36ffadcd70	Lycidae_cluster2	328f0a6e92a7d2d0765a1e36ffadcd70
2f1e581e7ceb6cb972b56d11eef3f934	Dolichopodidae_cluster59	2f1e581e7ceb6cb972b56d11eef3f934
76d741bb5cc71a5e472f0006db1621b1	Mycetophilidae_cluster122	7088bd3478cc16c5e12b0e2c8a9396aa
429daeab0e909458b6493af9dddb8143	Oecophoridae_cluster14	429daeab0e909458b6493af9dddb8143
ffdc2a5bc3f976a2670f04570a2597a8	Miridae_cluster101	8e644e606014f5e2405df46a03cd5940
9621d81a36836e2793087cebc1355470	Simuliidae_cluster27	50dd5ee196ab47636b03d31fb6a2a348
f1343654f927baf6a4c9a0064a9990da	Sciaridae_cluster4	76fe962987359365262ee68eff8e4797
61c7f69f7456bad31f00e87eef5744ed	Psychodidae_cluster57	d0711be43320703ec4afce041574ad44
2694d687d1c3a39bd2c7cce302af9158	Gelechiidae_cluster62	2694d687d1c3a39bd2c7cce302af9158
3347060531ddef3295b0dae4ea439769	Linyphiidae_cluster29	eed253e6632ea3c1f1de76c5cecbbd7c
542902e538e49debb05e539a4518b9af	Lauxaniidae_cluster14	542902e538e49debb05e539a4518b9af
cd666157ae50941786895f0c24f1726a	Tenthredinidae_cluster12	2487ef71677abdf29141ad5aad9bf2f5
83c8cfef42f2526b9605486bc6d37c9a	Crabronidae_cluster53	83c8cfef42f2526b9605486bc6d37c9a
b82dfe3e7502d4226f32b5b006a30a4a	Chironomidae_cluster897	5a6719293107e21e1f2fd4f785e8b517
bdc00187f5df7644286efb1d845b022d	Ichneumonidae_cluster852	7b2e25f7048494a7e9bc22c59b93801c
7a79f4519b1a74a6b4728319f4901d7b	Cerambycidae_cluster16	7a79f4519b1a74a6b4728319f4901d7b
a4a355a59797415733a484f885a82167	Muscidae_cluster60	942487ac9ea07b8ae20a01dfda6a3694
cf77ea4457b21dbb2a0d4b569a7b8ce5	Tipulidae_cluster16	cf77ea4457b21dbb2a0d4b569a7b8ce5
cd6101e26e29447360898fe2d927f766	Tenthredinidae_cluster45	a6e23d7bb5f62ea27d2527af72c0868c
32a5031f2d18859090d19883041fd80c	Fanniidae_cluster40	32a5031f2d18859090d19883041fd80c
0524217480c3927b48f4509ad54df903	Elachistidae_cluster7	2c2947b79e344f93e77bc527c44e5bc4
972cfe441310718662fe9e46c2386937	Tenthredinidae_cluster70	21c06b5f37219ebba1a75cb6865fdbbf
343e03ab9b49094c0dd1c221f6ac55f5	Tenthredinidae_cluster98	343e03ab9b49094c0dd1c221f6ac55f5
064c942eaf9b794102bd5237e64aff01	Dryinidae_cluster42	4b125367803b90be771fb76ac59542e0
946e385d3a1a441220a0a70265c232bf	Cybaeidae_cluster1	946e385d3a1a441220a0a70265c232bf
3831c169e1d549b53ec4a4356cc60ed3	Elachistidae_cluster7	2c2947b79e344f93e77bc527c44e5bc4
715388d901175d45ffca07ea1e1da69f	Muscidae_cluster211	715388d901175d45ffca07ea1e1da69f
a697d5b1aaa91ea05c49ed36ac2242d4	Scathophagidae_cluster19	e5e6b0f1cc993577a9a75b4bc36f502e
056726675638bb097ac75c142402544b	Dryinidae_cluster16	679dd61a5f858293cef2a66e579bec18
804c02c0ec327d98a9c6c1a4d8ea05d8	Chironomidae_cluster854	8b949927d48e18891c45ed4db9eb9c97
42ff77220b19823cc788bb16001a87be	Simuliidae_cluster26	42ff77220b19823cc788bb16001a87be
ca030e509e89bc2ff7802e3916a6d64e	Tachinidae_cluster26	ca030e509e89bc2ff7802e3916a6d64e
f73c2288ceda15ac11fa11ab70b75428	Tenthredinidae_cluster24	f73c2288ceda15ac11fa11ab70b75428
4b15817bdff2112d9905b1eb326cffff	Lonchaeidae_cluster4	680b24062fcfb3c3e56a795674eb3269
407735058596ccf12c48699092a19126	Chironomidae_cluster647	407735058596ccf12c48699092a19126
b677ffcf83b1c87e00934166f80883f5	Gracillariidae_cluster5	b677ffcf83b1c87e00934166f80883f5
2c85e6f079b79040235231962e420bde	Ichneumonidae_cluster656	578d6fd8613f6dccc3ae9630ee1c2d68
63c9ab20f17a28b24bb5c239360d250f	Phoridae_cluster174	02a9842a4d6e3c48c6f4e4a012a2f94d
0a7522af32311a7151f26495a37072d8	Chironomidae_cluster557	0a7522af32311a7151f26495a37072d8
fc2855458766128b2eb6f8fdaed1ff9a	Mycetophilidae_cluster153	478cadf9c50e625be4159244598af6c5
c8c1f25c1d33ac0db155d384d24f5468	Lauxaniidae_cluster25	715a818b4632044558e44f17d7541feb
bc4914b6d0e6f2cedb3273e9000dfbc9	Tipulidae_cluster6	bc4914b6d0e6f2cedb3273e9000dfbc9
2e73be8d1692938727ee49154537d9b6	Pterophoridae_cluster7	2e73be8d1692938727ee49154537d9b6
a74b6dfe271ce7532d7f1021642ad923	Scirtidae_cluster4	a74b6dfe271ce7532d7f1021642ad923
d62701fb578e3044f67c6e6d7e749064	Tachinidae_cluster99	5280496c1f51fd59591ae125724eae57
f0983711e41f04607fa3c5fc7dcda1f4	Limnephilidae_cluster38	f0983711e41f04607fa3c5fc7dcda1f4
03b4c58ed498ebabb66450b4da836c83	Thomisidae_cluster3	03b4c58ed498ebabb66450b4da836c83
a6a48d2c845bece7fc57bbf110fce938	Chrysomelidae_cluster79	a6a48d2c845bece7fc57bbf110fce938
3d03a3cb2eafee55e69cf11f7e43ee87	Staphylinidae_cluster310	3d03a3cb2eafee55e69cf11f7e43ee87
b966b270601d3ea12a29735c50bd2820	Geometridae_cluster166	b575fccae5012ce0716b086c9f3af160
98e2d194306b8c60591ac5c3c11929f6	Cerambycidae_cluster35	98e2d194306b8c60591ac5c3c11929f6
0b2268156f1167d47b8f05455dbf9f4d	Staphylinidae_cluster182	0b2268156f1167d47b8f05455dbf9f4d
395724179258f26adb207ec9357f2e21	Chironomidae_cluster44	395724179258f26adb207ec9357f2e21
b5bdb237ba81bcb1941b27974b7861df	Scathophagidae_cluster17	f9821867537cbbd0a8007acda0eeb844
353bf38521f1d2e3a0355d8adde1b9a1	Notodontidae_cluster3	353bf38521f1d2e3a0355d8adde1b9a1
93f5a488bb98dbfc565882bef58fee0a	Tortricidae_cluster170	93f5a488bb98dbfc565882bef58fee0a
aef684a2f0c5b934b385805a3a13c7dc	Braconidae_cluster1233	b569754d2fbbe65e7cbc053b2c056a77
262ddc95c5908d994be75f9e4460226d	Lonchaeidae_cluster11	52d407bf39c276cc91b51a1198b67cf7
02433d601f1d2efcfbb47f4448510808	Ichneumonidae_cluster508	02433d601f1d2efcfbb47f4448510808
1f394bd4a077625507ee5936b4beff91	Miridae_cluster49	1f394bd4a077625507ee5936b4beff91
82174552fb192149a6965d3220317e1b	Nepticulidae_cluster15	82174552fb192149a6965d3220317e1b
3cf4dc8e16a7ec30a9c486ae0ced0678	Mycetophilidae_cluster486	aefb90c0a53b1a41334d5e97b49e6756
a162c91809849304426a605c591d6f82	Tenthredinidae_cluster204	1bb3d5f5ffac60a62f72c66f03a05e6f
5da87d7c519a2010c4183d3d3a88222c	Empididae_cluster87	5da87d7c519a2010c4183d3d3a88222c
54adb57542141c3993c64d82a0a06bd5	Apataniidae_cluster1	049c24de9a9ed05f64b6a57dfaa04034
c9268d7b9e6c79c6bdb2502ca7405c56	Lauxaniidae_cluster25	715a818b4632044558e44f17d7541feb
d34afb3e4d0a65d3fc9748cb540119d5	Sciaridae_cluster495	8642a639f683eddff6b8c3beaf5aabca
9ffe92d41253c0fbd84d4b30189a2189	Endomychidae_cluster1	1632f2d3e62106bb9ea973fe43d508b7
b32fcd0f4d7d78b6c90e94c84496d602	Tortricidae_cluster23	b32fcd0f4d7d78b6c90e94c84496d602
151b2f75e832f27be1b379c68ce6eacf	Pediciidae_cluster9	151b2f75e832f27be1b379c68ce6eacf
8f8bde1684fb008dc7dac7273fa30814	Miridae_cluster58	8f8bde1684fb008dc7dac7273fa30814
366bae0b45b86a2c7f24ca753a27b0cb	Chironomidae_cluster766	c9a45883e89e6db8dba9c5e78d45df00
27bff5eac4a62f187ad399867b5e4b6d	Syrphidae_cluster154	27bff5eac4a62f187ad399867b5e4b6d
929cf338612ff8871493eebfedbb982f	Momphidae_cluster12	929cf338612ff8871493eebfedbb982f
61944eec9c6a93da70f2f00e391b2707	Mycetophilidae_cluster187	671da8d719e294b1850c0b8e55f93288
d9c2a0f8481eaa8489a2aa6bcab6b18a	Miridae_cluster8	d9c2a0f8481eaa8489a2aa6bcab6b18a
d2d3ec0e1e12f3f3e9baba585c22171d	Geometridae_cluster50	d2d3ec0e1e12f3f3e9baba585c22171d
020380a5046239ae44d8bc3ed8c8e95a	Anthicidae_cluster1	347a4cea1f057519e7d3dfbdf02f57a6
412081fb8ad9ca27454fa40d1ad13234	Mycetophilidae_cluster535	412081fb8ad9ca27454fa40d1ad13234
0990737e3039fc445d8b6099168168aa	Chironomidae_cluster453	0990737e3039fc445d8b6099168168aa
62af8ced6f1e1f065a23e8239160e7e2	Phalacridae_cluster1	7634e55985134a81c14a62f897415b30
1579f66202b6f45d9edb3773c05b2f35	Chironomidae_cluster582	c119cdeda9888813c9084cb08fef39c6
828a1bff133da274a42c6abbc39ecebd	Nepticulidae_cluster30	fda4479b8054e1a8dd17182ecf7b13b4
78476de21c002506463f0f027ad6dec0	Tenthredinidae_cluster281	e13e8fce3d2fc564f97267f6847db550
447fe450cee5cfd716dca7305c837f53	Staphylinidae_cluster96	9b4069f9b9412e41f71b8e00235a6137
0734fe40359a01d05821afad52ac586c	Cicadellidae_cluster4	ae4f7d513d0c1ec7e993a6c15842371d
af1eccdab8dc3b85339ff0e56831c9a5	Epermeniidae_cluster3	af1eccdab8dc3b85339ff0e56831c9a5
335a0a6a6761c924b193bc3124bee7ce	Philodromidae_cluster10	5c631cb8610596660b3fde32cb685528
2418309eb05b1685f23488f22d2890ce	Crambidae_cluster32	2418309eb05b1685f23488f22d2890ce
e3f6d1d5ae97b802ba06400243bc6c69	Coccinellidae_cluster10	2f1e42fd7461468a54af1af21bb4b183
92607262dcff8b23d6b047a58536b1c4	Tipulidae_cluster18	35f5e25b72450e04e0165c3f1716295f
