ASV	bitscore
7eafea99deb7b361dac489790578a403	224.5
42f464d0d22fa51f15e4c076d45684da	214.6
27de0dd207ea1f7ec0cf69ced5ddf759	228.0
4ac87f1a1501ca91bcc557c8fe7a867a	218.6
f29c464060f1e94eaf23ec8a3cb04ce5	226.3
f97067a1742d1d5446bfee011d7e85e8	230.4
f476f162fccb158ab233bff4f308ffca	230.9
6e629e7f2bbac84bd7e1ff8cbb67cb9f	215.9
c1ea3b817aa0153b04f85a6681e24b69	226.0
823386985cbd865cc6c88ad24739fdec	247.8
c78550c59b70113e3953074767a8aa49	219.2
ba925002a756e07571ae09134a372177	235.1
4371816830a136b81c9ff33936f9d30b	216.3
5e0222f2f4ed29826f643a705e8db424	224.1
d014f1241a3df7cafea43b4ef5b27203	207.9
46b188cc32232ce8e92104e07b88982e	173.7
7c449e7ff8e838cfaa522f91546046d7	230.9
a9e567c21e8424e393c4c9fec9e33250	212.4
0ec511d1c39d5d7eec519073a38ac8cd	236.9
800730c8357e1e7bf9507798c267ebc3	224.7
7bae43184b703898b2a4f1d894e8d57a	220.4
66365d38761845eaa53f27145252d6fc	225.7
21507dcb6d0f27009d48cbfec53a42f2	231.8
0224115fe4a0a0ebc64dc9f638997107	224.0
9f1030d00c22a562546463a28c0bc3cb	219.7
322bac833d1eb48e922ebc691dd33c5c	207.6
133200c3732d6fab56c28d4c83751194	213.7
72ecca592389780496991bc70a89224f	221.4
a4bdaf546bb454e65aea284405ed74ea	223.9
ddfceeb39a540ee931cc13a46949a840	214.8
a3023bbe6946937e20ba2a0932e622a8	238.1
f3771a9f3e32d989ad4e1a19cd862c8e	225.7
a7a9b153a162541d00c69340e8ea5a72	215.7
bf13c19deaadaf41bf88874531897c35	209.4
ea5b448bc3cf041f8a8159c977eba1e5	229.8
d7d71f202b6430974b7e766b420b6b8e	216.1
fe2da468fda0d1fc5a4250bc1d25a980	213.1
2a763309f1007f65d0b5ba550248f8c6	211.8
820c7acf47a1ee07bdeef626772ded84	228.4
ba011816c579f2876044f04a2920716b	225.4
82387677bc21b43da6a2976734e9389a	217.8
5f4334e962dc4306bb17626b07291d1f	248.2
ffcf26ecb75847631583781f6e204b2a	246.1
c891c3a63bae5f4f99895e50e179eba9	227.4
97f23fbafcf8aefdf9f11aa8521c6020	223.5
dd534199d00efbe71dd497149b7edd3e	229.6
ec56216788a31302288b4a6fe0181790	224.1
8dea6e2ea5b4efb7c93c18d564ed70b5	223.0
3dea2cb842cb717112f5e22525346c92	232.0
dff947f9cdea6f45f93101a7c40f9537	207.2
cf9d29ab0d4c02780016cce1d81d3a2f	235.6
852aa5c5521e10e4982cf4f49789d7ae	218.6
c82104362dc5fd34fdc420361ec88dbf	220.4
59e79cf4b2ea502c06f3076580f780a7	237.0
8c0d457adb37a86cf4a53d7eabad9e46	216.7
04b321f10edd17ab8639df27504717be	227.9
df5a2d5293ca99cf048efcafa71fcc4e	243.1
a42e83b8d14a0be00a87c48271acf35c	211.9
5ca3518cab8d269cc4873542bc99997c	240.9
cbfdfc6c23925e7f13304432a71eb245	230.8
5c59ddba65df37f6b8cc514f7307503a	181.9
9a55d6e5c41ad5eb33f7ec2b0c15de55	189.7
081066404d5b744716e32545e25650f9	242.1
59577ca2c00729f3b5a737fe7fbe8f1b	210.7
bc391200af8712fb969228d2f35b0464	220.3
79e7e40a0be6b3f59a65d115e5308b07	227.0
2c143b2699c190d6267a0dc5cf1ab1ec	238.1
847de5c1605382376f151a980558e37a	220.4
25e330c05ddcdfd0a4d47ee251d30233	235.7
fb58040d9f2a1896d1c1890881aaea1b	221.7
011555dacf9acf9d34e3b4e5bb557730	195.7
611d82be1cf6dc943fd1aa3cbfb5bc7f	230.6
a3e5a2844ec1d1db4db82da600a5acb2	229.2
af04ee54e7a4407d749f4817d05facaa	205.5
76ea2c9445afe4e2e0c8ba6ac8b11c67	236.7
f758ea78a0c1d6ba82772e8a76dc4a12	231.4
9900101a4f06d02a5b8522b58fcde96c	220.4
571685d76755ee2029164a1955815400	222.3
f564ccdc78aa7e39327a7832e690473e	237.7
b0d693b63cd9a51a80792d01520da395	248.9
5325fab0ab52c0e60cad9944417ae056	220.3
39d9561d873bf8594c5b5af989d9ca57	219.0
d7443d9bcc7b259a2fbaadb30eb1d255	228.3
863eba68e69ff918efce20ac709bf2a6	232.2
cb58de9d56b18577da718dbc4e07fb6c	232.9
b8b8fe12ded0959a287275315199add7	232.8
597e4cb4256caa68f093432bb35db992	251.8
73a3b87bdd27020d1539b53580c7df96	173.6
f92d211a5aa5abe9bf212c3d889ad697	252.9
dc3eb48184e7ad4fa1a88be03bfb69d0	237.1
b537b84c2b395a1092a7089c87c72c70	233.2
447535dcd0048069bc2b31e07096fd84	247.8
2ae12d5b9352fa589e748d476b6db745	188.0
79d4523888cf0fe9ad240a6e5df97270	247.6
d839a06c7aec454f22e218c63c2371e3	224.8
e3cf5faf3502cc7ef4a07fddb49d4ea9	217.0
7ad02927089b29206a1ad72293009f5a	216.9
cdd600b2e9d7d2bb520f20643b1a7f08	229.2
a6ac99c11e225e2bede3aa5babf1b21e	214.7
a8c93ad379540ab3d0b9195f704c964b	246.0
2a36f280badf574644f9ab3ca0b4bade	225.5
264b2b63661a338e70360364830e0f3e	229.4
c3cb37b216e8b8f161b70c47715426e7	218.3
a3e2648cea6e68001432ea8d3e132466	236.1
09fb1f81b6b8f9a7f5120e4b8ba185e5	217.9
df730ae4ceae0e9503be0459d030eaef	211.3
e59d7073929207a69a6bb83458506e11	235.8
1fcea6106cacc1369cdb4f67964374b1	241.4
f46caa18826df1fcc66961227a3a96ef	222.0
6dff301a8d47abea3ba949bac9842ffc	258.8
946a42d7adff002ef5c45f6b2fcdfdbc	239.7
d1b51dc4e72a967b98ca05ca9f6ae43a	226.2
ed53268db2da8489a593b24187af26fb	218.9
3ba5448e44ae43ae7e7415786bed7391	227.3
792ebf3d28ccb5f28db7a9ed1f65c3a4	227.8
cf574873ed41ffb1d6e14774bcfe3dbf	207.5
435b1a35f336eba15ab153f92b224aa3	203.5
847f58fce9f50955d0068d24a4b5bac2	248.6
feb9f065b4c3066f8a54a84cf2591613	232.8
35648be6fda3795c437412a11a108efd	225.1
9898dda9a8f60e17ac56adbf5ddf8737	223.3
d1c466d06c918b1cc5bd3acd37c0a1e4	237.2
2b12284cfe9379770f1ca1df7c62054e	219.4
5b99bc55fd71fe79f68c57a406644658	225.5
843b0e103aa6a2e2a928c33e76872e09	226.2
11f44b54dffe055b5ce941db8fb3220c	229.7
f2404f1c51174f8e72daa6a33d64e6e9	221.1
eee1ecfecccf628217788bb91c612085	230.8
3748748ba72c56448fb12ea84afa18e2	235.1
3fc9523d0f82061da0f6717139becb5e	239.3
5ad1c8df3645df815da0d9800ed9309e	226.6
3d5fd6f4b874f92e5caf25811e391a5f	218.0
f710a3a14c938ef642351f39d1b5d968	224.1
3df04f8bbf258e3c5971ae18e16798ee	247.4
c42e55dde40e831bef7de2271535ea4d	233.6
6b80af5a6fbd40d101c084bf1676e6e9	219.0
dc595b14cf72fd93697d8cd86074b185	217.6
1a1ad5b4713ea40b709fd5d9846782fe	244.9
c94dab410c78675991d716704451e8c9	206.5
b3c0330ef1dbeb13c6f02adc4d350950	217.8
75463b90326bbe3fe646ef695c73c41f	230.0
c576b21feb994b90bb34f21b0f7e2814	230.8
4e87edc496fd91262a92cd6f5e9b93de	218.1
11ceb195313d58c78364152b07abbb4d	221.5
b3eb39e748fe91d795cc315a597e48aa	243.1
e331292e08537991e5492eba519e1b51	236.2
bf22250bb2a1ebed8256567331c12828	217.8
4c75b4da20e65d18d3fa751ae5902862	247.9
273b816c819efaa6f25b2346e93e97e5	216.8
654f3516d3a7328d233e09be65e55d97	212.3
928d6ff6d7594a7c0acfd316b655d643	222.4
35de98074a9e9e1394b116aaa4a14ec3	229.9
2cf4ef461008214af5f98fe1fd3ced82	217.0
6812131097cc8d2e01aca07e8aa66238	214.8
a1044e7786b219bdc98715affc8c3ee3	219.4
200fb45cef1dd78dea9a86bc13ff4b2c	229.5
e236e7581d95c93bedf3cfefc91b216d	240.2
97ad82b578147844e67cba0df32ab9b7	239.7
89a393af5c710a1e0c48cc896ddea0af	227.4
3cee743c38bb8677f7886d36c2d837ea	242.8
ba1097de8629d92d93309e087f2976c7	242.4
f40205801d243ef7658da0417a8cc2ab	219.3
9b7ee70e79d9cc1114c74d8332b3f884	233.2
8a53bbddb4e3abe18111ffa4000b45fa	220.7
b3dc5bb6ce3436aa9989c6269ff0ac66	242.9
05a76a306d2a5a2833a487687ce93171	235.1
6c2ad7fab98e41ee9aa30c277eec66a5	221.4
4e52b103964d9f6c890631d9c6944813	230.1
8e3ca9f54f0990578b147919ee5f0dda	232.2
fdf3e9df92808b2aa498eb7670c7cc2d	245.6
3e4d25be4b3dcbba382135982f2b152f	222.7
7c8cb138464209285cc1a86172e19012	225.0
85919bfc146e108e74bd41801d10195d	234.3
cc81e0cc4bf4f265a4a1db1352a36b83	219.3
0702bb481d156abb54885b6207441996	217.6
6c32f0b42f75b700076d9949e8ac41f1	231.8
41a89f72213eac39ba0aa8e01c989b57	219.1
f959648dfdff7de914a5a3a8c7ad353f	227.2
e9047a475ec02620647c9bebf97cfbf9	248.2
4fad00c39cb36695b99a85add58d9752	201.2
fab7f50bd3eeeccba9b9f57bc73a5db1	217.1
57a65b8d0d14b7bc7e840587db3470d9	233.6
aca1fab972c6b3e8f45d04e52090fb34	255.2
fae398d6b054e961c36507c115ce441b	248.4
89fdd2c0f9f51be0f923e3f7d567ad97	221.1
148ff2a908e5c432e36e850378cb6c24	217.5
478e105e13baf5d39a9cfb7688126151	242.0
b02d82c4fd180c499428806b99063fcf	227.2
53593d69351e141b5d01e9c7ba07f39e	239.8
504adac580809a46842dbe790767421c	233.1
bd726df93c502fda517acccec8e05237	231.9
905e7a37964b1e00f2b5365fb65a0b23	223.1
8fd10e8ec6411554b87c64a01f419631	208.3
c6c7dabf0e767e93c846e41e60169969	230.9
6cc2d460bf7f9dc4a1ca709e1f17d7a0	182.7
2a8c81bf1c411620e9b8ce5566e0ee43	225.5
e70516aa24307c31e48de7ecd3b1c235	204.4
3eb8c804f7b187ecd16f3d0ddee94c14	207.5
03816b5a7f53f3eb2df880b5849d7cba	213.2
ab01e33d5f5b52e8ca04b38792f99500	174.4
e3ecb4ccae8104f68a1696bb3e606be8	232.5
109db3b59fdf945c15a52c871b6d73f5	218.3
25039b9336b5cecd7ad21539f0132f88	215.5
53c03f40fbe4ddac3fcbccdabe28925a	226.3
b8d1c925b4ad51837e92f25a42b83137	239.0
fb598022f8638b13840612fc82609de5	183.5
eefa5dfff8ab1cb5c1a108bd9a15d8bc	250.8
e65b95c78e5acfa6910d4a1b36e2bc25	194.4
1132ad43883c6519f05baec35a4d1027	219.1
c7f12772e6e28b8a0f707166bad79d29	232.5
b5ebfc00762bd88479f6088aee6cb231	218.4
8f4c1f7cb9e273272cf7db0c57ae0120	174.7
cd6b1b8aaa1245e30eb4c5b4e29248f1	217.0
722eb24b7e5c08b661b9be9f307d5ed1	225.5
4fdf30ac35296fe4fed956da88c67bf6	176.3
23fa9d6e6830cf8b91f735bd307df047	234.8
d5ea9abc39ae7b1a0b3f3becf69b256b	235.2
7ab8d7bc21c5eb35366946d22ecaa1d0	226.0
9c5477a19ffec7c6d6f43c546c11e6a2	179.2
54c0f4fb6ca0f7f70e52d2c47deec3f6	205.2
db76a31f55b466562882c3ee624233b5	207.6
49e1ffbadf947b70c3d0009a91e6ae7c	235.4
2f225f22fd8eac951fccb8f2ec069e21	219.1
1b5f12f765649e42646831c7b0b7dba3	223.4
7de0db5725e2389a1b10cb6db496963d	218.9
c6563ffc8a975a09b90edb035d41bf45	218.4
bc10fa72f04901ac6a9c4f095923a9cc	215.0
6c9bf5e3066d5f7ca2ccdae725edd006	225.7
4282a7d31b3dcb720ed6027b7b58e24a	208.0
e77867cd31c32a0afca12786280448e0	219.4
2b87e04358645830936fb3ee47518379	235.2
e4ba3bc3db02ab3bf1497d1b50599270	253.9
3c7de2c2f88895859c7fe12aceee6989	241.1
fe0358b44686a22cb4730df04961ed74	219.3
c1a17fcaf57cef1921a441875500404d	221.0
bf3bfbc253fb9925bb34351de8c6361c	226.3
870ae84e1ce16dd8c63a9e66193892a1	243.0
64a81a8997ce8a54657bb73fe8305d21	208.2
262ef848a5ddba43ef8839fa5890b455	245.3
7ce600da8a828e435fd351f6b2a9c70f	219.9
48a7167c20b86ed486e632636410953d	216.8
d5d5dcff9a983caab3d4db28d041f22a	226.2
458036dae0102656eac06557e1371f1e	237.2
8e076d4e1fd9f42915b67f7d52a7f2d5	215.3
689034af5e7fc9cb0c0f88b1282785a9	219.6
b887a35848443355966b0e9d833c0a83	231.5
160244ce30bcd808eb1ceb32fd2b3274	233.4
b741d0e1124d586de9088930c9c0a808	242.7
d63138379e1cad5084cf26fc5e86d5dd	213.9
00ed277ecc57f15572fe5cdc7c08d59b	218.5
dfe3d451d8bf5529a139f52cc134c2f7	248.3
f08fb102b51832b7e2b44702a8ed293a	212.0
15cd7858afd09793a94ad80681f2b0a4	247.2
f57ed40db93e43a01de9de6063ba1f63	230.1
76506d783de1c56c44435c9d090d125c	207.7
97c3592c1f126ba7ce8dcd202237f496	240.7
7b64becb4c93ff1fe0f2e3b24c9fd54b	234.3
c54cd4d3713e0f19710a6ded18a8f3cc	217.8
a6f75e8ebc7287f1abee3cbee2c75838	217.0
f3b6e947df17e16c9494ba9d2ee4f710	230.7
92618e99bd1cbaecc86ac5073cb829f5	236.3
a5ecfa409463c38988316905353e99fd	236.0
b7452a6bdf23ea5a736777952afd2781	231.8
a7d3ef668c54358bd2c7b1c2f4f5890e	223.1
5d4eb783c3c26cfe4f098b2a2d286cd8	220.4
e2292bcbb729616dcb3a349731bb9998	223.0
ab5ed34a38e14c6cd0b8dbdf147de1e4	209.4
a6d9adf2831dbb8a3ca4668882c91f01	217.7
72492e2f5c27c50c293c2940fef54ec6	217.0
dc3c8175f32a844a58c18c51c8ed2865	218.9
5694cabea7bbe9a699c9f64b769b5c44	222.6
370e30a6e3368cbe8b2cd6f2fe80d671	218.8
456c2af9708d6d5541138d7e6eaf7ca3	231.0
ea0b3fc01fc61899421543550d1f0bee	229.1
5d2f9761836052e15c2ccb65627b66b0	222.2
64f3f7d654edbaabe29dcbe8f5ccc2f8	225.8
01d9d13af4e04ed3994e6ed932a5090b	214.6
62527ebb59624952e92c656107843d20	226.4
7759d6ccaffd8aba76439ad161503ec6	176.2
1c799e2c46602555d41730203618dc4c	229.9
d9589cc8fc6ed7c71d46bd287925355c	237.0
6cd79aaf2030a919adf2730148d9e537	228.3
a12ac2f5ab9c50ce0484052b653db884	231.9
f484ef94bd3a7be4a4a6fee7d86d55c5	222.2
182562811235c6c57187c0f39f0b9b10	232.3
532f67adf619e26bed65b1fee04bd016	249.5
ef4d712eef864ad9d371a7eb8784cd0f	202.6
57db1eb9572de06ab169086346ec30b0	225.7
9732218a6663ad1c072eaf7e848b729f	221.2
a6c3a763cdcf7db91b63b6903e5980b6	241.8
ef1cca2fc29499d4eca637621d5547f2	224.5
ad6704bd64963084f2ede1fba6cc8638	242.3
c0912c30e85bd5ad4a191e1f06015b52	228.4
7036c517656521b3c8b645a47ad2daee	227.1
017f6d67e9dd6eb338976ca62b95e81a	213.6
ca34e78e9e2d46f4a333cc0fe9576a1f	232.4
103ba517f44ee43b4f3233edc4f526a1	222.3
eb6dfcc1fb5a3b1dcc32a1118ed5abf1	221.6
7e92ff2e1db798d6cfe566ebb728f758	223.5
1321d04fc12618f2fe773111c3fc8754	224.4
ad93c36668faec0a7874b0d0aabe5af2	220.7
e269ebd84412cf3768d43f23a9115bf3	258.1
fcdbf0407848f3b4c8e7319a24fc040e	237.4
77b81f071fe6927919cf3fad530ae285	227.2
74baa088010453084771c1ba397fbc77	236.5
4114bdebd6d565c1f07fd5739b13a02a	243.6
7e7696dcf0ec731be3c3f0c3390aba5b	231.4
dccea6bae5afeda1c7c6843df8caa0a8	205.8
35578d95f48ec3cfb57eb8931926ab56	237.8
cf090ea89b26f9f180b70b434f0ee8e5	235.0
dde62024eca47520133f63fa9e12d3f1	220.5
e3a5f2aaaf39f2f0254cd6753e828cfb	219.5
63cfca29eba30f8a072febae0c2aff25	220.7
6343831bdf5129122ac6d87a7407df32	213.8
9125ba3b5a9b373f3866b6813f7d7127	235.8
9db9309248b91d2777baad40cfb04a23	224.7
b6efbbcf9acb3148002a3b5eb51dcc77	217.6
3a8a8346fcf2130d3df2a5d0e4d7c14d	220.5
c4f71d60d888d865760aa6d0598bd0a2	215.4
ac2f6c2b7a19be911a59186414681da1	219.5
69675d5351aba3ca9ff23075fcdc7f0d	230.2
e7a3f7c474fd49186c586207d6a8508f	219.8
260bc9e2d639493003ae0b3b779ec9d4	230.4
46e1891e853511e305d71664dc76e22d	218.4
bc97ae830a7247038d132bac942f243f	221.5
baaec72a04d7d3d51bd8c11475d0de99	219.6
af229e6d17ce0c84f933f5caea56e2c4	221.7
d7b2e2dea6ade3c6757cd9bff8cf39f6	224.4
5d8a818f55280d27414b50b5b19ebc46	219.5
bf86125bbb323d98894fc46a65afa1e0	219.0
91620344ecd43ae077f0659792e9c19c	230.0
015c7591358bd9b6fa8a50603f333ae1	220.4
1a14e9b58d59afa40a9531189e802bbc	232.4
775444d815bb3a5f94ce4ae8cb0e9d6c	231.6
0fae17dbf62fd73d2e431c1882daefa3	233.9
49c0e2154a7ebd2a740bc8a083057e70	210.6
901dd7ddc4261fcf1415220e49f44bc9	219.1
4d47258d46b5619444b92fa4b222d835	228.1
5f99b91b30c6e7f200919dc24f292a7a	226.9
6ba3a1f467a1f23b72586066cdeca1de	197.8
9da0a4d91dda59cc402591cdf1dd533b	236.2
13bfcf0cd0a2f7717a99d0436e61ee6b	220.4
dc6a958fabca516e1cbb5cf75cee5766	243.5
53fae0e854d6f3dccd3092991f450a32	247.6
37b251bb4bf354904e213ae90b7c4e6b	229.3
7c3db49db40d75aa57b1eaadba2d2676	208.9
a6126af1ebdca6c37d52a384492b72f4	216.2
8194341e0b6d51ce6882ca314e9fa322	235.1
c6e722cbff4839c1ee5d87135167d2c3	234.5
6a1af2e24cc224f08a0c80014b87be40	240.3
a4977bb324a225b861d08188426b5d35	204.3
4627a314f75cd301436058099efd0b37	216.3
71370d86c52492e881761e1766732582	228.0
c8f484e4b1497e19145734955d3c8b47	221.4
c9681b6319a4d2418d05ac9dc60a9736	232.7
bc3ae5ecc36242ae6d57527d39125bc9	238.4
77850d3570d2549dad14903c45d0be4f	252.7
0da262a9f827c4db43185854420fe747	244.2
60ea148ec831140ea17e19acc42c6998	217.8
7af01c7715b7546d27796782c0a75074	237.6
0d3df6138c3f57cb1c3c71f40f93ed80	213.3
cfb58aeecad819f09f1897209aebeb53	232.3
1ab8d3580847ed4803494281e04a4441	195.1
e6a56a49e67d6b9643931fa3f0e918b1	223.2
b5c1458207dbc9325fba456f16d0f4c7	239.3
5fa43c10befdeb02e0814376ee87c985	237.2
1285bcc5c3ffa9dc03836120f83ee12a	223.9
38a38ab0f9357bdca76a644d026bce37	228.7
a2771ee142a1688ed697c5a7f87c5a31	222.9
390f753e12bb897b99f96dc659373ff4	214.5
d28bd5e504eb74cf55554778ebb7a860	241.6
bf20dc4380edd14dfc1cbc9e9b80e0d0	231.8
9a264a0031e5f9a42a25dd637b71c91b	220.3
5be246753746684e19c7d738de18bd70	199.6
4d6e1fca9a28ddf545a63aabe3181f81	240.6
bb338fa5d3200ce193bd3b6c480d5fbe	247.1
8fa4b09ae7e71e59fe28f70ff8a3fec3	212.8
3f66cbf1191f4b16efaf62cb70e68356	243.5
c3ce871f809fbf775fd350ff0aad2abf	228.0
1513c0ff77844117230354d7be146231	245.8
d744fbe2ad80a67a737c8bee65945bd1	248.4
1f996295be04c9c49323839e62e07ef4	250.5
fb64e5dea454ca6858283a996542ecec	216.4
57748dfb4509dcfa0668c00874217133	248.4
2083e12851f0f9a5cf690a740eef5da3	216.1
c97b2bb5eed1f9118e737c59743f6d40	209.4
b36e46eca86b39b5c6634a2aa6c035c5	206.2
76693b3dc5c6135e199532847a1b5881	217.5
e795c8ee27fa9ffeb46c9d731f823710	224.5
7b24dfeb906ddf86c5d2167ec522922b	233.7
e931dedef08db9393ac7eb610f6b304c	220.9
b1a48ebb1a15c4dbf0c28691cba0edd1	221.1
87cc0366a7f6c7fd2742fe637863e213	241.3
ad5df423f3733a24a437adefd9e260be	248.6
8346560974d997e2d5c9569dbee780ad	242.0
cca73816212386522140bf021704bb53	232.8
9e057d19ba0e67dd2a00e37ce827fe9c	234.5
4bac11a9d74a04953ab8c3bf7225c180	218.3
bc0e5ff9974dd7cb4be61493e4b0db73	219.3
77897b7c87cd3d2101c0ffcbce888c1e	220.5
6ab2e027b14a16af92024c7ca65fd193	223.8
fe978a4f33051eb3ddf9e1829513a2ef	230.6
5280c2e1223817956435da4515d106c2	222.1
72afd0574148826931d86b13e7e82b23	227.8
943a44bf0e727c39a88809753739bcd8	207.5
37893712e1dcefb79dd5ff91bbadd5d3	231.8
436a235cd0c74fe6641276b32ab92325	225.8
2e6fff460e7dceedb7ba52fa983eec94	224.9
5715ee5dee8328ff99db5409601c0683	227.4
58df5931f1087e394e8365868f7ac38c	226.5
d8d22964426605c351140d07ebae7e82	226.8
6a242bb7eba5849bf8fb4f0331e06dfa	247.6
80db93cf7683baf3b679080fc0e29ef0	233.6
7f622c242bf62e7422bfde915b0ffc4b	215.7
85320e3459ade4070b6f32d835429071	224.2
271a1bebe5fc362c811f9973ce378e76	219.1
45c6eafff17e7dc2d9147803257d9d42	233.7
73ee40ea5bafead2f28b2c780adfc185	222.8
97f09979fa6f7fba1dc7d6112b3acb79	237.7
e6cdac9203b1c126b721e6c7380ac46a	234.9
9e29b2d907eb0ec3c39ba943bd247a6a	219.6
5908fca554acde10322c6e0b88a5b91f	218.9
4096361dbcbc910914df0bbf735ae622	218.3
f34d9390016385668c12f6b7d92fb1e7	223.8
56afa30d6cc345f33092320fda16300b	243.5
eb5423a714270730f3405a9f1e64ae10	236.0
6c9fd8c43893f85ac54ea02568e15973	221.5
9ee93f14f206041ac530acc2bca9e158	236.2
5b94d7e165579a1112e40ccabed5db54	218.0
5742f1e939e83dace9ac86d1a69f4941	235.8
74f7d32a7a6795ddeeacd40041be98e5	230.7
a35e07238aa967732475627bccd8995b	228.4
45ddbaf5f1b46e07873c16676a1a3636	204.8
337087c3cc3b863ee8bfe6559ec250a2	235.1
35991aaa2c6109f7185a4290dd8de5e2	219.2
b2e491593696845a2d00bee9be72b240	232.5
94f16f15afe8eefd0fa9b463889bb0ca	234.3
a2441aec57a71df08c3c6c2d13d34cb6	222.0
d3d92b17f040995bcaf56b0eda1f8936	236.5
5cb320ce442219064a68eaa588a1dcf1	219.7
9e0acf296d51aabc42a940fff3dfef50	217.1
d411346229c8f00701be94b4eb42c3ea	250.2
f07e5c1a58c202825ab3d069cb090b78	224.3
2a5b66cc357794ed5571abe7e94bcc34	226.7
1e9876977957813fbf4507d1c451af5b	211.0
c7c872a04596482b9a58bbe731c5720c	219.2
f0f4e5c8a8fe26507774b710c7439537	211.7
d3f4ca1f5ade6fcf26a5eefed5710bee	236.0
304b10502ed59db6f64c9a494f879320	216.1
ea21d0d373613dd6a47e9ca2993c74e4	218.4
aca16d09f676ac6d26dd3d689fa0785a	245.2
2afc26847566f10acb6c9e285cff80f5	203.7
0b89a5d0bb006a8e0b5ffe2fa7c679e0	220.7
cd43bc148f29e237b431e599b7392660	225.5
6bc3c97ce615f2fbf4307b6de5fc6544	248.4
fa2b41a7a2ca0d51abdf6462c07dfd11	208.2
65eff4e8da8424251ddb15653fb4e2d2	220.8
064596396a0b5ad704a4735dc5ba3fbc	216.2
765a7e99fe2ad4426ef8fc8e044beda6	222.6
d117f839216eeeea1df838174e066f5c	176.8
9712d85fb2f7cd92f9062d4c74400e0a	226.6
c53a0a5927e969ad1aea7d79a7638506	243.1
1c553794818d198cb7ba97c23a0378b7	224.5
d577370d8285fdf2d669a96dfa359485	224.9
c9e187c599d3e64f3067db7e2f94b768	219.5
ec903ea5f7670ffd43881fb73b9c4c4f	225.1
da3c5d1654280189c839c668e564781b	216.1
b84eaf80a6ed42e42b4374e61138a3f9	225.9
bc8dc786b96d8a40ca65abd08303b958	214.4
c61a8e1f8a2d36c0f8b2ab78a88729ea	184.4
7f72867e4b5fe7a5cd271d276e93bf32	221.3
a8f3fa0b02dc717ec019001d83f73c84	224.2
89dcc7a9e2f47a95a731d53ea2f48e41	223.1
6aba50788cfa83f22f03a98adaec03b8	235.8
8d59388f7e70dc690f7b76edfaadbc9f	241.6
240e7ffb5847997df5b37e8452763dcf	248.4
3838a5dc7e911da4c965c070a913c866	205.6
36d7332d3ab92ad6f399d8c403d02949	219.9
6a49ae0566a019b738e22f09683e926f	240.6
ac1c5888e3b594ef655d0af9841f928c	234.5
6358b4a0a520ab9b313186b05cc7610e	220.9
fc3962433ad2bf68a4bd6c4ffd16834b	241.5
cf32d6e3294287f627593a95ce9c1507	261.8
f7bc3a80dfbd0901ad5e4096d3e9c408	232.7
6de8640d6160d239c4ba6eb2f0952ad1	237.4
e7f1fd50d0107072e39cbc4b78492b7d	231.9
0da90a9589050785ccc370ff6951f993	226.2
1346d790e32e3a44b13fbffb60a91fe7	219.9
63bda38ab6a71d95539e638a1a15cc8b	219.7
a0f15c8707b3643a3a6682665bba7ed4	241.1
5398ea0d33e9a35888d9d72a14828ee2	241.3
34e798e5cb044745673a2f57747601cb	228.7
2594080be194bd2f9ea5303ff24bf190	229.3
7ab6025256d8e7dd5ea97a72b0cebcc1	232.9
2a0d313d811900284e7b76e30c65fa4d	252.4
6e07a8e38c80852479d37c4b74781479	187.3
709532cd36d663d2308a27e139790647	209.1
5d61cd31aff80924f5734a06f007e5ce	238.4
e4cdc9c95ed06118eef309c15a5c9cc2	228.2
b51ad02006ef0728f3085aada1494674	218.9
eece786f9376c1802c0899b43fba5823	194.7
7fb8be078b8b93f5726bff7e50e375bf	242.8
4e2a8559729f6f386948fe24d0700ee2	211.0
b6bc15978c25c5351724a5862b331fc7	222.7
ad326ef16f3d62fc1d25fc267fd15875	207.3
9fd45bbc5f225b51e57ac21d9e68fd2a	236.8
ada8ef447d6994aa605853b83daebd72	233.0
e32cabcbf5d59ac7bfba1c61e09e00ce	235.1
5280e68b82ec302d5a76e92a6ecf6a38	218.5
6c93795effddd239228247cdcd7b9afe	221.4
d19d2c3de71715632bf01e0eee628485	217.5
cc991f4c25f0f74c7cb7679f2c95ec28	218.3
46e538c71dc2bec35e1a1f5057362e5c	247.5
d0078a67a25ae03ca9834c48da6caf58	202.2
a4daf5f4a1180bda31a0c2a5f1afdaed	233.2
108ea141d37523ca828de974ba93e202	235.1
ae06fd30e7bbb642db7d9e8458a4c591	220.9
c82d92f7fb49b6a404be166191b80482	202.2
3af5ac0c28134c98ebe713510f8a35c2	222.3
42d70c5323db3d97f289c42a545885a0	238.6
f9158ba742de7f7265b079a7e026d4cc	235.1
03ab9f0511c464a9ae1b999e5163dcc4	212.8
c8f3f03afbcbaec8c74935830082bdb3	223.5
a04e07f2a5207c727a8ae6ead32ca704	223.6
55e47b759ccf9fac84e618620796f798	224.5
be25a3c29348b34eba6fe4b3a3db5d44	212.3
bb3424db8eb9f4bf1d84913629d8910b	216.7
00c2558ece02960adbde63cc10053541	227.0
ade9b8bf00893e10b992298b313395a8	234.5
e2070f632af28ec3f3a630ae772aac3a	254.5
74f11b88a1cffbef4c405b934d41efb8	226.4
047c2c78a84f594e6fdf0deffee273f1	227.2
ff71fddf9248a28f406164ed8dfee045	230.8
ac53497da9229c9ddfb5b8fd49fe3935	237.6
