ASV	bitscore
a92d822d9d57df0a7b9a03ff54a12ec6	228.5
00e439e9c0c3d1a88299aab9a1cd2fb8	229.0
8544a0886820ab5738e7ff34056d298e	231.6
74f5d931755d480c5d6160a325fb90df	225.5
b2a316975fcfda022afa8fa7d70dd980	209.6
700b87d12cdf5598c02ce2c72e807e1b	226.7
7cb5b356303e1ec48d359a857b61543e	204.2
dc0c9e8d1b304ab0a638577cb095ea1d	230.5
fe086b8947f59f7d92c32ca038c07532	230.4
262b832e349b26d7ad753dc9ca62b387	231.5
fb6b8ede3f7037b43a863e18d5c55651	225.5
7939aa488cb8e902c30f51f7a7ed17fd	228.4
04b4ba52c59e1fd47e3196a59018d52c	229.2
e23d67d8e110334002546db7cd83b5ba	231.0
da772d640e021bad5e2697e2babe499b	230.1
9302a72a48d5c974ccc2e397e17500bc	231.1
6fe2c4357fec1207af85919e949403e3	224.9
077825ee062b4a594e919cc45bac0614	222.2
dafeb5db44777f3772a7f7eec4146df4	232.5
50d7b84dea300d84119c2a9b08ee8064	228.4
a0c8ae22fbecc09e4789c03617ee6da4	229.8
b5292c75fe6d117cdf2bd7e53dabdefe	230.4
1efd5ae3de7eb14bf5ad454995c2c02f	228.9
e563a55793c4d905697f4f5615397999	231.0
a6ab5b18e03e1b6c0b856f4b8258b6d0	231.3
1c061ab4a4acbccf9b87c9dd9b1c2bd2	229.7
8847a9d5ce26fcc454f6c3ba4944d401	232.3
a9b6186b23a7e6a187749bad0834ecc5	230.1
1c517dcb6a089b5e27043e76e203d71f	225.6
ddbe42dfc6147ea1e75d0dde56bbf99c	232.0
dd42e0a3856764c273429c5cc0221cb0	226.2
89f63c64424dfc5e25887d09ab5067d7	226.6
5f77d554b602e1b881ba3660bdcf4e41	232.3
905f6eeaa5f473dce391f460063758df	239.0
8011a4523abca6eebcd62f16c5a7d7dd	231.7
520e1ba6fcbb790084d692bcd26e189c	231.1
35455ae966bdb401cd44b0fc484aac84	227.0
7a0e1d5daf736a289f6502b0e7110d87	230.5
8619c9455971a210afda32a3ccf0b19b	220.4
63572333ad22b49593b76fbfeba76f2a	218.5
d65cdf49840a1008ba29df4031c260e0	237.9
22b7e53a299fde9ab276a2dcd0f8b13a	192.6
0089c50fb46ae80693711da0de1c3d87	226.4
6d8acbc05ac2686a24d2af2ddd5fde5f	228.1
3f3d47a66e6e31bd367ac9ba6af2790e	231.2
e0d62f09059c64a8ea0c5e4d4f3d2779	212.6
260ddd604f2cbd15e75c2e3d1c81bbc5	237.8
1c8e061d53d255479b20dd9a8a8a13bc	237.3
066421f233a030ec39ba84de77e6a205	227.1
6b7c22577a17d19e64672cb4ee65ccd7	260.9
6986e0bd6f4be1e36c19bb8c9e1cbb28	261.2
c10f1d31851ee1faa477c622a8ae925a	260.9
7548474aa53c584e2d4892f8f9ffd63c	261.1
bd3b9d6889773d20071d33a3ff9a0bcb	261.6
033169dc85147dcd8b8e6815a54e207e	262.5
55768eb9e5cf8460253474968610241e	259.4
c68dab89bf760f1986fcedcf1d8a40e1	262.4
0c82033add85e0cb70574b0531c2b960	250.9
b13da26fdc4b67dd345550ca01b5d237	251.5
ccf92376f92bc1952a27ebfdfdde9660	247.3
df3f2750d07a95a8544fce9ccfd631ea	257.5
8191c196c3db5ba0b03022f7bd40f2b5	262.9
76c19a7f8f6fbdc29a86f3a9ac212beb	260.4
f069d85800846dd7fe732c48adaafffe	250.5
38c0c215f66dbfae9c7bd0b2c39465d3	252.5
49f6a2903e83bdb86bc63374bcb0736a	260.9
9221ef8371a785132bdf75344b6e31c4	261.3
408bd2ee29a045ed7d19924122bbe4a4	259.9
2f1d3111d1d4bd76127a41017e0c7674	260.5
4f711eef04a366db7cbd4e39a0d62546	260.9
8299dc588d17c4399120061056745201	260.9
6de2a08c08f6750f9f443352754a5cb9	261.4
34f7ee7938ac12fcb17c8539a695fc8e	261.0
1558975831e7b471a17ff4c02a133936	259.4
7282ab74c355575a0f1f257f259979e4	259.7
c14ddb948ab9e9df77738bc5b260ac76	260.9
5b1da5e2acecb879c6747f6700238f19	260.9
7aac096bf1e2448123fa9b125de828ea	260.9
5bf2fb46e6a92c047f81d54a70a1721d	260.9
fd4336f9a42ad261ce93542c762ab106	261.0
899c2ae60a6d027e5b9fc3cb6e64ad3d	260.9
9643fbfdc30da5e2e5c7d8c5db9fba4c	261.5
2ce03096d237c99d877f1480ca1028ba	260.9
01b319c40b08635319b9c1b1abe7ec98	258.4
c21194e8db58700c4695a9ef7dffa5b6	260.9
6e03d511cddfbac21eb824343c1e796d	260.9
c1ddca3b38f46ac6ecdb64ee4e16d708	260.9
ad799685cdca881d507df686566a1b75	257.7
d99a4c7a7bcf96315a192eb5588fa5c3	260.9
7cf51d77ecb219f7b8abccfe9245e497	262.8
7b1fd3f38e9e1857ccfee088912a3edf	264.0
cf8784cfddc09fd11573586e21c69486	260.4
f5ea475ec20440c8f606a42cc68c7bbf	262.4
6848d34d4b3b06aa89a694f27cbe662d	262.8
978bffec109a8d900a750dfcb698c64e	260.9
b5d2d0ca62dd746260e46f222019cc02	262.8
f9f7a7fd71ae9a1c539a1bfacfe68a4f	253.3
c820fa823ea48838637294d609064d10	261.5
31145ae698e5b51aebb468916c65bcf8	249.3
3e28e7b069da195d3ad46994285b0001	262.8
e712a04b9464ca96442c39a562e3c9da	248.5
502e1837dd1a7582a0d4f37023299279	244.2
0c5bd7d897d5f5b3c247f89ccb33bbdb	239.5
396b89624e45ad64059f7bb5fbb9ca53	255.2
fe2656d581809e7f717c5d77bb46f15e	260.3
84a18f263b8d53581ef474a53ec5f6dc	251.6
a87e0aef847d6674f8d9ab611e6543f1	232.1
bfc83110d9b0d384028f3219f6868428	231.4
2e2a154b622c308f3d4485e906af004c	253.4
6e5f8ed1253165bf3605968292580d17	254.3
e343bd396236265077a53b00f68399e9	262.1
f771b41b725da0958f4e96323e7f2ba5	251.2
a8c2c9ccccd35e6a5b2b901d12c7dfab	233.7
ecf62ecd9f3ba9088571b02316a37ed7	241.7
fc3b9bb8a8d1c138604a6d6a3e9fff28	260.9
1c3dd9eadc07287c1dc5e3d432c26a33	223.7
255a343c0a646b96bb2f9b46783d45ad	263.1
2b099e91fcd1bd369f913af01950efde	262.7
44627ac6474fd67db99cadcdba7d0b1b	245.7
4750de912ed1ff842b65be9fcb74dda3	260.3
b2e06765aaf03ba4637f2da8ec4e6dee	262.9
0c043cc59fe71d1f103ebf458432f289	263.1
ad186a6a4c5d0d94b95d374fba5e014a	264.7
c7ba2d21532d59233620bdffb9ce9740	262.9
f6454f1720a4695fca26d9f66628d1c3	263.1
7120d745646b3046c8e5dbae3442c10e	259.2
724713cf7991c42b8c3c4031cc5f7262	260.4
16cf7898bec921059110c933b2058d5b	264.7
70d50dd178c98548a86b2abdfcbeb171	262.4
5b25c12d1700e7baa48ee953aebbc795	250.5
bd82e629ef669d8ddd394d3e5037d319	263.1
2aa482eaadd7ebed7be076cc9cbece10	264.7
58fa3b5ad5fd3895cebb44090d809a62	261.7
7279ee3f28c2e34b90af22472de3affa	259.3
3c7a2e05b75364b738942863d0f3d7c8	263.3
c0aecaad49dd7bb09d3e08fd4c19e1d6	254.9
ac563a59041d973da890ee781b1aa076	258.7
82e7fc5b72d7589f88a2f1c74b58803c	221.9
1aeca1c226e47006df247af678050c4f	258.9
5e7c80fa71ddb900bb3f19a10f8c0bc4	257.6
acc2884092f14182f15073b9e3ee876d	257.2
49a73846a32c41430357850cfd539e08	263.1
4a5c6401da028a3008a760fd8f6fa10d	261.8
da67d970c772f603db594dad215f3bac	250.5
711c9b9868c2be8cc1854cdfad6025dc	237.8
e3ae56c177c46d8e9de660e4163d7ea8	257.6
642498b26a009a170706cad2d506f65a	247.8
04bd951e9748ec425bce03698c3b8af1	254.2
804adc514c1957f6eb9348a5c7fec565	254.8
408fda01b7d122cb7fb167cc83515613	231.4
4895945f6b301362fe8f9792db2afcad	253.3
658162daabe5e30557b0b2a8d14ab166	226.3
a8479b9d0d46416157e3ea615c5007fa	231.2
dd5db8fed189543abe3061f261becb97	258.1
727f26238c3c1f90f9840fcfa0f70de8	257.2
2afd67908d5e04f0e41afa8e02a36356	258.8
f3e6a9a2a02a24bbad46eb49f1097d0a	259.0
577189876169da8b43eb3fe6a9ca14ad	255.7
62ae5adc8af17b031bc6abf202a6c4d7	258.3
699d1150b392009b482a537dd76cdc18	230.9
47f5f42cd6fc36b31363d1b4b97d31ed	256.5
5d9229f558cdb41c2797e7305a8dd678	249.0
b560df07b9c4395977a62bba32788c19	253.5
4d403e096667349b4504a529917b5c68	258.8
2aac9ff52671dfadecf0b29c715c2efe	261.8
585bc43ccfe32495ba32ddf072c6ffd4	250.5
0f5f2bfeb9c00c215b7e11453cae5c1b	243.7
911b8bd782c4514091cdff672c2e8086	251.8
21209d6c18861e59691aae213fd8fb10	231.2
c287f573ef5197dcf53e949c6810c8e0	229.8
ee313a2807ab11f202a2978e9cb7aed5	256.1
e6beda84d303574834a43f382fbaaa94	229.7
d286a1d7aa4e1a25d4430e75555eaf2c	236.5
20abb146712fa90dded75f0a370ef3cf	262.6
c95a172a121caea3d3abdaa665debb5d	255.4
d0351bb8b6a53f994b0cb32c1457818e	238.2
ef9ea85f4ddeb4bf15702be63ae374cf	258.7
93309ea0ab1d45a2dff0156488f25f7b	209.4
ce353107d4b241fb1783b64776995d0b	228.4
a09aaa5ba48817e076dacbb41c036f05	260.1
e9051c998517d244f7d93247eb08963b	230.6
94615d96ca8dbd233a999c32c707f9a0	230.7
c768b2206f425bc85934715609dd00e8	226.0
625db0d0dee9a7dfd463b7e3cc4db3c4	249.0
42c46b1d5c30d058f83758bd668e6b8a	258.7
54870acf74c6f08d202ee0da54ef8e60	252.5
207672d01e2c2afa98551b6779894546	238.5
e94895d649474ff0eb3869059e80f218	228.9
742c3ad2f10db85246f162f593e486d6	252.1
4bb1362a3254df4fb255a25e35e7e396	213.5
3706471afb64ecaa6c3ad9c7ca6eaba5	246.6
128947321d14aba7d725179c78247a0d	231.6
1c4e187b435a024271c232b48245359a	250.0
2218aa5febb42315dba4a4df3611a2f0	246.2
8d6edc06f8603ac3ace0e9f85b440951	227.3
e026f07ebc91e7b40b79747f37125395	231.9
521282cbf7c343a28e31eb681f456a57	254.7
e84e8a33da42b83d71819a8b23e2a0e3	243.0
cde85e8af9e87d55584976533b09e3bf	234.2
77aaf8b22f5e53012fed9fd3f03acd1d	250.8
f6bf3cfc2b36134c2070a125f37a800b	256.4
774a0c3e2f6e07f20398c30445f57608	254.7
4081ecc8d9d500d0ad9dbcf3629d1bb1	260.6
e1ee6c269b92187e3c851f04993a043a	251.5
61d9669933da719f8d1fa701f4c8cc04	225.5
1aedd4950804572029344803ac62084b	248.3
0ed6cf6e7cfd095dd9ae1bb1a5e930c0	241.8
035785eb4fb92a05efc929c66006fc17	228.5
0f58a56cb27719082c886f0a226314c4	227.8
46fc7479346cf5c6a421445c9457f1b9	251.6
ef6c18d932122107d2f6e6683eec5ca2	253.6
64e9581d0537458ea5c0567e6168c886	229.4
20418ab0a0444d8447147081f8a3b651	256.7
98cacd27c3d24ed10922e70e4a0879a4	230.3
f3e850557b8f0dd17383da64a58b9684	248.3
c0d8ef7f5cf5814d02041cf6bc075120	202.1
8e567bdf1000fce27490c6405ede8f21	244.8
89335e46c36ccefc5698d2d608a66b09	255.6
350c0d370b9abf1dfe1a03a9f92e825b	251.8
36d3c064e61f570079d13ef908c3cc7f	257.8
4361d61875109c2929d52f891b795801	229.4
5cd04e65118e5307acee739ef86cdf7b	229.2
ef90db4499b9d94e31afd60859fa5071	244.4
bf88f64551076f9d82ba163cadfa283c	225.0
ee30cc7a8aa85310e37e0eae3d84a91c	250.2
f276174826c30ffc5f2c70d80e8764e5	251.5
fad93e5de0c78faca4149c55e1d4730f	251.4
6d300ff5a5f5e19cd3936c3d9708652f	224.5
5e7f042677559b2659c693ca932f756e	230.1
ef966622cbbef4cc8f39719feab95d02	240.3
8d85d7e0f6677f778d896361a7e2b836	227.4
55e0bd7a5a1faa48474f12455369d96d	239.8
44cb67eacbfee5f6f87158d7088ad8cf	193.4
81cfe0ffecc18a66797502203884d3ac	233.7
d6fac2cd4b0a4f40d12fe3c4f255d402	225.6
be76e5581ea4321971b5110132f36269	249.3
5bf443dd6adafc63b47a174e091556ed	249.3
0464586a3e2bc2921a869fe61755bc1c	218.5
cabbbb591b4fa790ef115a39ff1521ab	230.9
bbe29c2e2e08c3c2a731b670d23f8574	230.1
14b43b4e31a4efd67bbeb742b7895df9	241.7
6816d72914fdfcc9076d5d8310dd2281	223.7
aa5d0bfae0f47f09abea6e83e279ca43	247.5
cf1ebf7f3e17f447863a79692e6dc906	230.4
c88d40bc8434bb45aa39d2a3d8d97a3c	232.8
91c2a045622e053418df783abd9202ab	233.2
60ba24ef6bac8642336605db517412df	223.6
2c56e309f9f76bd7355f80974209c249	229.2
084022d18c36108ef82ccbcaec5a2268	243.3
2fad34ac3eb76b20b30fc0c3af829987	244.0
70504e34bde503fdf4843065255a600b	225.4
bd687c7bef4588b1ba9a7611b881f324	246.3
874b233002da56e665c76d18e6f0b56c	231.0
39c21ba77114f2191ce0269adfd984f2	211.2
416eab2dd13512c38675078448f718c0	237.4
d9c0439047410f7bd86e8f545e20b29f	226.9
a2b2ba960f65f182343c97c5482b4cc2	243.3
9b1278939f200b2ef7b0061ff6a230da	232.9
b23a729c44abece35a3f48b880423253	223.8
d66798fdc990c23ef9a06b80cf3d476f	226.3
c3533ea1d2da4a71b4742ccf17920ce5	244.3
f291aa5014162d9b58396c4f1258b52f	228.5
d77d349850989ab06ae8e29ef8b253b8	231.7
7269fe3a4dde4e932f0ea0ad3c5756d4	238.7
a576528409e4db96aa722800dc37158e	249.9
c9fe350d1c27b1b3f74e26b0a1abb048	259.3
6d21db5f285a21b94f3f0ec764a1c9de	251.4
aa88863a6d6e7453b4d2b3c92ebfbbfa	201.5
af94f8ffe43e8fa608218a1ea235e9be	231.3
4423b9980207b4c3231961484fd0d0be	250.5
3360826d9f643496d646667f1ada72aa	227.6
c84a7df53f4d308168c3b86702f25078	214.8
fb3205c8040ae01c39872593c62a35c0	227.3
abbb5aae6870a8c0d19b22dcef09fadd	227.0
c2ab847bdc3b46b4217464d559cba8c2	232.8
7f94942f602398fec930465db44d2b00	259.3
3948a3dd7d548f38714c24fb356d4bea	218.6
f67ffc1b72691b82419456ac36998a15	225.6
3b3a243c4b8e7e8e629c9f7a2ae04bcc	221.4
432398cc8d40a2708b0cb318bebca6ea	226.3
96baaf15f063d7538705806df19c2af1	234.5
81a277c9ba33aff9374c444c5a5a1886	235.5
b34d7f10651c978a71e4bbf4d452855a	226.3
5483d4637f2fcfd6263e7c60a6e3192f	233.0
131bb295d3028271e4e540caa259ecd5	232.6
5eb673d97d87e83fe8e5f9b5a8213a87	228.6
8032baf56219b9da76df92abd1d2e111	227.6
208ae5d6662ead76546641d3cd7e7d6e	245.5
9c0f070236fc705de271f2053b3247d9	252.4
f24003a3ec333928187f883c0c8a9b70	219.4
1b406af6547efc6993fce6e095c97210	209.4
74528910dbf383e1fa9a87e27901cbda	249.4
8c7fcc65c7e47601802c779738bae681	201.9
59847d5c867dfa1e0cbff9d7a592ba6c	229.7
32b38e6f1fae80178210820a7403d56e	244.6
c24ceb74d873fb6cbf78dd124f10a85a	230.7
d4fcf77b03c79c6136b779bbc6c5dd40	231.7
f640312b0331e5760c9b9a279b798004	242.7
e1070eac00347bf7e398520b3d4535f4	225.4
65cc0460a35fc338514d30f47cc2e441	222.5
304cd4fcfddfd8548c9efa0e64ba6cd4	242.8
bef11bb4d3aef587fa13a8a9f84eaf84	201.2
646e4728f6518c35ea23556df0d972e4	201.6
918b2f94a3c6318ab328a212759eb2e8	220.5
832564f732a236128a34eee0df9f6fc8	224.9
d64c41680f188a03dd85a00c85f4127e	237.0
55dbde6cbf4cc7c9c2b24d0ff84ab9c2	251.0
542f001b0529bf7a12d027ae41b0a1fc	246.7
bd9a03cc6b33009e865145752dac0bf8	235.0
cc442df24ec8c42fe21280a8c48b7ce4	225.9
04c513a5a5bbce2836a5f83c3f8d0899	231.9
e4093d11dd1557cf5845027fd5e39708	238.1
fde11f96a0f7a143181c474767d85d9b	243.1
8b6441c9a331ec2a94532474c5e27bde	246.0
ac8552876309676ce530f975804e5d94	223.3
98ed05bde24c3160090f8f5f6bde283f	231.2
26290aee4f4d864e5d08bfb7bfbd9d42	243.5
17ceba216a7c493345ad41e579d43394	205.6
9a09ee90b1feba6686c92a637886dd8d	235.7
09f59146ec6d8051808fda2bc22cb548	230.5
657b99d95c94f97c43d0833b183e66b3	219.5
60225f158d409e7510b49c3648eb7de6	247.0
362f87a66cd3ef66d80b4eadc3cc1170	229.6
9b495a67af26d9b083c7b45a17833730	217.6
eeacf58761d54b60af9de7968109ca16	242.8
f6ec53130c8a16b21f1f92d877727f31	262.3
bb333072aef4f73896f51434e7486534	218.9
e3fea9353d090aecbdf5d8e8985af6eb	208.8
0a94490c2cb0298df8948ce8d9408d4e	222.0
fcbd07a66de6238eefeb62b92ae74e87	254.4
d040116688ac69a9e365a6e93a60b086	223.3
197ce9854892e5a8c30aa91da839671b	227.4
ec0e8b481b77db630882f41d9677e498	183.7
07cd28427c2b95fdf343007ffa74ccce	236.5
21505608099a79dcbca4e01da823891d	220.9
ac3fd22045b3336379126721b395bb35	227.9
f3489a8a7332b54f7707e4a4ff8945b3	252.3
1230d4eb17947e93f31e7aa7b8c71393	239.2
a803aa0b4128ebb21f0f80f165754758	193.4
c9b8997a3dc5824f72b51a46c1b9e7ba	237.1
af7cb6e2814f91dd48f58aff3e8110eb	215.9
8af9d2bad5c993bd63c90c44b5c32967	240.7
55e3a517e4cb9b7e14c12197c6e3d2c8	229.4
c5dfb3993dfcf216f3f7bb63d587f419	225.0
b87fbfd3aa12d16dd93ab54443e38d7a	233.2
5109c5714e69dbdc78dfc9c53127af6f	224.1
af11af3c5d1338cef5a8f8baa94261f5	239.6
1967d7ce270daec475c49e5e0202c0ec	230.9
b2424232763ce8ea55aafed5ee2ed8d7	208.2
91cd8d6547f2d03d711a8f7fade52498	230.6
bbd6c3519ea72a9da3710155811a5d0b	261.1
0fb0af7bd5156681b05581487a2946c7	254.4
4b68949f6ca2f68442e0c8756109ec2e	223.6
0c928e020526318dec4872a9ae8824ff	252.3
c3bda5ce529505d84c6cf2886594e4c7	255.7
d927b38208a488c4d46d63ac1f589839	259.5
86b06eef74b54ce78f637fb820b55686	261.0
d123dd1f9ddaa76598900f946a6c62ff	260.9
24e9eda056afdc771e892bf18726b9a1	260.0
86465f14620d88aa023fb1ed98c59f39	261.6
2b55d306f128de99b52542572a57f2e7	259.9
cb4f3d93ef6b26174d7a642235ef1f69	263.0
2b2e302ef9976d82f2685794ca7b9ac0	259.9
470ae883a429c9be1d0cbaf1dd577ada	259.3
12815623a1788920aa147c08e369ff57	261.8
30d6623071aeb76a975ed994435ef94b	260.8
ef8770ca0568b3ee59322c4ce6d7792f	260.0
2bc924e0e8d45841b1add604753b951a	261.3
a971ff4c16083f8e0bc305db52e0bf26	260.6
f9ea5a73035d428193a56fde10377b45	261.0
7d85534d24526ecd91552825a36a715b	261.1
b76e120cf8fda2e785220b36f9970c40	261.7
99185ad2a4ca807dde1ecdf95cc19cdb	261.5
97376f2ba2a5247c5c6bfbfa1c0964a2	260.3
239b3e77d7020b80086d3fe7993765f0	262.2
65941107e040a599661abd673f393b8f	260.4
a4101e570e1480a34e7fe3159b81e98d	261.0
72cf6bac93259e6fd73dccf81536eeef	261.0
8d4e50f780db3d591ccf65e5a32b0aea	261.6
7d4632e9b7b159c440b2aa166736f838	261.6
16503bd0b99fbde75a76f95d5fe2d26b	259.1
e216c6df159593a5f3a61fcc2450ad07	260.2
30e98d2b690dc7487a3859285a0f3e57	261.5
95aa8dc45029a176e48e1350d72e1369	263.6
f0f2cc6c04f1f71c8dc011a1b605fd93	260.4
73cbe86eae30a31edf1d6a19fd064a75	263.6
334a6a8cdd799c3c61086a9f725556dc	260.1
055ebe6381664da8ed7ba594405a2e75	260.8
fd392d94cea0fa027288ab1bfbfb7db8	261.7
ae034543ce0d4998affa23e6f66c5a87	261.5
2384eb0dda7e5bf7cfaa0039404ad769	261.5
1752637325fde7c39a3af065d839704f	254.5
1d55fa536188ab5bc9f81c5a7e182dac	261.0
